playerid,PlayerName,G,GS,IP,SV,HLD,FPTS,Team,season,stats,role
sa3023371,Cade Smith,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3045002,Jackson Wentworth,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,TOR,2026,pit,SP
sa3014845,Noah Skirrow,0.2464,0.1604,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3017936,Peter Heubeck,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3020858,Joey Mancini,0.3049,0.1479,1.0,0.0,0.0,6.800000000000001,HOU,2026,pit,RP
sa3021808,Rayven Antonio,0.1837,0.1737,1.0,0.0,0.0,3.8000000000000003,ATL,2026,pit,SP
sa3019181,Eliazar Dishmey,0.1919,0.1719,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
20739,Humberto Mejía,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3023249,Braydon Tucker,0.2439,0.1609,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
25777,Peyton Battenfield,0.2233,0.1653,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3031592,Brooks Fowler,0.2513,0.1593,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3017976,Jacob Steinmetz,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,ARI,2026,pit,SP
sa3029417,Chris Cortez,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa1055560,Jake Lyons,0.45,0.117,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3067070,Dasan Hill,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3010800,Edwin Jimenez,0.2266,0.1646,1.0,0.0,0.0,6.800000000000001,MIL,2026,pit,SP
sa3017615,Aaron Davenport,0.2043,0.1693,1.0,0.0,0.0,6.800000000000001,CLE,2026,pit,SP
sa3016071,Allen Facundo,0.1944,0.1714,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3041437,R.J. Sales,0.1829,0.1739,1.0,0.0,0.0,6.800000000000001,WSN,2026,pit,SP
sa3015509,Carlos Marcano,0.2216,0.1656,1.0,0.0,0.0,6.800000000000001,DET,2026,pit,SP
sa3067104,Kash Mayfield,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,SDP,2026,pit,SP
sa3067123,Johnny King,0.2084,0.1684,1.0,0.0,0.0,3.8000000000000003,TOR,2026,pit,SP
16125,Chris Ellis,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3020558,Trace Bright,0.2546,0.1586,1.0,0.0,0.0,3.8000000000000003,BAL,2026,pit,SP
sa3025006,Argenis Cayama,0.2125,0.1675,1.0,0.0,0.0,3.8000000000000003,SFG,2026,pit,SP
sa917136,Wilfredo Pereira,0.4665,0.1135,1.0,0.0,0.0,6.800000000000001,STL,2026,pit,RP
sa3026253,Evan Aschenbeck,0.2167,0.1667,1.0,0.0,0.0,6.800000000000001,CHC,2026,pit,SP
sa3011779,Alexander Cornielle,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,NYY,2026,pit,SP
12664,Jerad Eickhoff,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3020439,Jared Kollar,0.314,0.146,1.0,0.0,0.0,6.800000000000001,SDP,2026,pit,RP
sa3067456,Chia-Shi Shen,0.2381,0.1621,1.0,0.0,0.0,6.800000000000001,SEA,2026,pit,SP
sa3067074,Tanner Gillis,0.4302,0.1212,1.0,0.0,0.0,6.800000000000001,MIL,2026,pit,RP
sa3020989,Edgar Moreta,0.2266,0.1646,1.0,0.0,0.0,6.800000000000001,NYM,2026,pit,SP
sa3019615,Juan Bello,0.2999,0.1489,1.0,0.0,0.0,6.800000000000001,HOU,2026,pit,RP
sa3023482,Austin Ehrlicher,0.2843,0.1523,1.0,0.0,0.0,3.8000000000000003,BOS,2026,pit,SP
sa3034868,Eli Jones,0.2191,0.1661,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3011198,Michael Dominguez,0.4739,0.1119,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3020464,Hayden Wynja,0.2315,0.1635,1.0,0.0,0.0,6.800000000000001,SFG,2026,pit,SP
sa3029687,Bryce Cunningham,0.1903,0.1723,1.0,0.0,0.0,6.800000000000001,NYY,2026,pit,SP
sa3067105,Hunter Dryden,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,SFG,2026,pit,SP
sa3018312,Jose Montero,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,CIN,2026,pit,SP
sa3021785,Melvin Hernandez,0.2381,0.1621,1.0,0.0,0.0,6.800000000000001,MIL,2026,pit,SP
sa3023166,Caden Grice,0.1903,0.1723,1.0,0.0,0.0,3.8000000000000003,ARI,2026,pit,SP
sa3016267,Jose Olivares,0.1829,0.1739,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3023207,Nathan Dettmer,0.215,0.167,1.0,0.0,0.0,6.800000000000001,ATH,2026,pit,SP
sa3022875,Izack Tiger,0.1903,0.1723,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3023078,Sam Whiting,0.3808,0.1318,1.0,0.0,0.0,6.800000000000001,SDP,2026,pit,RP
sa3016949,Kohl Simas,0.2125,0.1675,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3031801,Devin Futrell,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,BOS,2026,pit,SP
sa3009266,Edinson Batista,0.483,0.11,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3021472,Mavis Graves,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,PHI,2026,pit,SP
sa3025634,Frank Elissalt,0.3997,0.1277,1.0,0.0,0.0,3.8000000000000003,STL,2026,pit,RP
sa3020998,Wilkin Paredes,0.1754,0.1754,1.0,0.0,0.0,4.800000000000001,ARI,2026,pit,SP
sa3011674,Kendall Williams,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3021722,Mitch Neunborn,0.3404,0.1404,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,RP
sa3010660,Jaime Melendez,0.4855,0.1095,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3017390,Brett Kerry,0.1911,0.1721,1.0,0.0,0.0,6.800000000000001,LAA,2026,pit,SP
sa3021510,Jostin Florentino,0.1977,0.1707,1.0,0.0,0.0,6.800000000000001,CHC,2026,pit,SP
sa3015500,Joel Díaz,0.2348,0.1628,1.0,0.0,0.0,6.800000000000001,NYM,2026,pit,SP
sa3017777,Jordan Fowler,0.2785,0.1535,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3020945,Darren Bowen,0.2752,0.1542,1.0,0.0,0.0,6.800000000000001,MIN,2026,pit,SP
25650,Levi Stoudt,0.4418,0.1188,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,RP
sa3023009,Peyton Stumbo,0.2059,0.1689,1.0,0.0,0.0,6.800000000000001,PIT,2026,pit,SP
sa3016216,Gerardo Salas,0.2241,0.1651,1.0,0.0,0.0,6.800000000000001,STL,2026,pit,SP
sa3023130,Ty Weatherly,0.3288,0.1428,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3019165,Wande Torres,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIL,2026,pit,SP
sa3022952,Liam Sullivan,0.1845,0.1735,1.0,0.0,0.0,3.8000000000000003,WSN,2026,pit,SP
sa3023087,Luke Stofel,0.3032,0.1482,1.0,0.0,0.0,3.8000000000000003,DET,2026,pit,RP
sa3019148,Melkis Hernandez,0.2059,0.1689,1.0,0.0,0.0,3.8000000000000003,CLE,2026,pit,SP
sa3017849,Aaron Haase,0.4113,0.1253,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3020526,Michael Prosecky,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,COL,2026,pit,SP
sa3007724,Victor Vargas,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3021500,Carlos Castillo,0.2076,0.1686,1.0,0.0,0.0,6.800000000000001,PIT,2026,pit,SP
sa3015498,Lorenzo Encarnacion,0.2101,0.1681,1.0,0.0,0.0,6.800000000000001,ARI,2026,pit,SP
sa3016018,Gerelmi Maldonado,0.1994,0.1704,1.0,0.0,0.0,3.8000000000000003,SFG,2026,pit,SP
sa3068903,Mason Olson,0.3445,0.1395,1.0,0.0,0.0,3.8000000000000003,TOR,2026,pit,RP
sa3016282,Keythel Key,0.2719,0.1549,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa3025660,Preston Howey,0.4541,0.1161,1.0,0.0,0.0,3.8000000000000003,DET,2026,pit,RP
sa3017726,Dameivi Tineo,0.2274,0.1644,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
sa3024981,Sterling Patick,0.2059,0.1689,1.0,0.0,0.0,6.800000000000001,LAD,2026,pit,SP
sa3037404,Niko Mazza,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,SFG,2026,pit,SP
sa3018322,Yorman Galindez,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIL,2026,pit,SP
sa3067087,Matt Tiberia,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,SEA,2026,pit,SP
20175,Ben Braymer,0.1862,0.1732,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3023138,Hayden Snelsire,0.3354,0.1414,1.0,0.0,0.0,6.800000000000001,TBR,2026,pit,RP
sa3020806,Chris McElvain,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,TOR,2026,pit,SP
sa3017010,Ismael Agreda,0.2381,0.1621,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3022009,Junior Sanchez,0.1928,0.1718,1.0,0.0,0.0,6.800000000000001,ARI,2026,pit,SP
sa3014508,Dylan MacLean,0.3239,0.1439,1.0,0.0,0.0,6.800000000000001,TEX,2026,pit,RP
sa3027632,Brody Brecht,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,COL,2026,pit,SP
sa3020589,Brandon White,0.3032,0.1482,1.0,0.0,0.0,6.800000000000001,MIA,2026,pit,RP
sa3015370,Yujanyer Herrera,0.3296,0.1426,1.0,0.0,0.0,3.8000000000000003,COL,2026,pit,RP
sa3022793,Carlson Reed,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,PIT,2026,pit,SP
sa3023227,Jeremy Lee,0.4245,0.1225,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3043611,Yoel Tejeda Jr.,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,WSN,2026,pit,SP
sa3068705,Brandon McPherson,0.3527,0.1377,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3020987,Gilberto Batista,0.4005,0.1275,1.0,0.0,0.0,6.800000000000001,TOR,2026,pit,RP
sa3019952,Cameron Wagoner,0.1903,0.1723,1.0,0.0,0.0,6.800000000000001,MIL,2026,pit,SP
sa3025653,Nick Brink,0.1837,0.1737,1.0,0.0,0.0,6.800000000000001,MIA,2026,pit,SP
sa3030001,Brandon Decker,0.2414,0.1614,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3020859,Jared Karros,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,LAD,2026,pit,SP
sa3025344,Jacob Kroeger,0.3206,0.1446,1.0,0.0,0.0,3.8000000000000003,ATL,2026,pit,RP
13331,William Cuevas,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3067032,Ryan Dromboski,0.2727,0.1547,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3023437,Christian Young,0.4129,0.1249,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3023200,Connor Oliver,0.4533,0.1163,1.0,0.0,0.0,3.8000000000000003,PIT,2026,pit,RP
sa3023597,Daniel Nunez,0.2637,0.1567,1.0,0.0,0.0,6.800000000000001,ARI,2026,pit,SP
sa3032478,Austin Gordon,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,LAA,2026,pit,SP
sa3015092,José Davila,0.1903,0.1723,1.0,0.0,0.0,6.800000000000001,STL,2026,pit,SP
sa3023219,Connor O'Halloran,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,TOR,2026,pit,SP
sa3021791,Jose Romero,0.3115,0.1465,1.0,0.0,0.0,3.8000000000000003,SEA,2026,pit,RP
sa3028650,Everett Catlett,0.2414,0.1614,1.0,0.0,0.0,6.800000000000001,COL,2026,pit,SP
sa3067133,Michael Carpenter,0.1853,0.1733,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3007775,Justin Jarvis,0.2224,0.1654,1.0,0.0,0.0,6.800000000000001,LAD,2026,pit,SP
sa3067545,Kendry Chourio,0.1878,0.1728,1.0,0.0,0.0,3.8000000000000003,KCR,2026,pit,SP
sa3021795,Keyner Benitez,0.2018,0.1698,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
sa3016714,Alessandro Ercolani,0.2059,0.1689,1.0,0.0,0.0,6.800000000000001,PIT,2026,pit,SP
sa3038957,Tucker Novotny,0.4376,0.1196,1.0,0.0,0.0,3.8000000000000003,ATH,2026,pit,RP
sa3020623,Cole Patten,0.4245,0.1225,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3067065,Logan Tabeling,0.2876,0.1516,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3023674,Daviel Hurtado,0.2653,0.1563,1.0,0.0,0.0,3.8000000000000003,NYM,2026,pit,SP
sa3023629,Trevor Harrison,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,TBR,2026,pit,SP
sa3023126,Derek True,0.2612,0.1572,1.0,0.0,0.0,6.800000000000001,HOU,2026,pit,SP
sa3019580,Julio Mendez,0.1919,0.1719,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
sa3015331,Jose Acuna,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,CIN,2026,pit,SP
sa3018140,Tommy Mace,0.2793,0.1533,1.0,0.0,0.0,6.800000000000001,CLE,2026,pit,SP
sa3015334,Aidan Curry,0.2208,0.1658,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3022911,Brian Edgington,0.2439,0.1609,1.0,0.0,0.0,6.800000000000001,CIN,2026,pit,SP
sa3019882,Wyatt Wendell,0.3131,0.1461,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3031808,Luke Gabrysh,0.1952,0.1712,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3023306,Cade Kuehler,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,ATL,2026,pit,SP
sa3021527,Wuilberth Mendez,0.2488,0.1598,1.0,0.0,0.0,4.800000000000001,DET,2026,pit,SP
26171,Connor Gillispie,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3017860,Micah Ottenbreit,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3022218,Jose Urbina,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,TBR,2026,pit,SP
sa3023279,Drew Conover,0.4302,0.1212,1.0,0.0,0.0,3.8000000000000003,ATH,2026,pit,RP
sa3020683,Brandon Barriera,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,TOR,2026,pit,SP
sa657954,Teddy Stankiewicz,0.2257,0.1647,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3020893,Will Rudy,0.1829,0.1739,1.0,0.0,0.0,6.800000000000001,MIL,2026,pit,SP
sa3023065,Mikey Tepper,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,WSN,2026,pit,SP
sa3017818,Cullen Kafka,0.4624,0.1144,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3018183,Reid Johnston,0.2546,0.1586,1.0,0.0,0.0,3.8000000000000003,CLE,2026,pit,SP
sa3023124,Zack Lee,0.2934,0.1504,1.0,0.0,0.0,6.800000000000001,DET,2026,pit,SP
sa3021497,Darwin Rodriguez,0.1985,0.1705,1.0,0.0,0.0,3.8000000000000003,KCR,2026,pit,SP
sa3020453,Nolan DeVos,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,SP
sa3023000,Stu Flesland III,0.4113,0.1253,1.0,0.0,0.0,6.800000000000001,COL,2026,pit,RP
sa3015427,Miguelangel Boadas,0.2332,0.1632,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3021501,Adrian Bohorquez,0.2299,0.1639,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3022377,Jesus Carrera,0.483,0.11,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3022267,Mervin Fell,0.2035,0.1695,1.0,0.0,0.0,3.8000000000000003,ARI,2026,pit,SP
sa3023514,Eriq Swan,0.1928,0.1718,1.0,0.0,0.0,3.8000000000000003,WSN,2026,pit,SP
sa3017813,Jarrod Cande,0.1911,0.1721,1.0,0.0,0.0,6.800000000000001,COL,2026,pit,SP
sa3025490,Aaron Combs,0.2191,0.1661,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3031950,Sam Garcia,0.3115,0.1465,1.0,0.0,0.0,3.8000000000000003,MIL,2026,pit,RP
sa3023163,Ethan Bosacker,0.2934,0.1504,1.0,0.0,0.0,6.800000000000001,KCR,2026,pit,SP
sa3031428,Ethan Flanagan,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,CHC,2026,pit,SP
sa3024565,Jesus Travieso,0.2051,0.1691,1.0,0.0,0.0,3.8000000000000003,PIT,2026,pit,SP
sa3017257,Brandon Dufault,0.3371,0.1411,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,RP
sa3007934,Gabriel Cotto,0.2109,0.1679,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3020873,Andrew Taylor,0.234,0.163,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,SP
sa3067384,Dylan Jordan,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa3020609,Kenya Huggins,0.201,0.17,1.0,0.0,0.0,3.8000000000000003,ATH,2026,pit,SP
sa3011740,Matt Allan,0.2142,0.1672,1.0,0.0,0.0,3.8000000000000003,NYM,2026,pit,SP
sa3031833,Andres Galan,0.2043,0.1693,1.0,0.0,0.0,6.800000000000001,TBR,2026,pit,SP
sa3022190,Walter Ford,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,SEA,2026,pit,SP
sa917688,Christian Fernandez,0.4682,0.1132,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3025570,Reese Dutton,0.2835,0.1525,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3023481,Tanner Hall,0.1952,0.1712,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3023272,Matt Duffy,0.1829,0.1739,1.0,0.0,0.0,6.800000000000001,BOS,2026,pit,SP
sa3023823,Jose Guevara,0.2604,0.1574,1.0,0.0,0.0,3.8000000000000003,NYM,2026,pit,SP
sa3006482,Jose Salvador,0.3494,0.1384,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3017847,Mason Albright,0.1886,0.1726,1.0,0.0,0.0,6.800000000000001,COL,2026,pit,SP
sa3017366,Deylen Miley,0.3041,0.1481,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3019384,Cesar Lares,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3023613,Hiro Wyatt,0.1837,0.1737,1.0,0.0,0.0,3.8000000000000003,KCR,2026,pit,SP
sa3040077,Trey Pooser,0.4574,0.1154,1.0,0.0,0.0,3.8000000000000003,TBR,2026,pit,RP
sa3067376,Chipper Menard,0.3816,0.1316,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3022381,Kolton Curtis,0.2051,0.1691,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3067473,Aidan Deakins,0.2653,0.1563,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa1169914,Matt Walker,0.2604,0.1574,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3021816,Luis Rodriguez,0.3354,0.1414,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3019562,Yanquiel Sanchez,0.4657,0.1137,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3018867,Christian Zazueta,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,LAD,2026,pit,SP
sa3016528,Luis Serna,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3011421,Orlando Rodriguez,0.356,0.137,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3011933,In-beom Kim,0.2307,0.1637,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3015441,Mikell Manzano,0.4591,0.1151,1.0,0.0,0.0,6.800000000000001,,2026,pit,RP
sa3019612,Liomar Martinez,0.1919,0.1719,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
sa3025591,Alexander Meckley,0.1845,0.1735,1.0,0.0,0.0,3.8000000000000003,WSN,2026,pit,SP
sa3067552,Cole Miller,0.2142,0.1672,1.0,0.0,0.0,3.8000000000000003,ATH,2026,pit,SP
sa3022022,Jormy Nivar,0.4517,0.1167,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,RP
sa3025236,Evan Truitt,0.201,0.17,1.0,0.0,0.0,6.800000000000001,SEA,2026,pit,SP
sa3009713,Carlos Calderon,0.3494,0.1384,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3020452,Johnathan Harmon,0.1952,0.1712,1.0,0.0,0.0,6.800000000000001,CIN,2026,pit,SP
sa3023500,Kenten Egbert,0.2464,0.1604,1.0,0.0,0.0,6.800000000000001,CHC,2026,pit,SP
sa3019682,Jose Guedez,0.2917,0.1507,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,SP
sa3022420,Kleiber Olmedo,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,SDP,2026,pit,RP
sa3018314,Angel Roman,0.3494,0.1384,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3022126,Keiverson Ramirez,0.3379,0.1409,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,RP
sa3007730,Thomas Ponticelli,0.215,0.167,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3023414,Ross Dunn,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIN,2026,pit,SP
sa3025302,Colby Holcombe,0.3123,0.1463,1.0,0.0,0.0,3.8000000000000003,TOR,2026,pit,RP
sa3017468,Norge Vera,0.323,0.144,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3023158,Josh Hansell,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,KCR,2026,pit,SP
sa3015304,Jose Luis Reyes,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,SDP,2026,pit,SP
sa3019149,Nelfy Ynfante,0.295,0.15,1.0,0.0,0.0,3.8000000000000003,STL,2026,pit,SP
sa3011608,Starlyn Castillo,0.1985,0.1705,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3020982,Luis Aguilar,0.3709,0.1339,1.0,0.0,0.0,6.800000000000001,HOU,2026,pit,RP
sa3021044,Yeferson Vargas,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa3022113,Jervis Alfaro,0.215,0.167,1.0,0.0,0.0,6.800000000000001,CLE,2026,pit,SP
sa3020384,Drew McDaniel,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,CHW,2026,pit,SP
sa3023843,Josdanner Suarez,0.3948,0.1288,1.0,0.0,0.0,3.8000000000000003,ARI,2026,pit,RP
sa3025524,Justin Sinibaldi,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,CHW,2026,pit,SP
sa3019721,Michael Perez,0.497,0.107,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,RP
sa3025182,Nolan Sparks,0.2505,0.1595,1.0,0.0,0.0,3.8000000000000003,STL,2026,pit,SP
sa3067514,Ramon Marquez,0.2035,0.1695,1.0,0.0,0.0,3.8000000000000003,PHI,2026,pit,SP
sa3025047,Bryan Balzer,0.2117,0.1677,1.0,0.0,0.0,3.8000000000000003,SDP,2026,pit,SP
sa3009747,Harold Melenge,0.1919,0.1719,1.0,0.0,0.0,4.800000000000001,,2026,pit,SP
sa3024099,Javier Perez,0.3511,0.1381,1.0,0.0,0.0,6.800000000000001,HOU,2026,pit,RP
sa3021751,Mariano Salomon,0.4434,0.1184,1.0,0.0,0.0,6.800000000000001,NYY,2026,pit,RP
sa3022877,Jacob Odle,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,STL,2026,pit,SP
sa3016613,Bryan Mena,0.2653,0.1563,1.0,0.0,0.0,3.8000000000000003,PIT,2026,pit,SP
sa3023420,Josh Knoth,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,MIL,2026,pit,SP
sa3067513,Aiden Butler,0.2513,0.1593,1.0,0.0,0.0,6.800000000000001,SEA,2026,pit,SP
sa3019052,Kevin Valdez,0.262,0.157,1.0,0.0,0.0,3.8000000000000003,CHC,2026,pit,SP
sa3042618,Parker Smith,0.2191,0.1661,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,SP
sa3019637,Davis Polo,0.215,0.167,1.0,0.0,0.0,6.800000000000001,ATL,2026,pit,SP
sa3028388,Brooks Caple,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,CHC,2026,pit,SP
sa3067418,Joey Oakie,0.2076,0.1686,1.0,0.0,0.0,3.8000000000000003,CLE,2026,pit,SP
sa3016285,Juan Rojas,0.2694,0.1554,1.0,0.0,0.0,3.8000000000000003,BAL,2026,pit,SP
sa3022015,Ubaldo Soto,0.2934,0.1504,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa3025519,Sam Highfill,0.1903,0.1723,1.0,0.0,0.0,6.800000000000001,PHI,2026,pit,SP
sa3019534,Anthony Cruz,0.3428,0.1398,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3009494,Gabriel Aguilera,0.323,0.144,1.0,0.0,0.0,3.8000000000000003,,2026,pit,RP
sa3018184,Javi Rivera,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,CIN,2026,pit,SP
sa3023531,Trennor O'Donnell,0.45,0.117,1.0,0.0,0.0,3.8000000000000003,BOS,2026,pit,RP
sa3034912,Tanner Jones,0.22,0.166,1.0,0.0,0.0,3.8000000000000003,KCR,2026,pit,SP
sa3015004,Grant Judkins,0.1754,0.1754,1.0,0.0,0.0,6.800000000000001,,2026,pit,SP
sa3044767,Cam Walty,0.2439,0.1609,1.0,0.0,0.0,6.800000000000001,CLE,2026,pit,SP
sa3025616,Aidan Foeller,0.2051,0.1691,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3037366,Aiden May,0.2002,0.1702,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,SP
sa3016515,Bryan Perez,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,COL,2026,pit,SP
sa3033152,Ben Hansen,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,SP
