playerid,PlayerName,G,GS,IP,SV,HLD,FPTS,Team,season,stats,role
sa3023822,Moises Meza,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,COL,2026,pit,SP
sa3022193,Harrison Ruiz,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3024103,Salvador Casado,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3021524,Kevin Velasco,0.2332,0.1632,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3018888,Franklyn Moreta,0.356,0.137,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,RP
sa3019294,Frank Moreno,0.3404,0.1404,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024087,Melvin Rodriguez,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,MIN,2026,pit,SP
sa3019054,Noelin Cuevas,0.2884,0.1514,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021028,Francis Texido,0.2884,0.1514,1.0,0.0,0.0,3.8000000000000003,LAA,2026,pit,SP
sa3025048,Jhonan Coba,0.1936,0.1716,1.0,0.0,0.0,3.8000000000000003,DET,2026,pit,SP
sa3024091,Fabian Gallardo,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3023567,Cole Schoenwetter,0.2431,0.1611,1.0,0.0,0.0,3.8000000000000003,CIN,2026,pit,SP
sa3068357,Freddy Hernandez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3022327,Jharold Clemente,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024792,Alexander Garcia,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,CLE,2026,pit,SP
sa3068366,Juan Garcia,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,SP
sa3018317,Luis Bermudez,0.2826,0.1526,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021787,Denny Lima,0.1936,0.1716,1.0,0.0,0.0,1.8000000000000003,CHW,2026,pit,SP
sa3023691,Efrailin Ramos,0.2785,0.1535,1.0,0.0,0.0,3.8000000000000003,TBR,2026,pit,SP
sa3023812,Erigaldi Perez,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,RP
sa3006390,Robert Cruz,0.389,0.13,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3021803,Luimy Munoz,0.3939,0.1289,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,RP
sa3024533,Williams Salazar,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,LAD,2026,pit,SP
sa3021488,Josnier Parra,0.2266,0.1646,1.0,0.0,0.0,1.8000000000000003,ATH,2026,pit,SP
sa3024586,Franyerson Reyes,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,DET,2026,pit,SP
sa3024773,Gabriel Chinchilla,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,SP
sa3022130,Francisco Morao,0.2505,0.1595,1.0,0.0,0.0,3.8000000000000003,BAL,2026,pit,SP
sa3021797,Jorge Luna,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3021533,Jerson Alejandro,0.1903,0.1723,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3024257,Adrian Ardines,0.375,0.133,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3021520,Leuris Portorreal,0.2934,0.1504,1.0,0.0,0.0,1.8000000000000003,WSN,2026,pit,SP
sa3022002,Anderson Beltre,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068494,Juanyerlin Duran,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,SP
sa3023857,Edgar Gallegos,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,TOR,2026,pit,SP
sa3021041,Sandy Ozuna,0.3131,0.1461,1.0,0.0,0.0,3.8000000000000003,COL,2026,pit,RP
sa3024789,Oliver Gonzalez,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3021779,Keuri Almonte,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,PIT,2026,pit,SP
sa3016624,Ronny Oliver,0.2934,0.1504,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3067292,Edgar Colon,0.2125,0.1675,1.0,0.0,0.0,3.8000000000000003,CIN,2026,pit,SP
sa3024567,Manuel Moreno,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3019257,Biembenido  Brito,0.22,0.166,1.0,0.0,0.0,3.8000000000000003,,2026,pit,SP
sa3017472,Vitico Valdez,0.2785,0.1535,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3068475,Geovanny Villarroel,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,CHC,2026,pit,SP
sa3025493,Jesus Montiel,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3068144,Aneury Montilla,0.2224,0.1654,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3024574,Jose Parra,0.2332,0.1632,1.0,0.0,0.0,3.8000000000000003,ATH,2026,pit,SP
sa3024267,Gregory Sanchez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,COL,2026,pit,SP
sa3067577,Jhon Almonte,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3025107,Victor Santos,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3021984,Juan Cota,0.3404,0.1404,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3018295,Juan Pinto,0.2826,0.1526,1.0,0.0,0.0,1.8000000000000003,SEA,2026,pit,SP
sa3025468,Omar Montano,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,MIN,2026,pit,SP
sa3025332,Raymel Belliard,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,SDP,2026,pit,SP
sa3067419,Troy Guthrie,0.4624,0.1144,1.0,0.0,0.0,1.8000000000000003,TOR,2026,pit,RP
sa3018324,Jeffrey German,0.2958,0.1498,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021027,Christian Lopez,0.3494,0.1384,1.0,0.0,0.0,3.8000000000000003,CIN,2026,pit,RP
sa3021529,Jesus Lopez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,SFG,2026,pit,SP
sa3068622,Kelvin Zapata,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,BAL,2026,pit,SP
sa3020991,Anderson Cardenas,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,ARI,2026,pit,RP
sa3067564,Daniel Gomez,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,RP
sa3068348,Darling Perez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,NYM,2026,pit,SP
sa3019487,Evelio Hernandez,0.4113,0.1253,1.0,0.0,0.0,3.8000000000000003,CLE,2026,pit,RP
sa3024272,Angel Bello,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,CHW,2026,pit,SP
sa3068358,Wisler Infante,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,SEA,2026,pit,RP
sa3020971,Carlos Hampshire,0.2958,0.1498,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3068485,Joan Pena,0.2727,0.1547,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3024603,Marlon Quintana,0.1952,0.1712,1.0,0.0,0.0,1.8000000000000003,PIT,2026,pit,SP
sa3068146,Gustavo Garcia,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3067623,Leandro Rodriguez,0.3816,0.1316,1.0,0.0,0.0,3.8000000000000003,SFG,2026,pit,RP
sa3018892,Wander Ventura,0.356,0.137,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024521,Andrew Bolivar,0.389,0.13,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,RP
sa3024783,Edelvis Perez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3068359,Williams Montero,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,SP
sa3024260,Luis Maracara,0.4113,0.1253,1.0,0.0,0.0,3.8000000000000003,SDP,2026,pit,RP
sa3024894,Dariel Florentino,0.2431,0.1611,1.0,0.0,0.0,1.8000000000000003,PIT,2026,pit,SP
sa3023813,Junior Tavera,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3019293,Diego Dugarte,0.2785,0.1535,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068624,Enderson Amaya,0.2934,0.1504,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3024237,Jhan Almeida,0.229,0.164,1.0,0.0,0.0,1.8000000000000003,CIN,2026,pit,SP
sa3025065,Edwarlys Hidalgo,0.2892,0.1512,1.0,0.0,0.0,1.8000000000000003,ATL,2026,pit,SP
sa3022389,Deybi Salcedo,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3067607,Randy Angomas,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3024088,Irwin Ramirez,0.2332,0.1632,1.0,0.0,0.0,1.8000000000000003,PIT,2026,pit,SP
sa3022118,Francis Marte,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,ATH,2026,pit,RP
sa3022001,Michell Chirinos,0.215,0.167,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021023,Oswaldo Aponte,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,MIA,2026,pit,SP
sa3021557,Pedro Belisario,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068515,Jose Menes,0.2266,0.1646,1.0,0.0,0.0,1.8000000000000003,TBR,2026,pit,SP
sa3024075,Johan Cabeza,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,CIN,2026,pit,SP
sa3023831,Jean Robles,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,WSN,2026,pit,SP
sa3021491,Damian Jimenez,0.3148,0.1458,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024083,Jhostin Betances,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3024217,Christopher Hernandez,0.4624,0.1144,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,RP
sa3067635,Edwin Marte,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3023819,Joel Cruz,0.2043,0.1693,1.0,0.0,0.0,1.8000000000000003,LAD,2026,pit,SP
sa3022219,Jordany Chirinos,0.1886,0.1726,1.0,0.0,0.0,1.8000000000000003,CHW,2026,pit,SP
sa3024208,Jezler Baules,0.2406,0.1616,1.0,0.0,0.0,1.8000000000000003,KCR,2026,pit,SP
sa3068482,Raymond Sarmiento,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,RP
sa3067622,Cristhian Duarte,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,TOR,2026,pit,SP
sa3068615,Jose D. Gonzalez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,SFG,2026,pit,SP
sa3025022,Emanuel Vargas,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,RP
sa3024985,Michael Ramirez,0.2224,0.1654,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3068599,Josias Figuereo,0.2233,0.1653,1.0,0.0,0.0,1.8000000000000003,SDP,2026,pit,SP
sa3022125,Kendal Meza,0.4311,0.1211,1.0,0.0,0.0,3.8000000000000003,SEA,2026,pit,RP
sa3024266,Cristian Aray,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,SEA,2026,pit,SP
sa3023836,Adrian Aray,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024772,Rordy Mejia,0.4492,0.1172,1.0,0.0,0.0,1.8000000000000003,SDP,2026,pit,RP
sa3019263,Edwin Gonzalez,0.375,0.133,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024571,Anderson Jimenez,0.2934,0.1504,1.0,0.0,0.0,1.8000000000000003,SEA,2026,pit,SP
sa3068632,Abner Meza,0.2529,0.1589,1.0,0.0,0.0,1.8000000000000003,NYM,2026,pit,SP
sa3019503,Alvaro Pineda,0.229,0.164,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3023849,Jose Silvestre,0.1944,0.1714,1.0,0.0,0.0,1.8000000000000003,TEX,2026,pit,SP
sa3024535,Joshue De La Cruz,0.1952,0.1712,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3020967,Wilmer Ramirez,0.2431,0.1611,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3015987,Carlos Lopez,0.2513,0.1593,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024845,David Sanchez,0.2719,0.1549,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3067567,Manuel Cruz,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3068079,Aneudy Almonte,0.2826,0.1526,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3024562,Josue Toledo,0.4253,0.1223,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,RP
sa3024866,Gabriel Rivero,0.45,0.117,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3024080,Stharlin Torres,0.2727,0.1547,1.0,0.0,0.0,3.8000000000000003,CIN,2026,pit,SP
sa3022803,Moises Morales,0.45,0.117,1.0,0.0,0.0,1.8000000000000003,TEX,2026,pit,RP
sa3067385,Alistair Tanner,0.2266,0.1646,1.0,0.0,0.0,1.8000000000000003,DET,2026,pit,SP
sa3023598,Daniel Keaney,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,RP
sa3022372,Sebastian Estiven,0.215,0.167,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3025142,Deivi Villafana,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,CIN,2026,pit,SP
sa3019489,Jonathan Batista,0.4113,0.1253,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3068754,Antonio Morales,0.389,0.13,1.0,0.0,0.0,1.8000000000000003,HOU,2026,pit,RP
sa3068631,Melky Ventura,0.215,0.167,1.0,0.0,0.0,1.8000000000000003,COL,2026,pit,SP
sa3022743,Brendan Morse,0.375,0.133,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3068476,Anthony Feliz,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,CHC,2026,pit,SP
sa3067604,Ismael Obregon,0.4311,0.1211,1.0,0.0,0.0,1.8000000000000003,HOU,2026,pit,RP
sa3024560,Stiven Rogers,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3018831,Joneiker Arellano,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024543,Gerinton Mendez,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,MIA,2026,pit,SP
sa3019163,Yorvi Pirela,0.3494,0.1384,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3067578,Berny Ortiz,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,SP
sa3068505,Leonel Murrieta,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,HOU,2026,pit,SP
sa3024520,Oscar Romero,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024203,Xavier Cruz,0.1952,0.1712,1.0,0.0,0.0,1.8000000000000003,STL,2026,pit,SP
sa3025347,Leonardo Leon,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,DET,2026,pit,SP
sa3023850,Elkyns Villarreal,0.2868,0.1518,1.0,0.0,0.0,1.8000000000000003,SFG,2026,pit,SP
sa3024569,Enixon Sanchez,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3022020,Gabriel Colmenarez,0.4748,0.1118,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,RP
sa3019058,Moises Lira,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3021481,Ismael Cabral,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,TBR,2026,pit,SP
sa3022116,Jose Vasquez,0.2983,0.1493,1.0,0.0,0.0,3.8000000000000003,LAD,2026,pit,SP
sa3021077,Janero Miller,0.4624,0.1144,1.0,0.0,0.0,3.8000000000000003,MIA,2026,pit,RP
sa3024549,Angel Peralta,0.2505,0.1595,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,SP
sa3068473,Ruben Medina,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,TEX,2026,pit,RP
sa3068683,Jhosneyker Colina,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,NYY,2026,pit,SP
sa3068163,Deiker Pineda,0.2785,0.1535,1.0,0.0,0.0,1.8000000000000003,TOR,2026,pit,SP
sa3019184,Wilmer Blanco,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3021811,Daiher Hernandez,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3024784,Jorge Guzman,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3022388,Alison Zacarias,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,COL,2026,pit,SP
sa3068642,Diego Castro,0.2785,0.1535,1.0,0.0,0.0,1.8000000000000003,TBR,2026,pit,SP
sa3024556,Angel Beltran,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3024581,Albert Ramos,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,DET,2026,pit,SP
sa3022180,Darcy Longstaff,0.2892,0.1512,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021992,Marwys Cabrera,0.2958,0.1498,1.0,0.0,0.0,1.8000000000000003,KCR,2026,pit,SP
sa3022012,Greudis De Los Santos,0.2266,0.1646,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3019383,Gabriel Torres,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068104,Yosniel Menendez,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,TBR,2026,pit,SP
sa3021743,Jeremy Martinez,0.3816,0.1316,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3025348,Jean Brito,0.2975,0.1495,1.0,0.0,0.0,1.8000000000000003,NYM,2026,pit,SP
sa3025094,David De Los Santos,0.1936,0.1716,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3021788,Cristian Hernandez,0.2018,0.1698,1.0,0.0,0.0,1.8000000000000003,MIN,2026,pit,SP
sa3068621,Frederik Dolsi,0.1936,0.1716,1.0,0.0,0.0,1.8000000000000003,TEX,2026,pit,SP
sa3024564,Lonell Downs,0.2604,0.1574,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3024240,Dioris De La Rosa,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3067619,Jainer Marmolejos,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3022143,Yohanfer Santana,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,MIA,2026,pit,SP
sa3020985,Yannelbinson Lugo,0.2266,0.1646,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3021502,Jeicol Surumay,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068364,Omar Damian,0.3313,0.1423,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3068373,Luis Cepeda,0.2868,0.1518,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3022303,Yoelvin Chirino,0.2785,0.1535,1.0,0.0,0.0,3.8000000000000003,BOS,2026,pit,SP
sa3068370,Iverson Paulino,0.1886,0.1726,1.0,0.0,0.0,1.8000000000000003,SFG,2026,pit,SP
sa3023840,Alejandro Rivera,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3068075,Alexander Diaz,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3024261,Christopher Peralta,0.2934,0.1504,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3023838,Delni Uribe,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3021734,Jhon Nunez,0.3997,0.1277,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3015349,Cesar Ayala,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024618,Juan Mieses,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3024284,Josehp Marte,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,LAD,2026,pit,SP
sa3068508,Aneudy Santos,0.2785,0.1535,1.0,0.0,0.0,1.8000000000000003,TEX,2026,pit,SP
sa3068490,Daniel Gentile,0.1903,0.1723,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3024244,Madinson Frias,0.4624,0.1144,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,RP
sa3016026,Maximo Martinez,0.4113,0.1253,1.0,0.0,0.0,1.8000000000000003,CHW,2026,pit,RP
sa3022376,Dioris Martinez,0.2727,0.1547,1.0,0.0,0.0,1.8000000000000003,PIT,2026,pit,SP
sa3021543,Juan Archbold,0.2637,0.1567,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3017692,Jorge Geraldo,0.4846,0.1096,1.0,0.0,0.0,3.8000000000000003,HOU,2026,pit,RP
sa3019075,Amauri Otero,0.4376,0.1196,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3022280,Julio Gutierrez,0.2529,0.1589,1.0,0.0,0.0,1.8000000000000003,KCR,2026,pit,SP
sa3068486,Christopher Cordero,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,SP
sa3023829,Fabian Soto,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,LAA,2026,pit,SP
sa3021804,Luis Sotillo,0.1936,0.1716,1.0,0.0,0.0,1.8000000000000003,NYM,2026,pit,SP
sa3068338,Jose Arias,0.2332,0.1632,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,SP
sa3024590,Jose De La Rosa,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3023699,Mathias Sato,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,SEA,2026,pit,SP
sa3021736,Stijn Van Der Schaaf,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3021512,Joshawn Lampson,0.2835,0.1525,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024941,Jesus Mejia,0.375,0.133,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3022027,Johander Rubio,0.1754,0.1754,1.0,0.0,0.0,3.8000000000000003,TEX,2026,pit,SP
sa3068361,Carlos Galindo,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,RP
sa3021499,Paul Chacon,0.45,0.117,1.0,0.0,0.0,1.8000000000000003,ATH,2026,pit,RP
sa3021737,Emannoel Madeira,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3068124,Emmanuel Pena,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,BAL,2026,pit,SP
sa3024778,Lukas Gonzalez,0.3659,0.1349,1.0,0.0,0.0,1.8000000000000003,MIL,2026,pit,RP
sa3019757,Jeison Sanchez,0.3857,0.1307,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3023700,Dariel Morillo,0.267,0.156,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024917,Juan Rivera,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,KCR,2026,pit,SP
sa3024253,Yohandry Gonzalez,0.3659,0.1349,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3020994,Baldemix Cabrera,0.4846,0.1096,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3016512,Wilson Betemit Jr.,0.267,0.156,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024200,Sergio Villa,0.4846,0.1096,1.0,0.0,0.0,1.8000000000000003,CIN,2026,pit,RP
sa3068607,Keivan Vasquez,0.1919,0.1719,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3019380,Omar Gonzalez,0.1919,0.1719,1.0,0.0,0.0,3.8000000000000003,NYY,2026,pit,SP
sa3023821,Merlin Bido,0.3354,0.1414,1.0,0.0,0.0,1.8000000000000003,BOS,2026,pit,RP
sa3023572,Langston Burkett,0.2892,0.1512,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024471,Joseph Herrera,0.4764,0.1114,1.0,0.0,0.0,1.8000000000000003,SDP,2026,pit,RP
sa3023834,Yoel Roque,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,MIN,2026,pit,SP
sa3022030,Rudit Pina,0.2332,0.1632,1.0,0.0,0.0,1.8000000000000003,,2026,pit,SP
sa3024842,Jose Mejia,0.3131,0.1461,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,RP
sa3024068,Samuel Perez,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,CIN,2026,pit,SP
sa3068331,Yaury Jimenez,0.2505,0.1595,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,SP
sa3022013,Jesus Escobar,0.389,0.13,1.0,0.0,0.0,1.8000000000000003,ARI,2026,pit,RP
sa3024458,Raul Trujillo,0.2109,0.1679,1.0,0.0,0.0,1.8000000000000003,CLE,2026,pit,SP
sa3024541,Maximo Gonzalez,0.2958,0.1498,1.0,0.0,0.0,1.8000000000000003,COL,2026,pit,SP
sa3021573,Diego Palmero,0.2068,0.1688,1.0,0.0,0.0,1.8000000000000003,DET,2026,pit,SP
sa3024094,Erick Matos,0.356,0.137,1.0,0.0,0.0,1.8000000000000003,ATH,2026,pit,RP
sa3024966,Enmanuel Carela,0.4113,0.1253,1.0,0.0,0.0,1.8000000000000003,WSN,2026,pit,RP
sa3022182,Pedro Peralta,0.1754,0.1754,1.0,0.0,0.0,1.8000000000000003,PHI,2026,pit,SP
sa3068092,Luis Reyes,0.3939,0.1289,1.0,0.0,0.0,1.8000000000000003,HOU,2026,pit,RP
sa3024263,Kendry Castro,0.4426,0.1186,1.0,0.0,0.0,1.8000000000000003,SFG,2026,pit,RP
sa3024582,Leonardo Rondon,0.4624,0.1144,1.0,0.0,0.0,1.8000000000000003,,2026,pit,RP
sa3024998,Miguel Movilio,0.3659,0.1349,1.0,0.0,0.0,1.8000000000000003,HOU,2026,pit,RP
