team_id,team_name,player_name,fg_id,position,salary,player_type
4098,Vance Munson VagHawks,Drake Baldwin,42221,C,4,hitters
4098,Vance Munson VagHawks,Braden Montgomery,45739,OF,4,hitters
4098,Vance Munson VagHawks,Michael Arroyo,41180,2B,2,hitters
4098,Vance Munson VagHawks,Tarik Skubal,35204,SP,45,pitchers
4098,Vance Munson VagHawks,Roki Sasaki,46091,SP,20,pitchers
4098,Vance Munson VagHawks,Shane Baz,23794,SP,14,pitchers
4098,Vance Munson VagHawks,Grayson Rodriguez,33612,RP,12,pitchers
4098,Vance Munson VagHawks,Camilo Doval,32051,RP,8,pitchers
4098,Vance Munson VagHawks,Jonah Tong,43841,SP,7,pitchers
4098,Vance Munson VagHawks,Jared Jones,38361,RP,6,pitchers
4098,Vance Munson VagHawks,Zebby Matthews,42653,SP,5,pitchers
4098,Vance Munson VagHawks,Louis Varland,37202,RP,4,pitchers
4098,Vance Munson VagHawks,Logan Henderson,42312,SP,4,pitchers
4098,Vance Munson VagHawks,Sean Manaea,18257,SP,4,pitchers
4098,Vance Munson VagHawks,Adrian Morejon,23672,RP,4,pitchers
4098,Vance Munson VagHawks,Brandon Pfaadt,38699,SP,3,pitchers
4098,Vance Munson VagHawks,Shawn Armstrong,18558,RP,2,pitchers
4098,Vance Munson VagHawks,Hunter Harvey,18283,RP,1,pitchers
4098,Vance Munson VagHawks,Chris Bassitt,18398,SP,1,pitchers
4098,Vance Munson VagHawks,Spencer Arrighetti,40615,SP,1,pitchers
4098,Vance Munson VagHawks,Gage Jump,46221,SP,1,pitchers
4098,Vance Munson VagHawks,DJ Herz,37942,RP,1,pitchers
4098,Vance Munson VagHawks,Jaxon Wiggins,44703,SP,1,pitchers
4146,The Baseball Team,Vladimir Guerrero Jr.,18549,1B,51,hitters
4146,The Baseball Team,Roman Anthony,42409,OF,19,hitters
4146,The Baseball Team,Dylan Crews,43950,OF,15,hitters
4146,The Baseball Team,Matt McLain,40371,2B,10,hitters
4146,The Baseball Team,Nick Kurtz,45716,1B,10,hitters
4146,The Baseball Team,Jasson Dominguez,37635,OF,9,hitters
4146,The Baseball Team,Colt Keith,38374,1B/2B/3B,8,hitters
4146,The Baseball Team,Andy Pages,33949,OF,7,hitters
4146,The Baseball Team,Kristian Campbell,44308,1B/2B/OF,7,hitters
4146,The Baseball Team,Jacob Wilson,44003,SS,7,hitters
4146,The Baseball Team,Spencer Torkelson,38320,1B,6,hitters
4146,The Baseball Team,Jordan Lawlar,40260,2B/SS/3B,6,hitters
4146,The Baseball Team,Owen Caissie,38367,OF,5,hitters
4146,The Baseball Team,Alejandro Kirk,27207,C,5,hitters
4146,The Baseball Team,Carson Benge,45947,OF,5,hitters
4146,The Baseball Team,Chandler Simpson,42416,OF,4,hitters
4146,The Baseball Team,Jett Williams,42175,2B/SS/OF,4,hitters
4146,The Baseball Team,Harry Ford,40675,C,4,hitters
4146,The Baseball Team,Brady House,40261,3B,4,hitters
4146,The Baseball Team,Aidan Miller,44052,SS,3,hitters
4146,The Baseball Team,Walker Jenkins,43988,OF,3,hitters
4146,The Baseball Team,Josue De Paula,41342,OF,3,hitters
4146,The Baseball Team,Max Clark,43893,OF,3,hitters
4146,The Baseball Team,Zyhir Hope,44114,OF,2,hitters
4146,The Baseball Team,Spencer Strider,38736,SP,31,pitchers
4146,The Baseball Team,Blake Snell,18460,SP,29,pitchers
4146,The Baseball Team,Sandy Alcantara,20732,SP,13,pitchers
4146,The Baseball Team,Shane Bieber,23814,SP,11,pitchers
4146,The Baseball Team,Rhett Lowder,43895,SP/RP,8,pitchers
4146,The Baseball Team,Jacob Misiorowski,42711,SP,8,pitchers
4146,The Baseball Team,Cade Horton,42719,SP,8,pitchers
4146,The Baseball Team,Brandon Sproat,44534,SP/RP,6,pitchers
4146,The Baseball Team,AJ Smith-Shawver,40707,SP,5,pitchers
4146,The Baseball Team,Mick Abel,38330,SP,5,pitchers
4146,The Baseball Team,Ryan Weathers,33670,SP,5,pitchers
4146,The Baseball Team,Alex Vesia,35532,RP,4,pitchers
4146,The Baseball Team,Tony Santillan,22679,RP,3,pitchers
4146,The Baseball Team,George Klassen,44589,SP,3,pitchers
4146,The Baseball Team,Steven Okert,18421,RP,2,pitchers
