playerid,PlayerName,minpos,G,GS,IP,SV,HLD,FPTS,Team,season,stats,role
3137,Max Scherzer,P,32.0,32.0,207.86199951171875,0.0,0.0,1153.9570182800296,TOR,2019,pit,SP
10603,Chris Sale,P,29.15999984741211,29.15999984741211,183.87100219726562,0.0,0.0,1113.0236167907715,ATL,2019,pit,SP
10954,Jacob deGrom,P,32.0,32.0,207.62399291992188,0.0,0.0,1179.156111431122,TEX,2019,pit,SP
8700,Justin Verlander,P,32.0,32.0,202.3249969482422,0.0,0.0,1060.5079024314882,DET,2019,pit,SP
2429,Corey Kluber,P,30.780000686645508,30.780000686645508,200.6580047607422,0.0,0.0,981.2627754211425,,2019,pit,SP
13125,Gerrit Cole,P,32.0,32.0,196.20899963378906,0.0,0.0,995.923773574829,NYY,2019,pit,SP
16149,Aaron Nola,P,30.780000686645508,30.780000686645508,193.79299926757812,0.0,0.0,928.7199451446534,PHI,2019,pit,SP
13543,Blake Snell,P,32.0,32.0,189.47999572753906,0.0,0.0,1000.3413919448853,LAD,2019,pit,SP
6632,Carlos Carrasco,P,29.15999984741211,29.15999984741211,179.31300354003906,0.0,0.0,891.7660614967344,ATL,2019,pit,SP
11828,James Paxton,P,29.15999984741211,29.15999984741211,172.41099548339844,0.0,0.0,851.4126095771787,,2019,pit,SP
6345,Chris Archer,P,32.0,32.0,191.1959991455078,0.0,0.0,904.8194999694826,,2019,pit,SP
15890,Luis Severino,P,27.540000915527344,27.540000915527344,168.41099548339844,0.0,0.0,830.072371673584,OAK,2019,pit,SP
12703,Trevor Bauer,P,30.780000686645508,30.780000686645508,185.22799682617188,0.0,0.0,884.7916427612304,,2019,pit,SP
11762,Noah Syndergaard,P,29.15999984741211,29.15999984741211,176.177001953125,0.0,0.0,871.4498450279236,,2019,pit,SP
15038,Germán Márquez,P,30.780000686645508,30.780000686645508,183.04600524902344,0.0,0.0,828.8530384063722,SDP,2019,pit,SP
9323,Patrick Corbin,P,30.780000686645508,30.780000686645508,182.2790069580078,0.0,0.0,849.975471496582,,2019,pit,SP
11674,Jameson Taillon,P,32.0,32.0,189.79100036621094,0.0,0.0,837.3938839912414,CHC,2019,pit,SP
10131,Stephen Strasburg,P,29.15999984741211,29.15999984741211,177.30799865722656,0.0,0.0,834.8135597229002,,2019,pit,SP
19374,Walker Buehler,P,27.540000915527344,27.540000915527344,166.26499938964844,0.0,0.0,851.5145174026488,SDP,2019,pit,SP
15689,Luis Castillo,P,29.15999984741211,29.15999984741211,173.22500610351562,0.0,0.0,733.4469844818116,SEA,2019,pit,SP
20099,Chris Paddack,P,24.299999237060547,24.299999237060547,143.3699951171875,0.0,0.0,694.8550992965698,MIA,2019,pit,SP
