playerid,PlayerName,minpos,G,FPTS,Team,season,stats,role
12161,Xander Bogaerts,SS,143.98599243164062,768.4423701524734,SDP,2016,bat,SS
5361,Freddie Freeman,1B,139.59500122070312,867.2538407206534,LAD,2016,bat,1B
12861,Anthony Rendon,3B,130.23199462890625,725.4851523876189,LAA,2016,bat,3B
1887,José Bautista,OF,132.01400756835938,852.5484689712524,,2016,bat,OF
5417,Jose Altuve,2B,146.74000549316406,845.7493259429931,HOU,2016,bat,2B
9077,Lorenzo Cain,OF,130.16700744628906,672.3586115837096,,2016,bat,OF
3269,Robinson Canó,2B,144.0989990234375,789.6770221233367,,2016,bat,2B
10847,Andrelton Simmons,SS,136.2259979248047,504.72709236145016,,2016,bat,SS
12916,Francisco Lindor,SS,141.5229949951172,663.835577249527,NYM,2016,bat,SS
4881,Carlos Gómez,OF,120.46299743652344,615.6737871408462,,2016,bat,OF
12856,George Springer,OF,127.6719970703125,754.686992931366,TOR,2016,bat,OF
785,Todd Frazier,3B,144.43899536132812,732.3424333572386,,2016,bat,3B
9272,Chris Davis,1B,140.30799865722656,851.9277600497006,,2016,bat,1B
4616,Russell Martin,C,111.01899719238281,509.8716012835503,,2016,bat,C
8370,Dustin Pedroia,2B,123.7030029296875,634.8252465605736,,2016,bat,2B
12164,Miguel Sanó,1B/3B,131.28500366210938,815.4404982686042,,2016,bat,1B/3B
5222,Justin Upton,OF,144.86000061035156,864.047434234619,,2016,bat,OF
11477,Christian Yelich,OF,130.7989959716797,733.6138914585114,MIL,2016,bat,OF
11899,Joc Pederson,OF,135.51300048828125,666.762035191059,TEX,2016,bat,OF
6368,Adam Jones,OF,141.57200622558594,760.0391852855682,,2016,bat,OF
3531,Troy Tulowitzki,SS,117.44999694824219,610.708207643032,,2016,bat,SS
7007,Yadier Molina,C,104.11699676513672,452.1577108263969,,2016,bat,C
13836,Matt Duffy,3B,136.5500030517578,604.8291396617889,,2016,bat,3B
3892,Josh Reddick,OF,129.21099853515625,676.4516308307648,,2016,bat,OF
7304,Salvador Perez,C,117.5469970703125,523.7886399149894,KCR,2016,bat,C
15676,José Abreu,1B,145.6219940185547,904.8684362053872,,2016,bat,1B
4892,Mike Moustakas,3B,134.18499755859375,661.1958390116691,,2016,bat,3B
4810,Brian McCann,C,114.4530029296875,540.2599384784698,,2016,bat,C
6195,Ian Kinsler,2B,142.42999267578125,698.4195586681366,,2016,bat,2B
7870,Jonathan Lucroy,C,118.01699829101562,600.5619019508362,,2016,bat,C
7435,Ben Zobrist,2B/OF,122.44000244140625,651.2582693099976,,2016,bat,2B/OF
7739,Travis d'Arnaud,C,103.35600280761719,501.5958838939666,LAA,2016,bat,C
10324,Marcell Ozuna,DH/OF,126.6520004272461,622.8791814327241,PIT,2016,bat,DH/OF
16478,Kyle Schwarber,DH/OF,124.18900299072266,699.5797248363494,PHI,2016,bat,DH/OF
1908,Adrián González,1B,141.83099365234375,785.0045939773321,,2016,bat,1B
5000,Stephen Vogt,C,109.85199737548828,516.0743325948715,,2016,bat,C
12434,Kevin Pillar,OF,135.46400451660156,579.2774391889571,,2016,bat,OF
12179,Maikel Franco,3B,129.19500732421875,699.1434683084487,,2016,bat,3B
2151,Edwin Encarnación,1B/3B/DH,124.2699966430664,786.9669123888016,,2016,bat,1B/3B/DH
13624,Corey Seager,SS,132.51600646972656,620.3578094005584,TEX,2016,bat,SS
11936,Joe Panik,2B,124.31900024414062,572.9445786476134,,2016,bat,2B
10264,Brandon Belt,1B,120.46299743652344,630.7061721086502,,2016,bat,1B
11200,Kole Calhoun,OF,136.85800170898438,684.2209972858429,,2016,bat,OF
3516,Eric Hosmer,1B,145.2169952392578,805.3931857585906,,2016,bat,1B
9810,Brian Dozier,2B,146.2209930419922,720.3007755994796,,2016,bat,2B
4720,Chase Headley,3B,134.44400024414062,596.1262105464934,,2016,bat,3B
12282,Rougned Odor,2B,133.50399780273438,667.2665763378143,,2016,bat,2B
6184,J.D. Martinez,DH/OF,141.1020050048828,794.9762414455413,,2016,bat,DH/OF
4298,Matt Wieters,C,99.59760284423828,432.2508769750595,,2016,bat,C
11368,Yasmani Grandal,C,99.0792007446289,467.81836441755297,,2016,bat,C
13110,Yoenis Cespedes,OF,136.6959991455078,695.2290496587754,,2016,bat,OF
17182,Jung Ho Kang,3B/SS,116.31600189208984,554.6311760902404,,2016,bat,3B/SS
9627,Yan Gomes,C,105.23500061035156,450.609004998207,,2016,bat,C
9776,Jason Kipnis,2B,132.01400756835938,678.5181173086166,,2016,bat,2B
8203,Dee Strange-Gordon,2B,136.04800415039062,646.6213266372679,,2016,bat,2B
14106,Addison Russell,SS,133.22900390625,521.9100632190705,,2016,bat,SS
9256,AJ Pollock,OF,87.12359619140625,480.1417989015579,,2016,bat,OF
6012,Didi Gregorius,SS,138.93099975585938,517.265831041336,,2016,bat,SS
10199,Billy Hamilton,OF,124.75599670410156,522.6686692714691,,2016,bat,OF
5343,Brandon Crawford,SS,129.89199829101562,516.295148038864,,2016,bat,SS
12552,Eugenio Suárez,3B,124.62699890136719,548.5076494455337,CIN,2016,bat,3B
6867,Derek Norris,C,103.0479965209961,453.3884183049202,,2016,bat,C
5666,Devin Mesoraco,C,94.72139739990234,447.66231656074524,NYM,2016,bat,C
5235,Justin Turner,3B,111.95800018310547,558.368352484703,,2016,bat,3B
8001,Hanley Ramirez,SS,110.69499969482422,626.4493027329444,CLE,2016,bat,SS
8347,Denard Span,OF,119.05400085449219,582.6514561653138,,2016,bat,OF
12532,Kolten Wong,2B,133.9250030517578,591.9636594295501,,2016,bat,2B
12775,Brad Miller,SS,113.01100158691406,505.3637866258621,,2016,bat,SS
4727,Jacoby Ellsbury,OF,125.98699951171875,622.173706626892,,2016,bat,OF
7539,Neil Walker,2B,127.6719970703125,637.8080164670945,,2016,bat,2B
12984,Jackie Bradley Jr.,OF,110.54900360107422,479.03154997825624,,2016,bat,OF
9927,Brett Gardner,OF,131.00900268554688,647.5132039546966,,2016,bat,OF
8252,Hunter Pence,OF,138.9149932861328,696.6441032886505,,2016,bat,OF
5275,Francisco Cervelli,C,102.1729965209961,427.67297214269627,MIA,2016,bat,C
4747,Curtis Granderson,OF,138.86599731445312,722.274962902069,,2016,bat,OF
3410,Ryan Braun,OF,126.99199676513672,753.3453821659087,,2016,bat,OF
3787,David Wright,3B,96.14700317382812,483.44389891624445,,2016,bat,3B
4613,Prince Fielder,1B,143.62899780273438,881.8870336949825,,2016,bat,1B
8709,Elvis Andrus,SS,142.07400512695312,566.8398407578468,,2016,bat,SS
13329,Jake Lamb,3B,119.34500122070312,544.584292960167,,2016,bat,3B
7287,Carlos González,OF,121.85600280761719,752.4042067289352,,2016,bat,OF
16376,Michael Conforto,OF,127.6719970703125,617.2549464702605,CHC,2016,bat,OF
8202,Josh Harrison,2B/3B,128.88699340820312,619.9623359680176,,2016,bat,2B/3B
3312,Martín Prado,3B,124.1240005493164,543.2701465725899,,2016,bat,3B
1873,Matt Holliday,OF,115.63600158691406,662.3178773641586,,2016,bat,OF
11205,Adam Eaton,OF,136.71200561523438,691.3638029575346,,2016,bat,OF
12907,Gregory Polanco,OF,139.10899353027344,679.0979395389556,,2016,bat,OF
4229,Howie Kendrick,2B,114.98799896240234,528.1601914405821,,2016,bat,2B
10231,Jose Iglesias,SS,121.56500244140625,468.38948056697836,,2016,bat,SS
7185,Logan Forsythe,2B,134.42799377441406,601.3301358819008,,2016,bat,2B
10047,Wil Myers,1B/OF,126.53800201416016,666.1371571540832,,2016,bat,1B/OF
1738,Jhonny Peralta,SS,110.97000122070312,513.1621730864047,,2016,bat,SS
11739,J.T. Realmuto,C,107.77899932861328,414.45250802040096,PHI,2016,bat,C
4316,Daniel Murphy,1B/2B,122.29399871826172,641.1989008307456,,2016,bat,1B/2B
4106,Michael Brantley,OF,97.7345962524414,560.4399288892746,,2016,bat,OF
791,Brandon Phillips,2B,125.85800170898438,541.4363440394401,,2016,bat,2B
2502,Lucas Duda,1B/OF,125.7770004272461,659.158633863926,,2016,bat,1B/OF
10243,Randal Grichuk,OF,123.6709976196289,582.9357790470124,NYY,2016,bat,OF
2136,David Peralta,OF,134.718994140625,723.7807629585267,,2016,bat,OF
4922,Ender Inciarte,OF,130.7989959716797,577.5642617702484,,2016,bat,OF
13613,Ketel Marte,2B,127.1050033569336,497.08690063953384,ARI,2016,bat,2B
4969,Luis Valbuena,3B,110.33799743652344,487.77668101787555,,2016,bat,3B
13862,Devon Travis,2B,88.19280242919922,416.4924757480621,,2016,bat,2B
3174,Shin-Soo Choo,OF,133.63400268554688,742.2431305646896,,2016,bat,OF
18497,ByungHo Park,1B/DH,124.91799926757812,701.8004366993905,,2016,bat,1B/DH
1433,Wilson Ramos,C,95.74199676513672,383.5777402967214,,2016,bat,C
745,David Ortiz,DH,124.447998046875,775.6294279158114,,2016,bat,DH
6310,Alcides Escobar,SS,143.98599243164062,541.2974149227141,,2016,bat,SS
3364,Miguel Montero,C,88.43579864501953,366.28876591026784,,2016,bat,C
12859,James McCann,C,90.41220092773438,315.0270728826523,ARI,2016,bat,C
2396,Carlos Santana,1B,142.44700622558594,761.5412219285965,ARI,2016,bat,1B
3256,Welington Castillo,C,90.23400115966797,397.82853945493696,WSN,2016,bat,C
4082,Erick Aybar,SS,141.32899475097656,566.2479760169982,,2016,bat,SS
3376,Nick Hundley,C,89.81279754638672,413.256065607071,,2016,bat,C
1281,Mark Teixeira,1B,106.87100219726562,565.3776892900466,,2016,bat,1B
4062,Dexter Fowler,OF,129.2760009765625,652.7722881793975,,2016,bat,OF
2495,Pedro Álvarez,3B,110.48400115966797,631.8057144403457,,2016,bat,3B
5409,Pablo Sandoval,3B,100.22899627685547,500.87334722876545,,2016,bat,3B
10348,Domingo Santana,OF,126.2300033569336,616.359708726406,,2016,bat,OF
1965,Desmond Jennings,OF,112.73600006103516,495.4593749284744,,2016,bat,OF
5247,Brett Lawrie,2B/3B,111.56900024414062,501.3660627245902,,2016,bat,2B/3B
7462,Trevor Plouffe,3B,129.47000122070312,601.1826656341552,,2016,bat,3B
8722,Jason Castro,C,90.3311996459961,322.29877938628186,,2016,bat,C
4191,Yunel Escobar,3B/SS,129.45399475097656,535.049165034294,,2016,bat,3B/SS
13176,Blake Swihart,C/OF,85.17960357666016,333.30053967237467,,2016,bat,C/OF
2616,Zack Cozart,SS,114.64700317382812,420.2902248859405,,2016,bat,SS
12294,Cory Spangenberg,2B/3B,127.13800048828125,512.197069120407,,2016,bat,2B/3B
12533,Marcus Semien,2B/SS,138.10499572753906,644.9361999511718,NYM,2016,bat,2B/SS
7476,Alex Avila,C,67.39199829101562,257.3966001003981,,2016,bat,C
4579,Starlin Castro,2B/SS,135.91799926757812,561.7456846117973,,2016,bat,2B/SS
2434,Nelson Cruz,DH/OF,136.84100341796875,743.3473703980446,,2016,bat,DH/OF
11265,Jonathan Schoop,2B,119.7020034790039,500.9712941884994,,2016,bat,2B
9848,Austin Jackson,OF,118.84300231933594,496.3408270359039,,2016,bat,OF
3142,Robinson Chirinos,C,78.42420196533203,298.48604680895806,,2016,bat,C
9874,DJ LeMahieu,2B,138.94700622558594,645.8995567321776,,2016,bat,2B
8267,Chris Iannetta,C,78.1001968383789,284.7564009785652,,2016,bat,C
1177,Albert Pujols,1B,133.48800659179688,727.7780887246131,,2016,bat,1B
4220,Ryan Zimmerman,1B/3B,102.15699768066406,523.0822634339331,,2016,bat,1B/3B
12701,Billy Burns,OF,135.39999389648438,585.9272759437561,,2016,bat,OF
6153,Eduardo Escobar,3B,121.16000366210938,471.8881960868835,,2016,bat,3B
9112,Khris Davis,DH/OF,128.4340057373047,642.3270545363425,,2016,bat,DH/OF
11476,Odúbel Herrera,OF,135.70700073242188,573.9106353521347,,2016,bat,OF
12979,Javier Báez,SS,78.63480377197266,374.9741238236427,DET,2016,bat,SS
14161,Byron Buxton,OF,107.06600189208984,471.89460463523864,MIN,2016,bat,OF
971,Jimmy Rollins,SS,109.25299835205078,398.95258800983424,,2016,bat,SS
2530,Yonder Alonso,1B,111.30999755859375,512.8938277840614,,2016,bat,1B
5631,Matt Kemp,OF,132.8560028076172,713.5634510040283,,2016,bat,OF
7571,Lonnie Chisenhall,3B/OF,103.03199768066406,454.48965288400655,,2016,bat,3B/OF
5827,Wilmer Flores,1B,86.65380096435547,367.50454646944996,,2016,bat,1B
10346,John Ryan Murphy,C,66.0635986328125,263.2794024407863,PIT,2016,bat,C
13367,Stephen Piscotty,OF,125.30699920654297,593.6988025903702,,2016,bat,OF
5384,Juan Lagares,OF,84.22380065917969,301.04431729316707,,2016,bat,OF
1857,Joe Mauer,C/1B,127.2020034790039,630.0193484544753,,2016,bat,C/1B
11846,Leonys Martin,OF,123.93000030517578,420.1623123645782,,2016,bat,OF
2967,Tommy Pham,OF,69.56430053710938,324.76829059124,,2016,bat,OF
8027,Adam Lind,1B/DH,115.18199920654297,574.3732673048974,,2016,bat,1B/DH
4418,Jed Lowrie,2B/SS,100.91000366210938,439.29105800390244,,2016,bat,2B/SS
5667,Steven Souza Jr.,OF,113.20600128173828,523.2119483232498,,2016,bat,OF
7859,Charlie Blackmon,OF,144.35800170898438,796.5095819473266,,2016,bat,OF
454,Juan Uribe,3B/SS,74.0177993774414,299.2026937484741,,2016,bat,3B/SS
7331,Seth Smith,OF,112.81700134277344,516.6112231373787,,2016,bat,OF
5352,Yangervis Solarte,2B/3B,124.61000061035156,523.3982803463934,,2016,bat,2B/3B
8553,Gerardo Parra,OF,133.08299255371094,685.2258643627166,,2016,bat,OF
11379,Delino DeShields,OF,129.47000122070312,586.9001372814179,,2016,bat,OF
4866,Jarrod Dyson,OF,88.8407974243164,333.17063536643974,,2016,bat,OF
5933,Jean Segura,2B/SS,118.16300201416016,475.02086911201485,,2016,bat,2B/SS
3797,J.J. Hardy,SS,112.81700134277344,383.6919634789228,,2016,bat,SS
10642,Carlos Pérez,C,70.01689910888672,228.85034602284432,HOU,2016,bat,C
3086,Mitch Moreland,1B,122.53700256347656,576.9588430166245,,2016,bat,1B
10099,Dustin Ackley,2B/OF,57.83399963378906,250.1764652967453,,2016,bat,2B/OF
9893,Colby Rasmus,OF,119.87999725341797,504.2605238437652,BAL,2016,bat,OF
2636,Brandon Guyer,OF,85.3740005493164,364.0065739035606,,2016,bat,OF
5297,Aaron Hicks,OF,81.08100128173828,343.9611464858055,,2016,bat,OF
15564,Tyler White,1B,80.15760040283203,379.85812165141107,,2016,bat,1B
3057,Mike Napoli,C/1B,116.30000305175781,554.8336895108222,,2016,bat,C/1B
6876,Mark Trumbo,1B/DH/OF,126.27899932861328,644.0906831860542,,2016,bat,1B/DH/OF
3179,Dioner Navarro,C,57.47760009765625,235.7153912812471,,2016,bat,C
5677,A.J. Ellis,C,52.37459945678711,189.02870347499845,,2016,bat,C
1327,Jayson Werth,OF,93.37680053710938,475.8928321063519,,2016,bat,OF
4712,Ben Revere,OF,127.39700317382812,586.7965279579162,TOR,2016,bat,OF
5223,Cameron Maybin,OF,100.45600128173828,430.1412611246109,,2016,bat,OF
13510,José Ramírez,3B,69.56279754638672,273.7747777819634,CLE,2016,bat,3B
6878,Chris Coghlan,OF,96.35759735107422,405.09295732975005,,2016,bat,OF
4022,Melky Cabrera,OF,131.94900512695312,660.9408416867257,NYM,2016,bat,OF
4365,Scott Van Slyke,OF,81.53459930419922,373.86827449798585,,2016,bat,OF
6364,Danny Valencia,3B,106.38500213623047,468.35193417072287,,2016,bat,3B
9393,Matt Adams,1B,75.572998046875,382.121181845665,,2016,bat,1B
4467,Brandon Moss,1B/OF,99.5166015625,498.3820910930633,,2016,bat,1B/OF
10459,Adeiny Hechavarría,SS,125.35600280761719,422.73776760101305,,2016,bat,SS
12564,Trevor Story,SS,79.62300109863281,363.2151748180389,BOS,2016,bat,SS
10762,Corey Dickerson,OF,119.21600341796875,601.3280731916427,,2016,bat,OF
11003,Evan Gattis,C/DH,125.25800323486328,635.0691599845885,,2016,bat,C/DH
14221,Jorge Soler,DH/OF,111.44000244140625,540.2227095127105,LAA,2016,bat,DH/OF
9308,Josh Phegley,C,47.70899963378906,184.9946972668171,,2016,bat,C
11339,Jake Marisnick,OF,68.7042007446289,246.23071641921993,,2016,bat,OF
6547,Jordy Mercer,SS,107.84300231933594,398.7721416950225,,2016,bat,SS
10472,Enrique Hernández,OF,84.04560089111328,336.19962712526313,LAD,2016,bat,OF
12155,Eddie Rosario,OF,128.1739959716797,527.0513738155364,,2016,bat,OF
13075,Norichika Aoki,OF,120.04199981689453,532.5703062295913,,2016,bat,OF
3123,Grégor Blanco,OF,80.04419708251953,324.02068264484404,,2016,bat,OF
9892,Jay Bruce,OF,133.30999755859375,632.3124002933502,,2016,bat,OF
12510,Curt Casali,C,60.21540069580078,207.90918036699293,,2016,bat,C
16252,Trea Turner,SS,55.825199127197266,242.40739954710003,PHI,2016,bat,SS
5227,Jon Jay,OF,79.62300109863281,354.53806254863736,,2016,bat,OF
6265,Andre Ethier,OF,70.56719970703125,336.32096083164214,,2016,bat,OF
12797,Dalton Pompey,OF,67.95899963378906,281.9592330217361,,2016,bat,OF
14128,Joey Gallo,OF,48.81060028076172,244.64395111799237,,2016,bat,OF
11982,Travis Shaw,3B,70.61579895019531,333.84473805427547,BOS,2016,bat,3B
11737,Nick Castellanos,3B/OF,137.11700439453125,634.2737823724744,SDP,2016,bat,3B/OF
13777,Adonis García,3B,108.49099731445312,433.12039517164226,,2016,bat,3B
746,A.J. Pierzynski,C,80.46540069580078,305.8107428014278,ATL,2016,bat,C
5557,Jarrod Saltalamacchia,C,53.31420135498047,217.83217954337596,,2016,bat,C
4962,Asdrúbal Cabrera,SS,122.45600128173828,485.95091598033906,CIN,2016,bat,SS
12147,Nick Ahmed,SS,89.68170166015625,291.91296994686127,,2016,bat,SS
15491,J.P. Crawford,SS,48.24359893798828,204.20960991382594,SEA,2016,bat,SS
9345,Brock Holt,2B/3B/OF,88.19280242919922,364.73163917064664,,2016,bat,2B/3B/OF
2579,Carlos Ruiz,C,56.52180099487305,204.042632484436,,2016,bat,C
7087,Caleb Joseph,C,46.639801025390625,163.51466225087643,SEA,2016,bat,C
9981,Michael Saunders,OF,64.84860229492188,292.1947486042977,,2016,bat,OF
8610,Kendrys Morales,1B/DH,137.4250030517578,706.7638989806176,,2016,bat,1B/DH
11146,Cameron Rupp,C,76.80419921875,256.1648636579514,,2016,bat,C
8259,Kurt Suzuki,C,69.9677963256836,244.0862131923437,,2016,bat,C
11445,Mark Canha,OF,81.24299621582031,379.13142900466914,TEX,2016,bat,OF
10816,Jedd Gyorko,2B/3B,53.470298767089844,244.62825245857238,,2016,bat,2B/3B
5887,John Jaso,C,80.96759796142578,389.80758149623864,,2016,bat,C
6885,Ian Desmond,SS/OF,134.718994140625,569.5548074722291,COL,2016,bat,SS/OF
1679,Chase Utley,2B,72.62460327148438,282.30083062648765,,2016,bat,2B
393,Victor Martinez,C/DH,120.28500366210938,646.2109300136565,,2016,bat,C/DH
17016,Rusney Castillo,OF,90.9468002319336,372.3835466980934,,2016,bat,OF
6740,Johnny Giavotella,2B,105.81800079345703,415.4035605192184,,2016,bat,2B
10339,Scooter Gennett,2B,74.59359741210938,318.6473701477051,,2016,bat,2B
10542,Derek Dietrich,2B/OF,67.32720184326172,307.9789087057114,,2016,bat,2B/OF
9957,Steve Pearce,1B/OF,85.17960357666016,383.45265527963636,,2016,bat,1B/OF
5497,Marwin Gonzalez,SS,76.99859619140625,281.2101531624794,,2016,bat,SS
6609,Freddy Galvis,SS,109.64199829101562,377.19185554981226,,2016,bat,SS
9549,David Freese,3B,99.5166015625,437.031245881319,,2016,bat,3B
16246,AJ Reed,1B/DH,67.181396484375,309.78866012096404,,2016,bat,1B/DH
10950,Adam Duvall,OF,71.52300262451172,340.98019771575923,,2016,bat,OF
5097,Anthony Gose,OF,89.50499725341797,335.7425463914871,,2016,bat,OF
4952,Ryan Hanigan,C,37.16279983520508,122.373565967381,,2016,bat,C
9219,Danny Espinosa,2B/SS,103.37200164794922,372.9577943921089,,2016,bat,2B/SS
5485,José Pirela,2B/OF,53.470298767089844,208.62266858816147,,2016,bat,2B/OF
13051,Chris Colabello,1B/OF,79.39620208740234,381.756194549799,,2016,bat,1B/OF
13359,Tyler Naquin,OF,56.48789978027344,224.27470719814298,,2016,bat,OF
3882,Chris Young,OF,57.49380111694336,271.0920958638191,LAA,2016,bat,OF
9774,Christian Vázquez,C,27.921100616455078,107.9560016795993,HOU,2016,bat,C
1274,Alex Rodriguez,3B/SS,122.08300018310547,598.5573746800422,,2016,bat,3B/SS
11165,Ramón Flores,OF,48.6421012878418,228.60043036341668,,2016,bat,OF
2900,Roberto Pérez,C,41.844600677490234,135.38703604340552,,2016,bat,C
17528,Héctor Olivera,3B,118.77799987792969,512.7054549217224,,2016,bat,3B
2833,Cedric Hunter,OF,53.67150115966797,229.35360405445095,,2016,bat,OF
13185,Orlando Arcia,SS,49.446800231933594,194.84402894973752,MIN,2016,bat,SS
11489,Michael A. Taylor,OF,87.41519927978516,343.25398627519604,,2016,bat,OF
10329,Rey Fuentes,OF,40.39400100708008,167.59359818696976,,2016,bat,OF
5486,Abraham Almonte,OF,55.88999938964844,218.08518550395962,,2016,bat,OF
10681,Gio Urshela,3B,54.88560104370117,197.57301405668258,MIN,2016,bat,3B
2578,Peter Bourjos,OF,69.56430053710938,250.50736916065216,,2016,bat,OF
5133,Alexei Ramirez,SS,141.58799743652344,476.13861675262444,,2016,bat,SS
2505,Hank Conger,C,54.091800689697266,185.33051399886608,,2016,bat,C
9205,Logan Morrison,1B/OF,100.48899841308594,458.6203356981277,,2016,bat,1B/OF
2218,Ryan Raburn,OF,64.70279693603516,337.60138001441953,,2016,bat,OF
11145,Christian Colón,2B/3B,63.73080062866211,224.4178686380386,,2016,bat,2B/3B
11442,Gary Sánchez,C,20.930400848388672,90.4227345570922,MIL,2016,bat,C
9911,Chris Carter,1B/DH,96.2603988647461,487.39448615908617,,2016,bat,1B/DH
13132,Andrew Susac,C,30.650400161743164,109.73594562411304,,2016,bat,C
10200,Tucker Barnhart,C,39.8843994140625,128.30175893008706,,2016,bat,C
5930,Nick Markakis,OF,146.18899536132812,670.0808644890785,,2016,bat,OF
9542,Steve Clevenger,C,37.76860046386719,143.44475562572478,,2016,bat,C
7619,Mark Reynolds,1B/3B,96.17939758300781,510.5186419725418,,2016,bat,1B/3B
6400,Kirk Nieuwenhuis,OF,51.45859909057617,218.7435083568096,,2016,bat,OF
10441,Jon Singleton,1B,55.17720031738281,252.78530501723284,,2016,bat,1B
5519,Rubén Tejada,SS,42.33060073852539,153.56774952709674,,2016,bat,SS
589,Carlos Beltrán,OF,100.48899841308594,484.1834424614906,,2016,bat,OF
12546,C.J. Cron,1B,112.78399658203125,511.13812698125844,,2016,bat,1B
12325,Jace Peterson,2B/3B,115.40899658203125,404.06364259719845,,2016,bat,2B/3B
13265,Mike Zunino,C,23.570999145507812,78.5620815038681,,2016,bat,C
10306,Oswaldo Arcia,OF,57.072601318359375,277.6594778716564,,2016,bat,OF
13633,Preston Tucker,OF,67.27860260009766,298.86485981047156,,2016,bat,OF
13757,Chris Taylor,OF,21.594600677490234,78.37651262283326,LAA,2016,bat,OF
1736,José Reyes,SS,29.7593994140625,159.4538077831268,,2016,bat,SS
10322,Danny Santana,OF,51.45859909057617,197.6250759840011,,2016,bat,OF
4403,Erik Kratz,C,19.585800170898438,73.96214237213134,,2016,bat,C
12158,Austin Barnes,C,18.04680061340332,73.10922832936048,NYM,2016,bat,C
9054,Justin Smoak,1B,76.17240142822266,331.4100844085217,,2016,bat,1B
14335,Dilson Herrera,2B,23.4414005279541,94.58546058237553,,2016,bat,2B
3707,Geovany Soto,C,40.08209991455078,123.61530066430566,,2016,bat,C
18718,Hyun Soo Kim,OF,23.020200729370117,118.67778551280499,,2016,bat,OF
4243,Jose Lobatón,C,41.43960189819336,134.66440086364744,,2016,bat,C
13807,Kevin Plawecki,C,28.72260093688965,90.29613605439664,,2016,bat,C
13770,Rob Refsnyder,OF,17.81999969482422,79.02805936038493,SEA,2016,bat,OF
9807,Ryan Goins,2B/SS,82.15019989013672,245.2656700134277,,2016,bat,2B/SS
3231,Brayan Peña,C,33.53390121459961,113.8216918557882,,2016,bat,C
10059,Max Stassi,C,32.49720001220703,97.52396420836449,,2016,bat,C
13277,Joey Rickard,OF,71.57599639892578,276.9501565217971,,2016,bat,OF
1875,Josh Hamilton,OF,56.457000732421875,262.80238562822336,,2016,bat,OF
13593,José Peraza,2B/SS,52.46440124511719,203.46906404495235,,2016,bat,2B/SS
6887,Martín Maldonado,C,39.14670181274414,125.19124112427234,,2016,bat,C
10028,Christian Bethancourt,C,26.7947998046875,88.5540015220642,CHC,2016,bat,C
10556,César Hernández,2B,94.7052001953125,366.1192998886108,,2016,bat,2B
10166,Nick Franklin,2B,28.32349967956543,113.2366788357496,,2016,bat,2B
6104,Aaron Hill,2B,84.65239715576172,334.4962301671505,,2016,bat,2B
9134,Tyler Flowers,C,55.35540008544922,172.2945061981678,,2016,bat,C
1907,Andrés Blanco,2B/SS,66.82499694824219,250.11035953760143,,2016,bat,2B/SS
9744,Justin Bour,1B,123.4280014038086,585.6523932158948,,2016,bat,1B
2783,Johnny Monell,C,22.599000930786133,74.98810427188873,,2016,bat,C
15937,Aledmys Díaz,SS,19.440000534057617,75.52132088840007,,2016,bat,SS
9952,Trayce Thompson,OF,32.34700012207031,135.00803493857384,,2016,bat,OF
1201,Carl Crawford,OF,61.68960189819336,256.711204111576,,2016,bat,OF
10071,Jonathan Villar,2B/SS,79.12079620361328,301.9112958431244,,2016,bat,2B/SS
