Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",14.2286,6.75514,18.3845,2.71828,29.8417,29.8417,0,0,0,192.28,752.309,147.569,63.1245,58.0746,18.7203,38.6955,0.665513,6.50926,232.792,10.8962,1.81121,6.016,0.876236,0.309437,0.0514356,0.2580011449754238,0.208695,0.968713,0.282816,0.769355,,,2.68472,6.01053,5.94871,6.820000171661377,3.3964,-1.59375,2.0436,3.3964,1.59375,2.2752,1130.3000000000002,5.886979166666667,1041,5.421875,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",12.1361,7.97149,17.752,2.76036,30.1736,30.1736,0,0,0,187.474,745.158,146.816,62.4996,57.4996,15.5494,46.2623,0.851012,6.53004,224.507,10.7778,2.2209,4.85291,0.746473,0.301288,0.0620839,0.2392038144171238,0.212049,1.02989,0.290213,0.762239,,,2.6631,5.75212,6.05223,10.329999923706055,1.96417,-0.100589,1.77521,1.96417,0.100589,2.63305,1095.8,5.859893048128342,1018,5.44385026737968,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.5011,7.91971,15.55,3.04827,28.9291,28.9291,0,0,0.706619,181.736,726.685,146.121,66.9059,61.5534,19.3645,46.6126,1.79746,5.09929,223.062,11.0465,2.30836,4.78544,0.958977,0.306958,0.0641442,0.24281390011310577,0.216484,1.06051,0.293046,0.759722,,,2.91917,5.07826,5.0605,11.760000228881836,5.03631,-1.16415,1.43129,5.03631,1.16415,3.09162,1023.4999999999999,5.623626373626373,953,5.236263736263736,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Logan Webb","SFG",13.3949,9.68771,17.2292,3.29989,30.2322,30.2322,0,0.179871,0,196.813,809.252,186.049,78.4374,72.1624,15.6506,44.585,0.910579,5.8915,186.162,8.51293,2.03881,4.17543,0.71568,0.230042,0.0550941,0.17494774609804153,0.245197,1.17184,0.305943,0.72918,,,3.04654,4.94768,4.64132,61.41999816894531,4.67807,-0.618892,1.16087,4.67807,0.618892,3.45217,996.4000000000002,5.05786802030457,996,5.055837563451776,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Cristopher Sánchez","PHI",12.255,7.75667,16.7925,3.19044,29.6035,29.6035,0,0,0,190.364,777.252,171.036,73.3507,67.4826,16.4017,46.2905,2.21112,5.96743,184.578,8.72646,2.18852,3.98739,0.77544,0.237475,0.0595566,0.17791856452822685,0.235913,1.14164,0.295095,0.740752,,,3.13955,4.63233,4.9652,26.09000015258789,3.70375,-0.847128,1.13083,3.70375,0.847128,3.49222,978.6,5.150526315789474,956,5.031578947368421,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Chris Sale","ATL",10.8954,6.18854,13.86,3.18491,25.3123,25.3123,0,0,0,155.602,631.189,128.193,59.8525,55.0643,16.5545,40.7348,0.656135,8.86551,191.221,11.0602,2.3561,4.6943,0.957512,0.302954,0.0645366,0.23841743171215057,0.220419,1.08564,0.298648,0.748365,,,3.01668,3.86851,3.9898,39.400001525878906,3.37606,-0.10871,1.08619,3.37606,0.10871,3.55175,844.5000000000002,5.41346153846154,791,5.07051282051282,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Yoshinobu Yamamoto","LAD",12.2051,6.75632,13.7905,3.24938,26.3873,26.3873,0,0,0,160.775,652.072,131.107,63.094,58.0464,15.8131,47.1,0.729452,4.96618,174.636,9.77597,2.63661,3.70778,0.885201,0.267818,0.0722314,0.19558659940958023,0.21851,1.10843,0.281511,0.73758,,,3.21286,3.79224,3.8721,27.579999923706055,3.36505,-0.551797,1.01792,3.36505,0.551797,3.64277,848.0000000000001,5.267080745341616,791,4.913043478260869,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Cole Ragans","KCR",9.955,7.82214,12.8749,3.42647,25.999,25.999,0,0,0,152.616,624.038,121.48,63.1563,58.1038,16.4004,53.5448,1.73839,4.90108,188.961,11.1433,3.15762,3.52903,0.967156,0.302804,0.0858037,0.21700012683868408,0.214783,1.14683,0.2917,0.735665,,,3.20473,3.74376,3.32331,45,4.0268,-0.615039,0.881863,4.0268,0.615039,3.82418,821.8000000000001,5.37124183006536,758,4.954248366013072,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Dylan Cease","TOR",10.9588,9.79566,12.9348,3.71186,29.7858,29.7858,0,0,0,175.257,728.144,145.801,78.5662,72.2809,21.3066,66.9761,1.52166,5.3695,207.176,10.6391,3.43944,3.09328,1.09416,0.284526,0.091982,0.1925436407327652,0.222326,1.21409,0.29134,0.733601,,,3.58973,3.69125,2.86849,79.51000213623047,6.01766,-1.1665,1.14825,6.01766,1.1665,3.46899,855.1,4.886285714285714,800,4.571428571428571,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Framber Valdez","DET",12.896,9.65074,15.9563,3.49001,28.6856,28.6856,0,0,0,186.858,779.814,166.829,78.7602,72.4594,15.8984,61.1166,0.724796,8.11279,173.96,8.3788,2.94369,2.84636,0.765746,0.223079,0.0783733,0.14470576494932175,0.234777,1.21989,0.289847,0.7253,,,3.49074,3.6619,3.73715,87.87000274658203,3.94925,-2.13831,1.12504,3.94925,2.13831,3.49995,893.8,4.779679144385026,868,4.641711229946524,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Jesús Luzardo","PHI",11.8828,9.33669,14.5163,3.64565,29.2589,29.2589,0,0,0,175.685,720.342,150.273,77.3533,71.165,21.4922,53.6723,0.821176,5.15488,193.598,9.91769,2.74953,3.60705,1.101,0.268759,0.0745094,0.19424941390752792,0.227165,1.16086,0.288472,0.728142,,,3.52608,3.64116,3.55802,74.95999908447266,3.13226,-0.626121,0.987723,3.13226,0.626121,3.68304,865.1000000000001,4.91534090909091,818,4.6477272727272725,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Hunter Brown","HOU",12.3051,8.83685,16.0555,3.48857,29.7094,29.7094,0,0,0,182.516,752.766,155.249,76.8986,70.7467,20.061,59.3416,1.52789,7.05392,197.202,9.72416,2.92618,3.32317,0.989224,0.261969,0.0788313,0.1831381618976593,0.226188,1.17574,0.288181,0.738274,,,3.49443,3.63849,3.61806,37.959999084472656,3.31826,0.553853,1.04823,3.31826,-0.553853,3.60236,901.2,4.924590163934426,851,4.6502732240437155,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Max Fried","NYY",13.7144,8.0989,15.9421,3.32003,28.6364,28.6364,0,0.176782,0,180.471,743.029,158.166,72.3635,66.5744,16.5528,52.5911,0.857715,7.1005,170.978,8.52656,2.62269,3.25108,0.825477,0.230109,0.0707794,0.15932971984148026,0.231461,1.16782,0.285622,0.737772,,,3.42496,3.63785,4.1517,53.09000015258789,2.4055,-1.8309,1.11411,2.4055,1.8309,3.51452,874.1000000000001,4.856111111111112,841,4.6722222222222225,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Hunter Greene","CIN",10.1878,8.20562,13.942,3.65679,27.8981,27.8981,0,0,0,167.561,684.847,133.623,74.0019,68.0818,24.589,53.9487,0.590616,9.52899,200.914,10.7914,2.89768,3.72417,1.32072,0.293371,0.0787749,0.21459587663412094,0.215046,1.11942,0.275432,0.741573,,,3.78124,3.51029,3.59239,42.41999816894531,2.31803,0.51357,1.01308,2.31803,-0.51357,3.64923,797.3000000000001,4.745833333333334,725,4.315476190476191,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Sonny Gray","BOS",11.7202,8.72291,13.4487,3.81008,28.2453,28.2453,0,0,0,169.056,696.576,155.592,77.7921,71.5687,20.9057,43.8691,0.654278,5.16058,178.631,9.50969,2.33544,4.0719,1.11295,0.256441,0.0629782,0.19346267729997635,0.240279,1.17985,0.300632,0.714888,,,3.49952,3.491,2.97405,132.82000732421875,2.86954,-0.895654,0.956409,2.86954,0.895654,3.72479,797.7000000000002,4.720118343195267,783,4.633136094674557,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Bryan Woo","SEA",13.4039,8.46259,15.5414,3.39985,29.5293,29.5293,0,0,0,185.179,740.951,153.159,76.0362,69.9533,24.3772,38.3463,0.935782,7.06617,187.145,9.09556,1.8637,4.88039,1.18478,0.252574,0.0517528,0.2008211724460125,0.220202,1.03417,0.26607,0.73371,,,3.56095,3.47736,3.32826,37.869998931884766,3.4594,0.0814087,1.37842,3.4594,-0.0814087,3.1621,915,4.945945945945946,852,4.605405405405405,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Jacob deGrom","TEX",9.89547,6.79495,11.9329,3.43348,25.6534,25.6534,0,0,0,154.789,617.005,127.247,64.1865,59.0515,21.1422,34.9445,0.55464,4.3784,174.386,10.1395,2.0318,4.99039,1.22929,0.282634,0.0566356,0.22599801048636436,0.220271,1.04782,0.277649,0.739145,,,3.41969,3.4167,3.13942,47.84000015258789,2.76029,-0.873057,1.10401,2.76029,0.873057,3.52799,789.5,5.093548387096774,733,4.7290322580645165,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Gilbert","SEA",10.3219,7.86466,13.4169,3.42721,28.0152,28.0152,0,0,0,165.528,659.942,136.102,68.5143,63.0331,21.7358,36.6031,1.11317,5.55142,185.226,10.071,1.99017,5.06039,1.18181,0.28067,0.0554641,0.2252061553299427,0.220305,1.04336,0.278381,0.73232,,,3.36819,3.3204,2.89196,34.130001068115234,3.15674,0.64308,1.1949,3.15674,-0.64308,3.4068,845.2000000000002,5.091566265060242,785,4.728915662650603,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Ranger Suárez","BOS",11.1397,8.80917,13.6435,3.67797,27.1624,27.1624,0,0,0,165.979,693.754,158.247,73.7276,67.8294,16.8675,47.1308,0.830155,5.37895,149.493,8.1061,2.55561,3.17188,0.91462,0.215484,0.0679359,0.14754846692085266,0.246781,1.23737,0.297713,0.724294,,,3.60399,3.30151,3.19629,175.44000244140625,2.79383,0.927066,0.855806,2.79383,-0.927066,3.85892,750.5000000000002,4.521084337349399,751,4.524096385542169,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Kevin Gausman","TOR",11.5645,10.1402,14.0468,3.9136,29.3239,29.3239,0,0.177982,0,181.696,749.033,165.031,85.8798,79.0094,24.119,51.3775,1.08987,3.88935,177.927,8.81329,2.5449,3.46312,1.19469,0.237542,0.0685918,0.16895008087158203,0.237876,1.19104,0.286569,0.714669,,,3.81481,3.19085,2.57337,120.2699966430664,3.28424,0.0840509,1.02118,3.28424,-0.0840509,3.63843,813.5999999999999,4.4703296703296695,789,4.335164835164835,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Joe Ryan","MIN",11.0174,9.50629,13.4259,3.81889,27.8349,27.8349,0,0,0,167.915,680.125,145.154,77.4455,71.2499,25.2181,38.176,0.566831,8.16271,184.733,9.90144,2.04618,4.839,1.35165,0.271617,0.0561308,0.21548601984977722,0.229026,1.0918,0.282977,0.715316,,,3.7151,3.16845,2.7409,76.19999694824219,1.91039,1.09893,1.11208,1.91039,-1.09893,3.51722,790.7,4.706547619047619,747,4.446428571428571,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"George Kirby","SEA",11.7742,8.97644,13.5845,3.61609,28.0552,28.0552,0,0,0,165.926,672.024,151.367,72.4644,66.6672,20.1823,31.3959,0.647843,6.65073,162.199,8.79783,1.70294,5.16625,1.0947,0.241359,0.0467184,0.19464074447751045,0.238757,1.10147,0.29049,0.71387,,,3.4492,3.13389,2.5478,68.70999908447266,2.95044,-0.767596,0.941453,2.95044,0.767596,3.74473,799.8000000000001,4.8180722891566266,780,4.698795180722891,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Zack Wheeler","PHI",9.46879,5.58363,12.5553,3.29799,21.0732,21.0732,0,0,0,132.603,535.229,108.203,52.8167,48.5913,15.539,35.5775,0.553545,5.82835,153.123,10.3927,2.41471,4.30392,1.05466,0.286088,0.0664714,0.21961627900600433,0.219112,1.08429,0.284977,0.745447,,,3.28581,3.03632,3.26102,118.2699966430664,3.15837,0.273868,0.879233,3.15837,-0.273868,3.82769,686.6000000000001,5.162406015037595,637,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Nathan Eovaldi","TEX",10.5721,8.08018,13.1949,3.66228,25.094,25.094,0,0.172818,0,154.98,630.799,135.849,68.5484,63.0645,18.2683,37.5991,0.961167,6.35808,150.243,8.72493,2.18345,3.99594,1.06088,0.23818,0.0596055,0.17857421562075615,0.231492,1.11917,0.281073,0.709394,,,3.57953,2.95888,2.58605,148.0399932861328,4.11163,0.442607,0.776622,4.11163,-0.442607,3.9645,739.9999999999999,4.774193548387096,709,4.574193548387097,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Chase Burns","CIN",7.61587,7.82819,9.93174,3.59537,29.3776,24.3686,0,0.372881,0,133.935,548.444,113.158,58.1576,53.505,17.9344,42.0334,0.828332,3.50252,158.134,10.6261,2.82452,3.76211,1.20514,0.288332,0.0766412,0.21169113367795944,0.225008,1.15871,0.291348,0.745937,,,3.53449,2.95812,2.90585,100.30999755859375,3.84378,-0.342108,0.621384,3.84378,0.342108,4.17149,654.3999999999999,4.883582089552238,614,4.582089552238806,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Freddy Peralta","NYM",12.0608,8.78177,12.5305,3.76688,28.6899,28.6899,0,0,0,166.641,690.813,136.743,75.811,69.7461,22.1541,61.5608,0.640142,7.58492,185.629,10.0255,3.3248,3.01538,1.19651,0.268711,0.0891136,0.17959747463464737,0.219961,1.19001,0.276862,0.732227,,,3.88035,2.91564,2.83879,58.040000915527344,3.32226,-0.0550436,1.02153,3.32226,0.0550436,3.63796,770.9999999999998,4.616766467065867,711,4.25748502994012,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Kyle Bradish","BAL",7.97981,6.70374,10.0686,3.61216,24.1461,24.1461,0,0,0,134.025,553.514,115.135,58.4686,53.7911,15.106,42.4414,0.520844,5.92472,144.399,9.69666,2.85001,3.40233,1.01439,0.260878,0.0766763,0.1842014342546463,0.227923,1.17572,0.2894,0.726447,,,3.52817,2.85959,2.41257,70.36000061035156,2.73595,-0.649701,0.509823,2.73595,0.649701,4.32024,652.0999999999999,4.866417910447761,619,4.619402985074627,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Drew Rasmussen","TBR",9.66134,7.77395,10.2376,3.62182,28.5361,28.5361,0.164612,0,0,153.627,628.541,137.693,67.1991,61.8232,17.123,38.7222,0.812584,5.0717,140.305,8.21954,2.26848,3.62337,1.00312,0.223223,0.0616064,0.1616165041923523,0.235474,1.14833,0.282154,0.716439,,,3.61273,2.84264,2.9472,152.44000244140625,3.28349,0.62791,0.606251,3.28349,-0.62791,4.19167,719.7000000000003,4.673376623376625,697,4.525974025974026,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Brandon Woodruff","MIL",9.83493,7.29479,10.6447,3.73733,24.9632,24.9632,0,0,0,143.818,585.002,122.144,64.9151,59.7219,20.4212,38.6427,0.48686,5.7037,152.509,9.54387,2.41822,3.94666,1.27794,0.260699,0.0660556,0.19464334845542908,0.225918,1.11798,0.276627,0.725218,,,3.78524,2.78908,2.53182,113.80000305175781,3.11507,-0.328202,0.745678,3.11507,0.328202,4.00576,673.4000000000001,4.67638888888889,631,4.381944444444445,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Michael King","SDP",9.93861,8.30013,10.9993,3.72903,27.2047,27.2047,0.143828,0.17244,1.03292,154.642,646.669,135.602,69.6455,64.0739,20.3652,54.2258,1.63829,6.83328,161.287,9.38674,3.15589,2.97436,1.18523,0.249412,0.083854,0.1655578538775444,0.231557,1.22753,0.28527,0.74501,,,3.94572,2.71608,2.69233,125.44000244140625,2.97813,-0.00578893,0.746252,2.97813,0.00578893,4.005,686.4,4.428387096774194,654,4.219354838709678,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"José Soriano","LAA",9.82258,10.0711,12.8805,3.76697,29.4671,29.4671,0,0.231316,0.197353,168.301,721.599,150.479,76.5682,70.4428,14.4243,72.43,1.30237,8.93363,155.861,8.33473,3.87324,2.15188,0.771347,0.215993,0.100374,0.11561910808086395,0.235037,1.32446,0.289508,0.721904,,,3.84746,2.68177,2.77436,352.44000244140625,2.03262,-1.13,1.23422,2.03262,1.13,3.35437,750,4.464285714285714,727,4.3273809523809526,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Blake Snell","LAD",9.25803,6.23669,10.8743,3.44858,22.3606,22.3606,0,0,0,130.014,537.885,101.173,54.1503,49.8182,13.8199,55.3296,0.991027,3.04131,159.5,11.0411,3.8301,2.88272,0.956659,0.296531,0.102865,0.19366587698459625,0.210991,1.20374,0.285286,0.746254,,,3.41028,2.64499,2.77171,127,2.45412,0.797931,0.70366,2.45412,-0.797931,4.06179,671.1999999999999,5.163076923076923,612,4.707692307692308,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"MacKenzie Gore","TEX",9.78949,9.99063,12.0424,3.91095,28.2626,28.2626,0,0,0,159.757,672.483,140.326,75.459,69.4223,20.6133,60.7199,0.670165,6.54578,179.805,10.1295,3.4207,2.96123,1.16127,0.267375,0.090292,0.1770830973982811,0.23186,1.25845,0.295733,0.729362,,,3.82468,2.64378,2.26165,164.9600067138672,4.6955,-1.44347,1.03796,4.6955,1.44347,3.61606,717.7,4.485625000000001,683,4.26875,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Jack Flaherty","DET",10.1388,9.89876,11.8243,4.04919,27.9567,27.9567,0,0,0,159.005,666.792,142.872,77.7586,71.5379,21.5022,54.4242,1.08788,6.79059,175.072,9.90941,3.08052,3.2168,1.21707,0.262558,0.081621,0.18093733489513397,0.235928,1.24082,0.296746,0.714968,,,3.84599,2.62706,2.01617,221.7100067138672,2.66428,-0.705491,1.0407,2.66428,0.705491,3.6124,701.2,4.410062893081761,676,4.251572327044025,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Nick Pivetta","SDP",10.5199,9.003,13.4034,3.91932,27.8923,27.8923,0,0,0,168.953,690.962,144.513,79.9735,73.5756,26.3048,50.1388,1.0812,4.65782,184.117,9.80777,2.67086,3.67214,1.40124,0.266464,0.0725638,0.19390054792165756,0.227162,1.1521,0.27765,0.726616,,,3.95263,2.61485,2.54621,95.30999755859375,1.79002,1.80037,0.992876,1.79002,-1.80037,3.67617,756.8000000000002,4.478106508875741,710,4.201183431952662,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Eury Pérez","MIA",8.64487,8.59539,9.16156,3.90768,26.8207,26.8207,0,0,0,143.299,587.834,118.835,67.6287,62.2184,20.0245,47.2223,0.609357,4.77687,159.499,10.0174,2.96584,3.37761,1.25766,0.271333,0.0803327,0.19099997729063034,0.221776,1.15882,0.277316,0.713133,,,3.81427,2.60106,2.29637,83.69000244140625,2.51876,-0.513776,0.687161,2.51876,0.513776,4.08379,664.8000000000001,4.64895104895105,617,4.314685314685315,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Tanner Bibee","CLE",11.0939,10.0765,12.3799,3.9805,29.3009,29.3009,0,0,0,178.98,746.477,164.667,86.042,79.1587,24.4098,52.9931,1.01946,7.98664,167.775,8.4366,2.66476,3.16599,1.22745,0.224756,0.0709909,0.15376528352499008,0.240215,1.21612,0.284317,0.717318,,,4.05544,2.51431,2.3285,187.75999450683594,3.31625,-1.34677,0.998653,3.31625,1.34677,3.66846,753.4000000000001,4.208938547486034,736,4.111731843575419,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Matthew Boyd","CHC",10.5273,8.67445,12.2125,3.88931,26.9095,26.9095,0,0,0,158.758,658.789,145.356,74.5722,68.6064,20.932,44.542,0.912619,6.90597,144.873,8.21287,2.52509,3.2525,1.18664,0.219908,0.0676119,0.15229593962430954,0.239332,1.19615,0.281798,0.718124,,,3.99628,2.50795,2.42337,232.11000061035156,4.16556,3.22486,0.710628,4.16556,-3.22486,4.0525,675.3000000000002,4.247169811320756,656,4.1257861635220126,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Kris Bubic","KCR",8.18882,7.74408,10.1678,3.74739,29.1405,23.1919,0.0119233,0.51911,1.7109,134.514,562.525,122.993,60.8785,56.0083,14.2577,43.6033,1.75879,4.49403,130.501,8.73155,2.9174,2.99292,0.953952,0.231992,0.0775136,0.15447832643985748,0.239087,1.23851,0.294143,0.720956,,,3.64542,2.49418,2.27155,203.0399932861328,2.2296,0.11911,0.445315,2.2296,-0.11911,4.40625,629,4.659259259259259,615,4.555555555555555,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Aaron Nola","PHI",10.3248,10.1769,12.6273,4.15881,27.9021,27.9021,0,0,0,168.022,699.764,159.408,84.3925,77.6411,25.6887,45.8673,0.683875,5.29821,164.467,8.80956,2.45686,3.5857,1.376,0.235031,0.0655468,0.16948449611663818,0.245773,1.22172,0.291682,0.713969,,,4.07856,2.48615,2.29961,211.44000244140625,3.66659,-0.663214,1.05701,3.66659,0.663214,3.59066,685.0000000000001,4.077380952380953,677,4.029761904761905,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Spencer Strider","ATL",10.6978,8.59487,10.8686,3.93642,25.9558,25.9558,0,0,0,152.835,638.102,131.64,72.6599,66.8471,20.5944,54.9355,0.672496,6.77576,178.954,10.538,3.23498,3.25752,1.21274,0.280447,0.086092,0.1943546161055565,0.228387,1.22076,0.294674,0.722158,,,3.75642,2.47645,2.36678,98.80000305175781,3.29855,-0.469748,0.989518,3.29855,0.469748,3.68064,702.7,4.59281045751634,664,4.339869281045751,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Sandy Alcantara","MIA",10.3368,10.9465,12.3302,4.16003,28.4289,28.4289,0,0,0,176.362,742.947,171.145,88.6079,81.5192,20.5879,51.0974,0.909502,7.09458,147.865,7.54575,2.60756,2.89379,1.05063,0.199025,0.0687766,0.13024871796369553,0.249937,1.26015,0.291608,0.690907,,,3.96575,2.45853,2.28395,147.8000030517578,2.9832,-0.19949,1.06725,2.9832,0.19949,3.57699,721.5000000000001,4.099431818181819,729,4.142045454545454,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Andrew Abbott","CIN",9.78786,9.17605,10.8446,4.10919,27.6405,27.6405,0,0,0,163.674,685.283,154.179,81.2281,74.7299,26.1572,50.1636,0.814757,4.08418,149.194,8.20379,2.75836,2.97416,1.43832,0.217712,0.0732013,0.14451079070568085,0.244326,1.24847,0.280944,0.734036,,,4.38395,2.42614,2.60733,212.22000122070312,3.97498,-0.303258,0.900923,3.97498,0.303258,3.79877,629.4000000000002,3.837804878048782,618,3.768292682926829,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Tyler Glasnow","LAD",8.13802,5.92162,10.9442,3.68744,22.9121,22.9121,0,0,0,132.461,544.166,105.746,58.9908,54.2715,16.2353,49.4714,0.470561,3.48609,154.904,10.5249,3.3613,3.13119,1.10309,0.284664,0.0909123,0.19375117868185043,0.215277,1.17179,0.27966,0.726304,,,3.58902,2.40177,2.35853,121.23999786376953,2.56834,-0.717201,0.558658,2.56834,0.717201,4.25512,658.4000000000002,4.987878787878789,606,4.590909090909091,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Shohei Ohtani","LAD",7.54268,4.83586,7.88334,3.36891,21.2512,21.2512,0,0,0,110.155,446.705,87.9911,44.8191,41.2336,13.296,33.7108,0.507955,4.45242,130.772,10.6845,2.75428,3.87924,1.08633,0.292749,0.0754654,0.2172831892967224,0.215378,1.10482,0.282429,0.745802,,,3.36929,2.38303,2.41685,1.309999942779541,1.354,0.384848,0.730671,1.354,-0.384848,4.02577,573.3,5.211818181818181,529,4.8090909090909095,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Nick Lodolo","CIN",8.79644,8.02453,11.1307,4.02451,26.3145,26.3145,0,0,0,149.104,624.453,137.67,72.4722,66.6744,21.6773,38.0837,1.06539,13.1509,150.928,9.11011,2.29875,3.96306,1.30846,0.241696,0.0609873,0.18070916086435318,0.240169,1.17873,0.289537,0.710299,,,4.03151,2.35804,2.5286,126.33000183105469,2.00308,0.0426266,0.68874,2.00308,-0.0426266,4.08168,622.2,4.175838926174497,608,4.080536912751678,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Luis Castillo","SEA",11.1499,10.0124,14.1187,3.88679,29.0586,29.0586,0,0,0,176.639,729.95,160.147,82.9179,76.2845,24.5811,49.1664,1.11859,6.61542,165.214,8.41784,2.50509,3.36029,1.25244,0.226336,0.0673559,0.15897975116968155,0.237548,1.18498,0.27988,0.722674,,,4.02097,2.35486,2.0207,172.39999389648438,1.97848,1.16281,0.878499,1.97848,-1.16281,3.82867,748.3,4.227683615819209,722,4.0790960451977405,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Brady Singer","CIN",10.6365,11.2656,12.0161,4.4023,29.3016,29.3016,0,0,0,168.041,715.202,162.993,89.3438,82.1963,24.0614,53.6057,0.639206,9.60398,155.437,8.32493,2.87103,2.89963,1.28869,0.217332,0.0749519,0.14238063991069794,0.249992,1.28896,0.294039,0.695713,,,4.27506,2.34075,2.07696,328.1300048828125,2.28731,-0.148235,1.4273,2.28731,0.148235,3.09694,642.2,3.822619047619048,646,3.8452380952380953,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Mitch Keller","PIT",9.42329,11.5875,13.3736,4.32072,29.8307,29.8307,0,0,0,177.229,753.822,174.8,92.4825,85.0839,22.456,53.1446,0.884762,10.1422,155.305,7.88667,2.69879,2.9223,1.14036,0.206023,0.0705003,0.13552295416593552,0.253137,1.28616,0.297098,0.689353,,,4.101,2.33854,2.09568,567.3099975585938,1.74902,-0.642185,1.27561,1.74902,0.642185,3.29919,705.1999999999998,3.9841807909604507,720,4.067796610169491,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"David Peterson","NYM",9.24632,7.43018,12.7924,3.95469,27.5431,27.5431,0,0,0,160.306,688.179,153.692,76.5654,70.4402,15.6791,61.2914,1.80252,7.34136,142.898,8.02268,3.44105,2.33146,0.880264,0.207647,0.0890631,0.1185840368270874,0.248072,1.34108,0.299398,0.71707,,,3.90822,2.31368,2.27852,481.2900085449219,3.70473,-0.0169816,1.17157,3.70473,0.0169816,3.43791,668.8000000000001,4.180000000000001,674,4.2125,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
