playerid,PlayerName,minpos,G,FPTS,Team,season,stats,role
15362,Jeff McNeil,2B/OF,140.94000244140625,697.1673869609833,OAK,2023,bat,2B/OF
18882,Brandon Lowe,2B,129.60000610351562,692.34571518898,PIT,2023,bat,2B
26289,Gunnar Henderson,SS,136.0800018310547,659.5665163040161,BAL,2023,bat,SS
12861,Anthony Rendon,3B,131.22000122070312,695.6264808535575,LAA,2023,bat,3B
19918,Daulton Varsho,OF,132.72999572753906,656.8012565135956,TOR,2023,bat,OF
21534,Cal Raleigh,C,113.41999816894531,497.7355388343334,SEA,2023,bat,C
15172,Tim Anderson,SS,139.32000732421875,735.0429857611656,,2023,bat,SS
17929,Cedric Mullins,OF,147.4199981689453,769.9834503173828,TBR,2023,bat,OF
21711,Oneil Cruz,SS/OF,127.9800033569336,706.4757539272308,PIT,2023,bat,SS/OF
20454,Jazz Chisholm Jr.,2B/OF,131.22000122070312,723.8651893615722,NYY,2023,bat,2B/OF
16997,Gleyber Torres,2B,136.0800018310547,698.7127946615219,DET,2023,bat,2B
30116,Seiya Suzuki,DH/OF,124.73999786376953,712.9377944827079,CHC,2023,bat,DH/OF
5417,Jose Altuve,2B,103.68000030517578,622.8251014530657,HOU,2023,bat,2B
19470,Tommy Edman,2B,142.55999755859375,633.2334764003754,LAD,2023,bat,2B
13613,Ketel Marte,2B,137.6999969482422,736.8714382171631,ARI,2023,bat,2B
11477,Christian Yelich,OF,145.8000030517578,817.1987043619156,MIL,2023,bat,OF
13301,Max Muncy,1B/3B,134.4600067138672,724.063018143177,LAD,2023,bat,1B/3B
18568,Luis Arraez,1B/2B,137.6999969482422,729.0799439907074,SFG,2023,bat,1B/2B
16478,Kyle Schwarber,DH/OF,145.8000030517578,881.3529968261719,PHI,2023,bat,DH/OF
11609,Willson Contreras,C,123.73999786376953,621.592091834545,BOS,2023,bat,C
17919,Ian Happ,OF,147.4199981689453,752.0356906294822,CHC,2023,bat,OF
15491,J.P. Crawford,SS,140.94000244140625,574.9505785346031,SEA,2023,bat,SS
17982,Ty France,1B,140.94000244140625,757.0808769881726,SDP,2023,bat,1B
21454,Lars Nootbaar,OF,121.5,644.4544939994812,STL,2023,bat,OF
19566,Nathaniel Lowe,1B,147.4199981689453,832.6692942380905,CIN,2023,bat,1B
27676,Vinnie Pasquantino,1B/DH,134.4600067138672,792.4425821781157,KCR,2023,bat,1B/DH
18036,Jake Cronenworth,1B/2B,142.55999755859375,677.1622088909149,SDP,2023,bat,1B/2B
25878,Corbin Carroll,OF,139.32000732421875,709.1559066295623,ARI,2023,bat,OF
17548,Taylor Ward,OF,137.6999969482422,769.97700176239,BAL,2023,bat,OF
12532,Kolten Wong,2B,121.5,581.6273049831391,,2023,bat,2B
16930,Jonah Heim,C,98.2699966430664,403.2938696563243,ATL,2023,bat,C
13152,Jorge Polanco,2B/SS,121.5,631.3892734289169,NYM,2023,bat,2B/SS
16622,Luis Urías,2B/3B,132.83999633789062,605.6140811920166,,2023,bat,2B/3B
25976,Riley Greene,OF,136.0800018310547,652.0354848384857,DET,2023,bat,OF
16426,Thairo Estrada,2B,132.83999633789062,628.7967731952666,BAL,2023,bat,2B
13419,Christian Walker,1B,150.0,802.5321147680282,HOU,2023,bat,1B
9874,DJ LeMahieu,2B,124.73999786376953,658.1146594643593,,2023,bat,2B
24679,Brendan Donovan,2B/OF,118.26000213623047,597.6519410729408,SEA,2023,bat,2B/OF
20036,Isaac Paredes,3B,115.0199966430664,546.1450790286063,HOU,2023,bat,3B
27506,Ha-Seong Kim,SS,118.26000213623047,506.5425829529762,ATL,2023,bat,SS
21523,Jonathan India,2B,140.94000244140625,726.4256845712662,KCR,2023,bat,2B
18577,Ke'Bryan Hayes,3B,136.0800018310547,622.5644315242766,CIN,2023,bat,3B
17232,Yoán Moncada,3B,137.6999969482422,642.7579206824304,LAA,2023,bat,3B
17484,Eloy Jiménez,DH/OF,140.94000244140625,807.427109950781,TOR,2023,bat,DH/OF
16725,Jose Trevino,C,84.37000274658203,294.9070430159569,CIN,2023,bat,C
19290,Randy Arozarena,OF,149.0399932861328,790.7745629072189,SEA,2023,bat,OF
21636,Jeremy Peña,SS,142.55999755859375,661.3934427022934,HOU,2023,bat,SS
3473,Anthony Rizzo,1B,131.22000122070312,752.5141325712204,,2023,bat,1B
9241,Starling Marte,OF,132.83999633789062,697.5383890628814,KCR,2023,bat,OF
15711,Tyler O'Neill,OF,126.36000061035156,624.1085529685018,BAL,2023,bat,OF
18030,Harrison Bader,OF,118.26000213623047,504.85441722869876,SFG,2023,bat,OF
5933,Jean Segura,2B/SS,127.9800033569336,575.455412518978,,2023,bat,2B/SS
19610,Keibert Ruiz,C,109.5,502.3287470459938,WSN,2023,bat,C
12552,Eugenio Suárez,3B,144.17999267578125,636.6401145100592,CIN,2023,bat,3B
18564,Trent Grisham,OF,124.73999786376953,531.4619310617447,NYY,2023,bat,OF
16535,Danny Jansen,C,104.5999984741211,482.35671087503425,TEX,2023,bat,C
25768,CJ Abrams,SS,129.60000610351562,493.7691160678864,WSN,2023,bat,SS
17901,Andrew Benintendi,OF,129.60000610351562,657.5646542310714,CHW,2023,bat,OF
15676,José Abreu,1B,150.0,812.6566492915152,,2023,bat,1B
24064,Ezequiel Tovar,SS,129.60000610351562,568.1758145570753,COL,2023,bat,SS
15679,Rowdy Tellez,1B,129.60000610351562,735.6005170345306,,2023,bat,1B
11368,Yasmani Grandal,C,81.69999694824219,374.0476438969373,,2023,bat,C
14894,Tony Kemp,2B/OF,126.36000061035156,573.0769129276275,,2023,bat,2B/OF
27647,Anthony Volpe,SS,131.22000122070312,501.28106145858754,NYY,2023,bat,SS
14854,Mike Yastrzemski,OF,124.73999786376953,569.3444914579391,ATL,2023,bat,OF
17452,Jose Siri,OF,119.87999725341797,478.43140985965726,LAA,2023,bat,OF
26294,Bryson Stott,2B,118.26000213623047,498.335416817665,PHI,2023,bat,2B
21618,Alec Bohm,3B,145.8000030517578,647.0151249885558,PHI,2023,bat,3B
20538,Jose Miranda,1B/3B,131.22000122070312,639.1303561508654,SDP,2023,bat,1B/3B
22664,Gabriel Moreno,C,89.68000030517578,369.4733230650424,ARI,2023,bat,C
15998,Cody Bellinger,1B/OF,121.5,537.174000263214,NYY,2023,bat,1B/OF
17027,Alex Verdugo,OF,137.6999969482422,729.207844901085,SDP,2023,bat,OF
12144,Max Kepler,OF,121.5,613.0420995712278,,2023,bat,OF
13066,Teoscar Hernández,OF,142.55999755859375,718.8675380706786,LAD,2023,bat,OF
4949,Giancarlo Stanton,DH/OF,124.73999786376953,716.4230770766733,NYY,2023,bat,DH/OF
11579,Bryce Harper,OF,79.37999725341797,527.0323379456997,PHI,2023,bat,OF
12979,Javier Báez,SS,140.94000244140625,637.421848464012,DET,2023,bat,SS
5343,Brandon Crawford,SS,121.5,517.4158354997635,,2023,bat,SS
15112,Ryan McMahon,3B,129.60000610351562,642.5501122713088,NYY,2023,bat,3B
20126,Dylan Carlson,OF,95.58000183105469,460.42725968360895,CHC,2023,bat,OF
26197,Andrew Vaughn,1B/OF,140.94000244140625,712.6305707097052,MIL,2023,bat,1B/OF
18839,Josh Naylor,1B,129.60000610351562,685.9276352405549,SEA,2023,bat,1B
20503,William Contreras,C,111.56999969482422,548.9142705798149,MIL,2023,bat,C
14551,Anthony Santander,OF,150.0,770.2977306842803,TOR,2023,bat,OF
13145,Josh Bell,1B,140.94000244140625,758.1722514748571,MIN,2023,bat,1B
11899,Joc Pederson,OF,126.36000061035156,681.5850794315339,TEX,2023,bat,OF
17128,Ramón Laureano,OF,131.22000122070312,583.489722919464,SDP,2023,bat,OF
15464,Hunter Renfroe,OF,129.60000610351562,671.6485401690006,,2023,bat,OF
8709,Elvis Andrus,SS,126.36000061035156,474.0745923876762,,2023,bat,SS
23792,Alek Thomas,OF,102.05999755859375,443.6902128219604,ARI,2023,bat,OF
17620,Myles Straw,OF,121.5,443.0859384536743,TOR,2023,bat,OF
19997,Santiago Espinal,2B/3B,116.63999938964844,482.74506919384,LAD,2023,bat,2B/3B
16376,Michael Conforto,OF,127.9800033569336,645.4260397195815,CHC,2023,bat,OF
18373,Ryan Mountcastle,1B,140.94000244140625,703.8839909076692,BAL,2023,bat,1B
14274,Mitch Haniger,OF,121.5,646.5712979555129,,2023,bat,OF
19363,Austin Hays,OF,136.0800018310547,609.4661475896834,CHW,2023,bat,OF
15429,Kris Bryant,3B/OF,126.36000061035156,738.5711439967155,COL,2023,bat,3B/OF
10028,Christian Bethancourt,C,69.41999816894531,272.37121948003767,CHC,2023,bat,C
21622,Jake McCarthy,OF,126.36000061035156,609.9252692222594,COL,2023,bat,OF
13338,Omar Narváez,C,76.94999694824219,277.1194835066795,,2023,bat,C
7802,Miguel Rojas,SS,115.0199966430664,436.7240830540656,LAD,2023,bat,SS
19734,Josh Rojas,2B/3B,116.63999938964844,526.8963181257246,KCR,2023,bat,2B/3B
14712,Manuel Margot,OF,121.5,524.2254924297331,,2023,bat,OF
11445,Mark Canha,OF,127.9800033569336,593.8419976592063,TEX,2023,bat,OF
16939,Lane Thomas,OF,129.60000610351562,614.588916659355,KCR,2023,bat,OF
13265,Mike Zunino,C,81.36000061035156,288.9548850417137,,2023,bat,C
9774,Christian Vázquez,C,89.12000274658203,327.23238248229023,HOU,2023,bat,C
7304,Salvador Perez,C,133.91000366210938,699.5856694459914,KCR,2023,bat,C
20178,Miguel Vargas,3B,127.9800033569336,555.3534981846809,CHW,2023,bat,3B
13590,Jesse Winker,OF,119.87999725341797,636.1587712466717,,2023,bat,OF
13621,Jeimer Candelario,3B,132.83999633789062,589.6402815103531,LAA,2023,bat,3B
24782,David Villar,1B/3B,115.0199966430664,484.004610645771,,2023,bat,1B/3B
7739,Travis d'Arnaud,C,100.05000305175781,445.8079588472843,LAA,2023,bat,C
20970,Oscar Gonzalez,OF,121.5,574.6338581204415,,2023,bat,OF
18795,Ramón Urías,3B,97.19999694824219,404.88442550897594,STL,2023,bat,3B
15937,Aledmys Díaz,SS,115.0199966430664,517.0838784337043,,2023,bat,SS
15672,Austin Meadows,DH/OF,113.4000015258789,579.8270427703858,,2023,bat,DH/OF
17988,Tyler Stephenson,C,126.68000030517578,588.8090847790241,CIN,2023,bat,C
19287,Adolis García,OF,150.0,675.5459699153901,PHI,2023,bat,OF
20391,Luis García Jr.,2B,118.26000213623047,512.5770768404007,WSN,2023,bat,2B
15674,Reese McGuire,C,75.33000183105469,256.1658383846282,MIL,2023,bat,C
5827,Wilmer Flores,1B,98.81999969482422,465.4819966554641,,2023,bat,1B
10472,Enrique Hernández,OF,129.60000610351562,532.4685649752615,LAD,2023,bat,OF
5517,Kyle Higashioka,C,58.7599983215332,222.5144251734018,TEX,2023,bat,C
15223,Adam Frazier,2B/OF,110.16000366210938,439.6988804817199,LAA,2023,bat,2B/OF
24729,Logan O'Hoppe,C,69.30000305175781,278.25777909755703,LAA,2023,bat,C
21780,Esteury Ruiz,OF,119.87999725341797,456.36833636760707,MIA,2023,bat,OF
21538,Nick Fortes,C,62.0,260.8017368614674,TBR,2023,bat,C
22197,MJ Melendez,OF,129.77999877929688,676.459126639366,NYM,2023,bat,OF
13185,Orlando Arcia,SS,98.81999969482422,390.03162941336626,MIN,2023,bat,SS
19858,Luis Rengifo,2B/3B,95.58000183105469,416.4251709461212,MIL,2023,bat,2B/3B
22514,Triston Casas,1B,123.12000274658203,604.0548752546309,BOS,2023,bat,1B
10815,Jurickson Profar,OF,119.87999725341797,637.130496406555,ATL,2023,bat,OF
11615,Brandon Drury,2B/3B,118.26000213623047,523.5245347619057,KCR,2023,bat,2B/3B
18171,Seth Brown,1B/OF,124.73999786376953,600.747402524948,NYY,2023,bat,1B/OF
14366,Joey Meneses,1B/DH,139.32000732421875,713.6435494065283,OAK,2023,bat,1B/DH
27555,Garrett Mitchell,OF,106.91999816894531,407.37666157484057,MIL,2023,bat,OF
12325,Jace Peterson,2B/3B,102.05999755859375,401.8355199933051,,2023,bat,2B/3B
25332,Endy Rodríguez,C,62.220001220703125,270.5327006757259,PIT,2023,bat,C
22244,Jack Suwinski,OF,105.30000305175781,470.7290047109127,LAD,2023,bat,OF
14128,Joey Gallo,OF,113.4000015258789,499.0867627501488,,2023,bat,OF
4106,Michael Brantley,OF,97.19999694824219,508.7377695322036,,2023,bat,OF
23818,Ji Hwan Bae,2B/OF,85.86000061035156,357.2102319478988,NYM,2023,bat,2B/OF
21635,Nick Maton,2B/3B,95.58000183105469,383.1350955724716,,2023,bat,2B/3B
18900,Leody Taveras,OF,119.87999725341797,456.2144969463348,BAL,2023,bat,OF
5297,Aaron Hicks,OF,95.58000183105469,398.2078106045722,,2023,bat,OF
13757,Chris Taylor,OF,116.63999938964844,461.4533046483994,LAA,2023,bat,OF
25816,Shea Langeliers,C,113.19000244140625,423.35391033887856,OAK,2023,bat,C
26299,Josh Jung,3B,124.73999786376953,516.1277189493179,TEX,2023,bat,3B
27465,Spencer Torkelson,1B,129.60000610351562,575.3838225722312,DET,2023,bat,1B
19238,Lourdes Gurriel Jr.,OF,121.5,584.5236099958419,ARI,2023,bat,OF
17696,Kevin Newman,2B/SS,116.63999938964844,458.9096588253975,KCR,2023,bat,2B/SS
13853,Joey Wendle,2B/3B/SS,110.16000366210938,440.1319039106368,,2023,bat,2B/3B/SS
11265,Jonathan Schoop,2B,124.73999786376953,483.8433245062827,,2023,bat,2B
11281,Whit Merrifield,2B/OF,116.63999938964844,492.5200014829636,,2023,bat,2B/OF
15941,Austin Nola,C,72.31999969482422,292.9744309455156,,2023,bat,C
5235,Justin Turner,3B,126.36000061035156,644.6962387740612,,2023,bat,3B
12158,Austin Barnes,C,46.70000076293945,176.24207358062267,NYM,2023,bat,C
19599,Chas McCormick,OF,102.05999755859375,406.79523462057114,CHC,2023,bat,OF
10681,Gio Urshela,3B,113.4000015258789,468.11317964792244,MIN,2023,bat,3B
24618,Ryan Jeffers,C,60.2599983215332,216.58835405111313,MIN,2023,bat,C
13723,Jacob Stallings,C,87.37999725341797,290.0393872797489,BAL,2023,bat,C
15161,Mitch Garver,C/DH,101.77999877929688,449.7557788014411,SEA,2023,bat,C/DH
13769,Adalberto Mondesi,SS,97.19999694824219,385.7276853322983,,2023,bat,SS
9627,Yan Gomes,C,61.77000045776367,239.7761277556419,,2023,bat,C
16451,Luis Guillorme,2B/3B,68.04000091552734,271.7357602357864,,2023,bat,2B/3B
11038,Kevin Kiermaier,OF,98.81999969482422,340.81193056106565,,2023,bat,OF
20543,Elehuris Montero,1B,97.19999694824219,454.675009727478,,2023,bat,1B
15653,Dominic Smith,1B/OF,108.54000091552734,516.2768154144286,ATL,2023,bat,1B/OF
22217,Luis Campusano,C,66.4000015258789,256.17271741628645,SDP,2023,bat,C
14968,Victor Caratini,C,60.4900016784668,227.48937115073204,MIN,2023,bat,C
12546,C.J. Cron,1B,134.4600067138672,727.6782475590705,,2023,bat,1B
26323,Spencer Steer,1B/OF,123.12000274658203,499.14409677982326,CIN,2023,bat,1B/OF
5038,Josh Donaldson,3B,85.86000061035156,377.89231189787387,,2023,bat,3B
27684,Michael Massey,2B,97.19999694824219,381.9070309638977,KCR,2023,bat,2B
10047,Wil Myers,1B/OF,131.22000122070312,631.0008993864059,,2023,bat,1B/OF
26123,Brett Baty,3B,66.41999816894531,280.77002992928027,NYM,2023,bat,3B
6153,Eduardo Escobar,3B,102.05999755859375,413.9026875376701,,2023,bat,3B
20202,Brandon Marsh,OF,126.36000061035156,444.18869066238403,PHI,2023,bat,OF
19452,Jake Rogers,C,78.33999633789062,265.6646757245064,DET,2023,bat,C
20437,Royce Lewis,3B,56.70000076293945,271.9702036142349,MIN,2023,bat,3B
6887,Martín Maldonado,C,94.91999816894531,288.5261876761913,,2023,bat,C
15149,Trey Mancini,1B/DH/OF,124.73999786376953,583.5608447849751,LAA,2023,bat,1B/DH/OF
21897,Christopher Morel,DH/OF,64.80000305175781,277.1627235889435,MIA,2023,bat,DH/OF
9952,Trayce Thompson,OF,87.4800033569336,367.1683330655098,,2023,bat,OF
22277,Nick Allen,SS,103.68000030517578,325.818760806322,HOU,2023,bat,SS
16434,Christian Arroyo,2B,81.0,351.8516181349754,NYM,2023,bat,2B
26031,Vaughn Grissom,2B,58.31999969482422,254.63600609302512,LAA,2023,bat,2B
22263,Nolan Gorman,2B,98.81999969482422,418.13276646137234,STL,2023,bat,2B
19422,Brian Serven,C,52.72999954223633,194.082098197937,OAK,2023,bat,C
13602,Patrick Wisdom,3B,93.95999908447266,388.0184257686137,SEA,2023,bat,3B
13499,Tom Murphy,C,54.79999923706055,218.5458755970001,,2023,bat,C
14221,Jorge Soler,DH/OF,126.36000061035156,645.8440330028533,LAA,2023,bat,DH/OF
21987,Rodolfo Castro,2B/SS,90.72000122070312,357.3843175172805,,2023,bat,2B/SS
16153,Austin Slater,OF,56.70000076293945,267.6637968182563,DET,2023,bat,OF
18363,Victor Robles,OF,121.5,411.4236900568008,SEA,2023,bat,OF
5452,Ji Man Choi,1B,105.30000305175781,514.060132175684,,2023,bat,1B
10200,Tucker Barnhart,C,73.81999969482422,221.31884602904316,,2023,bat,C
17273,Jorge Mateo,SS,95.58000183105469,318.99327678680413,ATL,2023,bat,SS
2136,David Peralta,OF,102.05999755859375,449.0566335082054,,2023,bat,OF
15279,Garrett Cooper,1B/DH,126.36000061035156,605.7956804752349,,2023,bat,1B/DH
12037,Jon Berti,3B,74.5199966430664,323.08815891742705,,2023,bat,3B
21707,Oswaldo Cabrera,3B/OF,87.4800033569336,364.31090073585506,NYY,2023,bat,3B/OF
25660,Will Brennan,OF,81.0,352.51559529304507,SFG,2023,bat,OF
11737,Nick Castellanos,3B/OF,140.94000244140625,673.5330130219459,SDP,2023,bat,3B/OF
9368,Evan Longoria,3B,98.81999969482422,437.3125011920928,,2023,bat,3B
22558,Jarred Kelenic,OF,102.05999755859375,408.0909787297249,CHW,2023,bat,OF
13620,Carson Kelly,C,50.060001373291016,209.1979065388441,CHC,2023,bat,C
6184,J.D. Martinez,DH/OF,129.60000610351562,632.1226959586143,,2023,bat,DH/OF
19339,Nicky Lopez,2B/SS,97.19999694824219,337.42278015613556,COL,2023,bat,2B/SS
22186,Brice Turang,2B,103.68000030517578,349.87724905014034,MIL,2023,bat,2B
20325,Alex Kirilloff,1B/OF,93.95999908447266,426.69719979166985,,2023,bat,1B/OF
19522,TJ Friedl,OF,100.44000244140625,484.9770586013793,CIN,2023,bat,OF
2829,Manny Piña,C,42.40999984741211,157.94692640006542,,2023,bat,C
21558,Matt Vierling,OF,92.33999633789062,381.8857207298279,DET,2023,bat,OF
25961,Kerry Carpenter,DH/OF,103.68000030517578,456.97781947851183,DET,2023,bat,DH/OF
16403,Francisco Mejía,C,70.80999755859375,265.69510487318036,,2023,bat,C
30162,Oscar Colás,OF,126.36000061035156,506.92359404563894,,2023,bat,OF
11489,Michael A. Taylor,OF,81.0,279.9049127101898,,2023,bat,OF
20521,Nick Madrigal,2B/3B,56.70000076293945,231.68474425077434,LAA,2023,bat,2B/3B
2396,Carlos Santana,1B,100.44000244140625,486.85515199601645,ARI,2023,bat,1B
17992,David Fletcher,2B,84.23999786376953,331.34329274892804,,2023,bat,2B
2900,Roberto Pérez,C,52.72999954223633,163.623776447773,,2023,bat,C
16219,J.D. Davis,3B,76.13999938964844,338.83186071515087,,2023,bat,3B
19293,Nick Senzel,OF,110.16000366210938,452.4099479138851,LAD,2023,bat,OF
16512,Isiah Kiner-Falefa,SS,61.560001373291016,240.97318702340124,BOS,2023,bat,SS
19896,Connor Wong,C,48.209999084472656,195.61325624883173,BOS,2023,bat,C
14387,Harold Ramírez,DH/OF,93.95999908447266,439.35750618577003,,2023,bat,DH/OF
12976,Austin Hedges,C,70.80999755859375,196.93177138566966,CLE,2023,bat,C
10324,Marcell Ozuna,DH/OF,102.05999755859375,496.14079113006585,PIT,2023,bat,DH/OF
10264,Brandon Belt,1B,92.33999633789062,441.1914355397225,,2023,bat,1B
19913,Jesús Sánchez,OF,72.9000015258789,336.35397287607196,TOR,2023,bat,OF
18126,LaMonte Wade Jr.,1B/OF,108.54000091552734,510.178249835968,CHW,2023,bat,1B/OF
18607,Jared Walsh,1B,97.19999694824219,465.6384467482567,,2023,bat,1B
13755,Tomás Nido,C,54.2400016784668,155.95689171254634,DET,2023,bat,C
15794,Yonathan Daza,OF,102.05999755859375,430.89847567081443,,2023,bat,OF
5760,Avisaíl García,OF,127.9800033569336,539.0196734607218,,2023,bat,OF
8090,Matt Carpenter,3B,92.33999633789062,417.80430881977077,,2023,bat,3B
19296,Alex Call,OF,77.76000213623047,337.1437762141228,LAD,2023,bat,OF
18289,Brian Anderson,3B/OF,111.77999877929688,426.56987954378127,,2023,bat,3B/OF
19717,Darick Hall,1B/DH,106.91999816894531,504.2721965312958,,2023,bat,1B/DH
10059,Max Stassi,C,57.25,201.60573225617404,,2023,bat,C
12564,Trevor Story,SS,58.31999969482422,283.1278234779834,BOS,2023,bat,SS
21614,Kyle Isbel,OF,118.26000213623047,474.52034006118777,KCR,2023,bat,OF
13675,Tyrone Taylor,OF,87.4800033569336,354.7184374928474,NYM,2023,bat,OF
14130,Daniel Vogelbach,1B/DH,79.37999725341797,377.04640617370603,,2023,bat,1B/DH
27475,Jordan Walker,OF,132.83999633789062,513.6141839265823,STL,2023,bat,OF
10243,Randal Grichuk,OF,97.19999694824219,463.5416010499,NYY,2023,bat,OF
23264,Canaan Smith-Njigba,OF,85.86000061035156,357.10431797504424,,2023,bat,OF
19600,Bryan De La Cruz,OF,100.44000244140625,427.45989447236065,PHI,2023,bat,OF
24770,James Outman,OF,84.23999786376953,338.5989526748657,MIN,2023,bat,OF
12147,Nick Ahmed,SS,97.19999694824219,327.91036183834075,,2023,bat,SS
21865,Bo Naylor,C,51.900001525878906,195.48291724324227,CLE,2023,bat,C
23003,Yainer Diaz,C/DH,49.56999969482422,203.09119259715078,HOU,2023,bat,C/DH
22458,Taylor Walls,SS,66.41999816894531,221.1446856498718,TBR,2023,bat,SS
18042,Dylan Moore,2B/OF,59.939998626708984,226.88724019527436,PHI,2023,bat,2B/OF
26396,Josh Smith,3B/SS,69.66000366210938,271.0415756940841,TEX,2023,bat,3B/SS
22168,Akil Baddoo,OF,64.80000305175781,266.9119270801544,MIL,2023,bat,OF
25111,David Hensley,DH/OF,61.560001373291016,233.04719443321224,,2023,bat,DH/OF
18887,Seby Zavala,C,54.2400016784668,151.2926815614104,LAD,2023,bat,C
20505,Drew Waters,OF,98.81999969482422,378.87743330001825,KCR,2023,bat,OF
3516,Eric Hosmer,1B,103.68000030517578,473.6369307696819,,2023,bat,1B
19953,Josh Lowe,OF,89.0999984741211,350.47262363433833,LAA,2023,bat,OF
12859,James McCann,C,58.040000915527344,196.76780619621272,ARI,2023,bat,C
21837,Jonathan Aranda,1B,50.220001220703125,222.01713632345198,TBR,2023,bat,1B
17022,Edmundo Sosa,3B/SS,64.80000305175781,232.30202543735504,PHI,2023,bat,3B/SS
11442,Gary Sánchez,C,58.380001068115234,233.72701781988144,MIL,2023,bat,C
14111,Eric Haase,C,81.44000244140625,333.4048140347004,SFG,2023,bat,C
10762,Corey Dickerson,OF,92.33999633789062,413.6491080522536,,2023,bat,OF
19260,Jake Fraley,OF,108.54000091552734,518.3336963057517,TBR,2023,bat,OF
