playerid,PlayerName,minpos,G,FPTS,Team,season,stats,role
33333,Wyatt Langford,OF,125.73,733.8,TEX,2026,bat,OF
27769,Pete Crow-Armstrong,OF,120.5,591.2,CHC,2026,bat,OF
22664,Gabriel Moreno,C,96.2,490.2,ARI,2026,bat,C
21479,Nico Hoerner,2B/SS,141.18,655.6,CHC,2026,bat,2B/SS
15986,Willy Adames,SS,141.46,703.3,SFG,2026,bat,SS
11493,Manny Machado,3B,135.01,752.8,SDP,2026,bat,3B
21636,Jeremy Peña,SS,129.25,666.6,HOU,2026,bat,SS
16505,Matt Chapman,3B,137.96,698.0,SFG,2026,bat,3B
33266,Jacob Wilson,SS,113.73,590.9,ATH,2026,bat,SS
14344,Matt Olson,1B,147.82,875.5,ATL,2026,bat,1B
5361,Freddie Freeman,1B,151.33,902.9,LAD,2026,bat,1B
27478,Patrick Bailey,C,104.13,332.2,SFG,2026,bat,C
14162,Carlos Correa,SS,111.91,581.3,HOU,2026,bat,SS
12161,Xander Bogaerts,SS,124.5,637.0,SDP,2026,bat,SS
24679,Brendan Donovan,2B/OF,120.09,630.8,SEA,2026,bat,2B/OF
25931,Michael Harris II,OF,121.5,614.5,ATL,2026,bat,OF
35110,Nick Kurtz,1B,108.81,735.3,ATH,2026,bat,1B
12533,Marcus Semien,2B/SS,154.69,704.8,NYM,2026,bat,2B/SS
20454,Jazz Chisholm Jr.,2B/OF,130.82,667.8,NYY,2026,bat,2B/OF
18360,Austin Riley,3B,141.57,765.3,ATL,2026,bat,3B
27562,Austin Wells,C,99.88,420.5,NYY,2026,bat,C
28806,Jackson Chourio,OF,131.24,760.8,MIL,2026,bat,OF
19197,Will Smith,C,111.51,588.6,LAD,2026,bat,C
sa3022895,Kevin McGonigle,SS,102.71,564.0,DET,2026,bat,SS
22186,Brice Turang,2B,138.51,680.2,MIL,2026,bat,2B
25768,CJ Abrams,SS,130.74,693.7,WSN,2026,bat,SS
14161,Byron Buxton,OF,106.96,637.7,MIN,2026,bat,OF
16997,Gleyber Torres,2B,142.05,733.5,DET,2026,bat,2B
25976,Riley Greene,OF,134.11,739.2,DET,2026,bat,OF
15998,Cody Bellinger,1B/OF,130.45,720.3,NYY,2026,bat,1B/OF
17350,Rafael Devers,3B,138.97,816.4,SFG,2026,bat,3B
16478,Kyle Schwarber,DH/OF,138.27,885.2,PHI,2026,bat,DH/OF
24610,Steven Kwan,OF,128.04,681.9,CLE,2026,bat,OF
22266,Xavier Edwards,2B/SS,122.67,621.2,MIA,2026,bat,2B/SS
19251,Pete Alonso,1B,146.46,874.6,BAL,2026,bat,1B
21711,Oneil Cruz,SS/OF,113.53,632.5,PIT,2026,bat,SS/OF
5417,Jose Altuve,2B,128.48,703.2,HOU,2026,bat,2B
12927,Brandon Nimmo,OF,141.79,767.8,TEX,2026,bat,OF
18314,Dansby Swanson,SS,129.89,551.0,CHC,2026,bat,SS
24064,Ezequiel Tovar,SS,136.04,693.2,COL,2026,bat,SS
31580,Chase Meidroth,2B/SS,106.58,535.8,CHW,2026,bat,2B/SS
26121,Francisco Alvarez,C,99.42,483.6,NYM,2026,bat,C
23003,Yainer Diaz,C/DH,118.09,566.4,HOU,2026,bat,C/DH
33321,Luke Keaschall,2B,107.84,561.1,MIN,2026,bat,2B
31812,Roman Anthony,OF,110.94,660.4,BOS,2026,bat,OF
16578,Yandy Díaz,1B/3B,134.52,800.8,TBR,2026,bat,1B/3B
24262,Ceddanne Rafaela,OF,128.22,543.0,BOS,2026,bat,OF
25816,Shea Langeliers,C,111.43,630.4,ATH,2026,bat,C
18839,Josh Naylor,1B,132.65,723.8,SEA,2026,bat,1B
20036,Isaac Paredes,3B,106.9,605.3,HOU,2026,bat,3B
29518,James Wood,OF,110.96,680.0,WSN,2026,bat,OF
sa3025154,JJ Wetherholt,SS,102.92,530.1,STL,2026,bat,SS
24816,Andy Pages,OF,122.59,576.9,LAD,2026,bat,OF
12856,George Springer,OF,134.19,778.8,TOR,2026,bat,OF
26294,Bryson Stott,2B,130.66,588.6,PHI,2026,bat,2B
20599,Iván Herrera,C/DH,111.24,635.8,STL,2026,bat,C/DH
31539,Drake Baldwin,C,110.12,606.1,ATL,2026,bat,C
27815,Jordan Westburg,2B/3B,97.34,512.6,BAL,2026,bat,2B/3B
sa3063134,Kazuma Okamoto,3B,129.6,613.5,TOR,2026,bat,3B
18568,Luis Arraez,1B/2B,128.8,662.1,SFG,2026,bat,1B/2B
17548,Taylor Ward,OF,136.65,722.8,BAL,2026,bat,OF
20437,Royce Lewis,3B,114.58,552.1,MIN,2026,bat,3B
29576,Ben Rice,1B/DH,107.79,602.5,NYY,2026,bat,1B/DH
18564,Trent Grisham,OF,105.94,537.2,NYY,2026,bat,OF
17919,Ian Happ,OF,141.93,744.8,CHC,2026,bat,OF
19608,Otto Lopez,2B/SS,116.81,528.7,MIA,2026,bat,2B/SS
26319,Michael Busch,1B,115.78,664.6,CHC,2026,bat,1B
29712,Colson Montgomery,SS,116.24,543.8,CHW,2026,bat,SS
19627,Brent Rooker,DH/OF,139.16,811.0,ATH,2026,bat,DH/OF
27464,Dillon Dingler,C,83.51,338.9,DET,2026,bat,C
19950,Andrés Giménez,2B,131.21,538.6,TOR,2026,bat,2B
21865,Bo Naylor,C,103.6,428.0,CLE,2026,bat,C
21618,Alec Bohm,3B,124.47,607.8,PHI,2026,bat,3B
27467,Tyler Soderstrom,1B/OF,106.43,600.4,ATH,2026,bat,1B/OF
30116,Seiya Suzuki,DH/OF,127.72,702.8,CHC,2026,bat,DH/OF
sa3063258,Munetaka Murakami,1B,136.08,742.4,CHW,2026,bat,1B
29646,Caleb Durbin,3B,109.93,518.4,BOS,2026,bat,3B
31370,Jakob Marsee,OF,114.29,571.2,MIA,2026,bat,OF
27676,Vinnie Pasquantino,1B/DH,127.05,735.2,KCR,2026,bat,1B/DH
16556,Ozzie Albies,2B,131.6,623.6,ATL,2026,bat,2B
27615,Alec Burleson,DH/OF,123.55,669.3,STL,2026,bat,DH/OF
15491,J.P. Crawford,SS,122.61,511.3,SEA,2026,bat,SS
24618,Ryan Jeffers,C,111.56,508.8,MIN,2026,bat,C
21840,Freddy Fermin,C,102.17,382.4,SDP,2026,bat,C
33189,Nolan Schanuel,1B,121.39,669.9,LAA,2026,bat,1B
25493,Joey Ortiz,3B/SS,125.51,481.3,MIL,2026,bat,3B/SS
27899,Colt Keith,2B,115.4,563.3,DET,2026,bat,2B
33824,Jung Hoo Lee,OF,110.16,526.6,SFG,2026,bat,OF
27647,Anthony Volpe,SS,104.01,438.8,NYY,2026,bat,SS
9777,Nolan Arenado,3B,126.27,575.5,ARI,2026,bat,3B
24617,Jarren Duran,OF,128.32,698.8,BOS,2026,bat,OF
19522,TJ Friedl,OF,111.4,572.3,CIN,2026,bat,OF
18036,Jake Cronenworth,1B/2B,131.06,560.3,SDP,2026,bat,1B/2B
31781,Jackson Holliday,2B,90.4,443.5,BAL,2026,bat,2B
20178,Miguel Vargas,3B,111.13,512.1,CHW,2026,bat,3B
18882,Brandon Lowe,2B,108.75,570.5,PIT,2026,bat,2B
33549,Kyle Teel,C,91.77,443.3,CHW,2026,bat,C
21454,Lars Nootbaar,OF,109.3,549.3,STL,2026,bat,OF
15362,Jeff McNeil,2B/OF,118.9,539.8,ATH,2026,bat,2B/OF
13152,Jorge Polanco,2B/SS,109.47,558.8,NYM,2026,bat,2B/SS
23772,Wilyer Abreu,OF,101.83,547.9,BOS,2026,bat,OF
20391,Luis García Jr.,2B,107.5,534.3,WSN,2026,bat,2B
13301,Max Muncy,1B/3B,85.65,432.0,LAD,2026,bat,1B/3B
27790,Evan Carter,OF,90.61,435.7,TEX,2026,bat,OF
32127,Chase DeLauter,OF,106.92,470.2,CLE,2026,bat,OF
19722,Carlos Narváez,C,88.13,339.8,BOS,2026,bat,C
22542,Lawrence Butler,OF,114.6,556.3,ATH,2026,bat,OF
29715,Hunter Goodman,C,107.7,590.4,COL,2026,bat,C
19290,Randy Arozarena,OF,146.93,710.9,SEA,2026,bat,OF
24598,Addison Barger,3B/OF,103.03,515.9,TOR,2026,bat,3B/OF
19918,Daulton Varsho,OF,117.45,566.5,TOR,2026,bat,OF
26299,Josh Jung,3B,109.44,475.3,TEX,2026,bat,3B
sa3065496,Konnor Griffin,SS,90.36,393.8,PIT,2026,bat,SS
29591,Colton Cowser,OF,107.32,487.6,BAL,2026,bat,OF
20352,Ernie Clement,3B,119.14,479.7,TOR,2026,bat,3B
23690,Brayan Rocchio,SS,103.36,396.3,CLE,2026,bat,SS
20308,Jake Meyers,OF,103.16,419.4,HOU,2026,bat,OF
7304,Salvador Perez,C,131.1,653.4,KCR,2026,bat,C
31595,Brooks Lee,3B/SS,111.31,446.8,MIN,2026,bat,3B/SS
29695,Matt McLain,2B,109.96,511.2,CIN,2026,bat,2B
29622,Sal Frelick,OF,108.04,504.4,MIL,2026,bat,OF
26396,Josh Smith,3B/SS,103.81,443.2,TEX,2026,bat,3B/SS
13620,Carson Kelly,C,80.73,333.4,CHC,2026,bat,C
26151,Kyle Stowers,OF,113.86,590.2,MIA,2026,bat,OF
20043,Luis Robert Jr.,OF,117.48,505.9,NYM,2026,bat,OF
20220,Jo Adell,OF,111.43,558.6,LAA,2026,bat,OF
29478,Carter Jensen,C/DH,77.23,351.1,KCR,2026,bat,C/DH
21523,Jonathan India,2B,110.84,513.9,KCR,2026,bat,2B
26466,Matt Wallner,OF,98.72,489.2,MIN,2026,bat,OF
21837,Jonathan Aranda,1B,109.33,575.2,TBR,2026,bat,1B
13066,Teoscar Hernández,OF,132.78,663.3,LAD,2026,bat,OF
19326,Bryan Reynolds,OF,136.17,690.4,PIT,2026,bat,OF
11739,J.T. Realmuto,C,97.84,409.0,PHI,2026,bat,C
26477,Spencer Horwitz,1B,102.33,526.6,PIT,2026,bat,1B
22275,Jake Burger,1B/3B,118.77,579.6,TEX,2026,bat,1B/3B
11609,Willson Contreras,C,105.3,575.4,BOS,2026,bat,C
27506,Ha-Seong Kim,SS,89.09,377.2,ATL,2026,bat,SS
29995,Daylen Lile,OF,109.08,517.5,WSN,2026,bat,OF
33541,Dylan Crews,OF,122.23,553.4,WSN,2026,bat,OF
22515,Heliot Ramos,OF,123.21,609.2,SFG,2026,bat,OF
10155,Mike Trout,OF,93.23,505.5,LAA,2026,bat,OF
11477,Christian Yelich,OF,108.3,573.3,MIL,2026,bat,OF
31505,Sal Stewart,1B/3B,98.22,514.7,CIN,2026,bat,1B/3B
25807,Jared Triolo,3B,113.14,446.6,PIT,2026,bat,3B
18030,Harrison Bader,OF,108.55,438.1,SFG,2026,bat,OF
12564,Trevor Story,SS,99.04,467.3,BOS,2026,bat,SS
19470,Tommy Edman,2B,92.35,392.6,LAD,2026,bat,2B
20202,Brandon Marsh,OF,100.54,460.6,PHI,2026,bat,OF
25479,Brenton Doyle,OF,118.18,514.8,COL,2026,bat,OF
12552,Eugenio Suárez,3B,134.16,709.5,CIN,2026,bat,3B
25782,Pedro Pagés,C,69.37,249.0,STL,2026,bat,C
31680,Cole Young,2B,79.3,292.9,SEA,2026,bat,2B
17338,Willi Castro,OF,115.21,517.9,COL,2026,bat,OF
sa3020240,Justin Crawford,OF,92.04,364.4,PHI,2026,bat,OF
16442,Ryan O'Hearn,1B/DH,105.06,527.6,PIT,2026,bat,1B/DH
27490,Nick Gonzales,2B,85.74,369.4,PIT,2026,bat,2B
15112,Ryan McMahon,3B,100.13,394.3,NYY,2026,bat,3B
19352,Sean Murphy,C,82.53,350.9,ATL,2026,bat,C
25961,Kerry Carpenter,DH/OF,95.16,512.6,DET,2026,bat,DH/OF
15905,Luis Torrens,C,51.33,200.5,NYM,2026,bat,C
26546,Agustín Ramírez,C/DH,96.7,498.9,MIA,2026,bat,C/DH
22184,Mark Vientos,3B/DH,103.1,507.0,NYM,2026,bat,3B/DH
19955,Gavin Lux,2B,88.16,394.4,TBR,2026,bat,2B
29592,Connor Norby,3B,113.17,449.4,MIA,2026,bat,3B
29794,Kyle Manzardo,1B/DH,96.03,497.1,CLE,2026,bat,1B/DH
27465,Spencer Torkelson,1B,135.06,639.2,DET,2026,bat,1B
35041,Jac Caglianone,OF,86.5,438.3,KCR,2026,bat,OF
17128,Ramón Laureano,OF,107.03,495.1,SDP,2026,bat,OF
13145,Josh Bell,1B,110.16,573.8,MIN,2026,bat,1B
25979,Nasim Nuñez,SS,84.89,367.6,WSN,2026,bat,SS
29976,Jordan Lawlar,3B/SS,86.45,338.4,ARI,2026,bat,3B/SS
13419,Christian Walker,1B,123.44,578.4,HOU,2026,bat,1B
18577,Ke'Bryan Hayes,3B,108.03,395.0,CIN,2026,bat,3B
31349,Victor Scott II,OF,109.83,373.3,STL,2026,bat,OF
31695,Dylan Beavers,OF,74.57,346.9,BAL,2026,bat,OF
16535,Danny Jansen,C,79.53,323.9,TEX,2026,bat,C
19913,Jesús Sánchez,OF,88.12,424.7,TOR,2026,bat,OF
19858,Luis Rengifo,2B/3B,86.45,358.9,MIL,2026,bat,2B/3B
16725,Jose Trevino,C,51.33,200.0,CIN,2026,bat,C
21614,Kyle Isbel,OF,101.13,372.4,KCR,2026,bat,OF
19452,Jake Rogers,C,51.21,176.0,DET,2026,bat,C
27555,Garrett Mitchell,OF,79.88,331.1,MIL,2026,bat,OF
26123,Brett Baty,3B,88.22,405.8,NYM,2026,bat,3B
11899,Joc Pederson,OF,84.45,447.7,TEX,2026,bat,OF
29931,Jacob Young,OF,76.03,265.6,WSN,2026,bat,OF
28824,Samuel Basallo,C,83.84,363.2,BAL,2026,bat,C
17929,Cedric Mullins,OF,98.86,405.1,TBR,2026,bat,OF
26548,Luisangel Acuña,2B,88.29,334.8,CHW,2026,bat,2B
25477,Isaac Collins,OF,88.68,388.7,KCR,2026,bat,OF
23800,Parker Meadows,OF,84.01,347.2,DET,2026,bat,OF
22263,Nolan Gorman,2B,108.32,470.0,STL,2026,bat,2B
14968,Victor Caratini,C,76.67,340.8,MIN,2026,bat,C
26368,JJ Bleday,OF,80.39,382.5,CIN,2026,bat,OF
15711,Tyler O'Neill,OF,86.15,421.6,BAL,2026,bat,OF
21538,Nick Fortes,C,67.04,232.5,TBR,2026,bat,C
23565,Davis Schneider,2B/OF,73.67,332.9,TOR,2026,bat,2B/OF
31394,Brooks Baldwin,OF,74.59,314.6,CHW,2026,bat,OF
29668,Marcelo Mayer,3B,78.63,326.5,BOS,2026,bat,3B
17232,Yoán Moncada,3B,81.76,361.8,LAA,2026,bat,3B
10324,Marcell Ozuna,DH/OF,106.82,550.4,PIT,2026,bat,DH/OF
22857,Wenceel Pérez,OF,103.95,450.8,DET,2026,bat,OF
29617,Henry Davis,C/OF,62.44,224.5,PIT,2026,bat,C/OF
17988,Tyler Stephenson,C,97.12,415.9,CIN,2026,bat,C
19287,Adolis García,OF,120.09,550.0,PHI,2026,bat,OF
21501,Trevor Larnach,DH/OF,91.3,448.2,MIN,2026,bat,DH/OF
31912,Chandler Simpson,OF,87.8,371.8,TBR,2026,bat,OF
22563,Gabriel Arias,SS,91.17,337.7,CLE,2026,bat,SS
27462,Austin Martin,OF,71.93,308.7,MIN,2026,bat,OF
21524,Joey Bart,C,64.63,252.8,PIT,2026,bat,C
29993,Brady House,3B,107.73,401.7,WSN,2026,bat,3B
14854,Mike Yastrzemski,OF,89.3,420.8,ATL,2026,bat,OF
18123,Nathan Lukes,OF,60.5,279.6,TOR,2026,bat,OF
21693,Miguel Amaya,C,68.22,267.8,CHC,2026,bat,C
5517,Kyle Higashioka,C,47.55,180.9,TEX,2026,bat,C
34979,Christian Moore,2B,80.83,305.3,LAA,2026,bat,2B
26517,Noelvi Marte,3B/OF,106.05,469.4,CIN,2026,bat,3B/OF
24729,Logan O'Hoppe,C,95.24,379.3,LAA,2026,bat,C
21562,Romy Gonzalez,1B/2B,53.59,268.1,BOS,2026,bat,1B/2B
20084,J.C. Escarra,C,35.53,134.5,NYY,2026,bat,C
23401,José Caballero,2B/SS,70.49,273.9,NYY,2026,bat,2B/SS
18795,Ramón Urías,3B,67.42,274.5,STL,2026,bat,3B
sa3022923,Colt Emerson,SS,62.64,237.6,SEA,2026,bat,SS
19238,Lourdes Gurriel Jr.,OF,90.02,440.1,ARI,2026,bat,OF
19392,Zach McKinstry,3B/OF,81.36,306.1,DET,2026,bat,3B/OF
27475,Jordan Walker,OF,110.47,457.5,STL,2026,bat,OF
15518,Amed Rosario,SS,53.89,222.2,NYY,2026,bat,SS
35108,Cam Smith,OF,87.62,363.6,HOU,2026,bat,OF
31382,Dalton Rushing,C,43.49,179.1,LAD,2026,bat,C
27534,Edouard Julien,2B,82.52,363.4,COL,2026,bat,2B
19953,Josh Lowe,OF,101.08,463.5,LAA,2026,bat,OF
23372,Hunter Feduccia,C,54.88,181.4,TBR,2026,bat,C
21897,Christopher Morel,DH/OF,74.31,346.2,MIA,2026,bat,DH/OF
22217,Luis Campusano,C,55.68,237.6,SDP,2026,bat,C
sa3012529,Sung-Mun Song,2B/3B,69.66,263.2,SDP,2026,bat,2B/3B
26031,Vaughn Grissom,2B,53.13,203.4,LAA,2026,bat,2B
27883,Thomas Saggese,2B/SS,59.88,234.0,STL,2026,bat,2B/SS
16939,Lane Thomas,OF,94.92,433.4,KCR,2026,bat,OF
26323,Spencer Steer,1B/OF,97.08,456.8,CIN,2026,bat,1B/OF
4949,Giancarlo Stanton,DH/OF,82.44,420.8,NYY,2026,bat,DH/OF
26197,Andrew Vaughn,1B/OF,118.41,539.1,MIL,2026,bat,1B/OF
22532,Tyler Freeman,OF,69.78,348.3,COL,2026,bat,OF
27496,Owen Caissie,OF,82.03,332.1,MIA,2026,bat,OF
23792,Alek Thomas,OF,70.02,260.5,ARI,2026,bat,OF
26438,Dominic Canzone,OF,81.66,360.1,SEA,2026,bat,OF
14221,Jorge Soler,DH/OF,105.66,491.7,LAA,2026,bat,DH/OF
sa3017374,Joe Mack,C,55.89,202.6,MIA,2026,bat,C
21746,José Fermín,2B/3B,41.04,180.8,STL,2026,bat,2B/3B
29958,Harry Ford,C,47.16,188.5,WSN,2026,bat,C
19610,Keibert Ruiz,C,80.29,310.1,WSN,2026,bat,C
29779,Max Muncy,2B/3B,61.9,238.2,ATH,2026,bat,2B/3B
25643,Drew Millas,C,36.21,143.4,WSN,2026,bat,C
33322,Matt Shaw,3B,57.38,244.4,CHC,2026,bat,3B
19260,Jake Fraley,OF,81.31,355.3,TBR,2026,bat,OF
12976,Austin Hedges,C,28.56,75.1,CLE,2026,bat,C
21622,Jake McCarthy,OF,72.06,361.1,COL,2026,bat,OF
28253,Javier Sanoja,3B/OF,49.73,190.0,MIA,2026,bat,3B/OF
29844,Liam Hicks,C/1B,65.35,263.8,MIA,2026,bat,C/1B
18363,Victor Robles,OF,66.32,251.4,SEA,2026,bat,OF
22541,George Valera,DH/OF,67.88,325.0,CLE,2026,bat,DH/OF
23789,Blaze Alexander,3B,56.73,215.8,BAL,2026,bat,3B
30038,Carson Williams,SS,80.47,272.1,TBR,2026,bat,SS
22239,Jeremiah Jackson,3B/OF,49.87,213.1,BAL,2026,bat,3B/OF
29858,Denzel Clarke,OF,80.47,277.1,ATH,2026,bat,OF
18848,Yohel Pozo,C/DH,41.87,173.2,STL,2026,bat,C/DH
26224,Darell Hernaiz,3B/SS,36.25,144.1,ATH,2026,bat,3B/SS
27531,David Hamilton,2B/SS,45.15,172.4,MIL,2026,bat,2B/SS
31363,Graham Pauley,3B,55.23,221.6,MIA,2026,bat,3B
21646,Rafael Marchán,C,36.33,130.5,PHI,2026,bat,C
25629,Cody Freeman,2B,41.07,167.6,TEX,2026,bat,2B
19901,Gavin Sheets,DH/OF,96.13,413.7,SDP,2026,bat,DH/OF
16530,Mauricio Dubón,2B/OF,87.61,322.1,ATL,2026,bat,2B/OF
17901,Andrew Benintendi,OF,105.37,475.6,CHW,2026,bat,OF
27577,Casey Schmitt,2B/3B,47.48,185.7,SFG,2026,bat,2B/3B
26467,Luis Matos,OF,42.23,193.2,SFG,2026,bat,OF
27684,Michael Massey,2B,53.37,223.0,KCR,2026,bat,2B
12979,Javier Báez,SS,67.4,228.0,DET,2026,bat,SS
15878,Miguel Andujar,3B/OF,67.48,295.8,SDP,2026,bat,3B/OF
9218,Paul Goldschmidt,1B,82.2,395.5,NYY,2026,bat,1B
21009,Leo Rivas,2B/SS,35.15,124.1,SEA,2026,bat,2B/SS
13590,Jesse Winker,OF,52.14,255.1,,2026,bat,OF
sa3025452,Carson Benge,OF,69.31,256.0,NYM,2026,bat,OF
33252,Kyle Karros,3B,46.46,206.6,COL,2026,bat,3B
17022,Edmundo Sosa,3B/SS,55.03,216.3,PHI,2026,bat,3B/SS
23733,Ezequiel Duran,3B,56.2,214.5,TEX,2026,bat,3B
19921,Blake Perkins,OF,57.44,207.0,MIL,2026,bat,OF
28022,Edgar Quero,C/DH,93.75,387.5,CHW,2026,bat,C/DH
26540,Angel Martínez,OF,47.74,192.0,CLE,2026,bat,OF
19354,Luke Raley,1B/OF,70.75,288.6,SEA,2026,bat,1B/OF
19892,Pavin Smith,1B/OF,86.29,391.4,ARI,2026,bat,1B/OF
22896,Lenyn Sosa,2B,82.45,345.3,CHW,2026,bat,2B
13770,Rob Refsnyder,OF,45.99,203.2,SEA,2026,bat,OF
13897,Tyler Heineman,C,25.0,90.3,TOR,2026,bat,C
16472,Rhys Hoskins,1B,83.86,383.4,CLE,2026,bat,1B
31855,Colby Thomas,OF,52.74,231.5,ATH,2026,bat,OF
28820,Moisés Ballesteros,DH,68.63,298.6,CHC,2026,bat,DH
sa3009808,Juan Brito,2B,33.36,124.8,CLE,2026,bat,2B
31357,Nathan Church,OF,40.43,164.8,STL,2026,bat,OF
23691,José Tena,3B,48.49,188.6,WSN,2026,bat,3B
23782,Leo Jiménez,2B/SS,30.35,117.6,TOR,2026,bat,2B/SS
7802,Miguel Rojas,SS,32.04,124.6,LAD,2026,bat,SS
26202,Jake Mangum,OF,61.28,253.2,PIT,2026,bat,OF
31500,Ryan Ritter,2B/SS,44.29,177.2,COL,2026,bat,2B/SS
28312,Coby Mayo,1B,36.53,149.7,BAL,2026,bat,1B
19296,Alex Call,OF,35.07,156.0,LAD,2026,bat,OF
21558,Matt Vierling,OF,52.82,217.6,DET,2026,bat,OF
33197,Ben Williamson,3B,51.96,187.5,TBR,2026,bat,3B
33704,CJ Kayfus,1B/OF,47.99,197.3,CLE,2026,bat,1B/OF
sa3025129,Travis Bazzana,2B,44.26,161.3,CLE,2026,bat,2B
22530,Johnathan Rodríguez,OF,40.34,178.2,CLE,2026,bat,OF
31431,Jordan Beck,OF,104.14,483.1,COL,2026,bat,OF
19896,Connor Wong,C,57.07,217.4,BOS,2026,bat,C
9774,Christian Vázquez,C,29.05,82.1,HOU,2026,bat,C
21780,Esteury Ruiz,OF,30.11,139.9,MIA,2026,bat,OF
12859,James McCann,C,41.3,154.8,ARI,2026,bat,C
19956,Mickey Moniak,OF,92.77,472.8,COL,2026,bat,OF
22514,Triston Casas,1B,35.1,174.7,BOS,2026,bat,1B
18900,Leody Taveras,OF,30.48,125.3,BAL,2026,bat,OF
18054,Sam Haggerty,OF,43.59,195.5,TEX,2026,bat,OF
31564,Alan Roden,OF,37.21,157.0,MIN,2026,bat,OF
15271,Austin Wynns,C,26.84,91.9,ATH,2026,bat,C
21587,César Salazar,C,35.41,113.2,HOU,2026,bat,C
16622,Luis Urías,2B/3B,30.2,115.1,,2026,bat,2B/3B
31354,Jimmy Crooks,C,29.84,105.3,STL,2026,bat,C
29766,Zack Gelof,2B,35.53,141.6,ATH,2026,bat,2B
15194,Jake Bauers,1B/OF,68.14,294.0,MIL,2026,bat,1B/OF
sa3025261,Ryan Waldschmidt,OF,30.74,137.9,ARI,2026,bat,OF
11442,Gary Sánchez,C,36.02,155.7,MIL,2026,bat,C
20572,Kody Clemens,1B,50.41,208.9,MIN,2026,bat,1B
24770,James Outman,OF,42.4,165.0,MIN,2026,bat,OF
23698,Ronny Mauricio,2B/3B,34.98,145.9,NYM,2026,bat,2B/3B
7739,Travis d'Arnaud,C,42.86,150.0,LAA,2026,bat,C
26365,Jonny DeLuca,OF,59.35,242.6,TBR,2026,bat,OF
28080,Jasson Domínguez,OF,24.67,116.4,NYY,2026,bat,OF
22458,Taylor Walls,SS,59.27,194.4,TBR,2026,bat,SS
19363,Austin Hays,OF,88.97,368.0,CHW,2026,bat,OF
31837,Masataka Yoshida,DH/OF,40.36,204.8,BOS,2026,bat,DH/OF
22277,Nick Allen,SS,34.83,99.6,HOU,2026,bat,SS
19514,Andrew Knizner,C,25.81,82.3,SEA,2026,bat,C
29788,Brett Harris,3B,36.49,128.0,ATH,2026,bat,3B
35322,Hyeseong Kim,2B,29.55,109.3,LAD,2026,bat,2B
13185,Orlando Arcia,SS,30.74,110.2,MIN,2026,bat,SS
29704,Braxton Fulford,C,43.32,178.1,COL,2026,bat,C
24336,Johan Rojas,OF,31.49,116.4,PHI,2026,bat,OF
31583,Zach Cole,OF,75.58,280.6,HOU,2026,bat,OF
sa3020134,Jett Williams,SS,30.86,110.2,MIL,2026,bat,SS
21707,Oswaldo Cabrera,3B/OF,39.15,145.7,NYY,2026,bat,3B/OF
13675,Tyrone Taylor,OF,55.77,205.0,NYM,2026,bat,OF
33644,Kristian Campbell,2B,22.98,92.3,BOS,2026,bat,2B
