playerid,PlayerName,minpos,G,FPTS,Team,season,stats,role
21711,Oneil Cruz,SS/OF,136.0800018310547,784.5782876491546,PIT,2024,bat,SS/OF
19352,Sean Murphy,C,98.61000061035156,506.26468850970264,ATL,2024,bat,C
15986,Willy Adames,SS,149.0399932861328,744.8521455645562,SFG,2024,bat,SS
19251,Pete Alonso,1B,150.0,944.5589305996893,BAL,2024,bat,1B
21479,Nico Hoerner,2B/SS,150.0,724.756052327156,CHC,2024,bat,2B/SS
22581,Alejandro Kirk,C,89.45999908447266,454.4860279142856,TOR,2024,bat,C
18568,Luis Arraez,1B/2B,137.6999969482422,798.5482693195341,SFG,2024,bat,1B/2B
9218,Paul Goldschmidt,1B,150.0,913.9689043641091,NYY,2024,bat,1B
22514,Triston Casas,1B,144.17999267578125,872.1535131692884,BOS,2024,bat,1B
22664,Gabriel Moreno,C,121.0999984741211,583.7263320088387,ARI,2024,bat,C
17919,Ian Happ,OF,150.0,817.8333206176757,CHC,2024,bat,OF
18314,Dansby Swanson,SS,150.0,715.9369350910187,CHC,2024,bat,SS
25768,CJ Abrams,SS,140.94000244140625,708.1655436515806,WSN,2024,bat,SS
25976,Riley Greene,OF,142.55999755859375,784.4612979888915,DET,2024,bat,OF
19290,Randy Arozarena,OF,150.0,842.1982831478118,SEA,2024,bat,OF
11477,Christian Yelich,OF,149.0399932861328,861.408931350708,MIL,2024,bat,OF
24610,Steven Kwan,OF,150.0,804.1237717628478,CLE,2024,bat,OF
12856,George Springer,OF,144.17999267578125,817.5576717257499,TOR,2024,bat,OF
18882,Brandon Lowe,2B,118.26000213623047,645.0733637452124,PIT,2024,bat,2B
27676,Vinnie Pasquantino,1B/DH,136.0800018310547,840.9548164844513,KCR,2024,bat,1B/DH
12861,Anthony Rendon,3B,131.22000122070312,722.4609552264213,LAA,2024,bat,3B
19326,Bryan Reynolds,OF,149.0399932861328,875.9543192386626,PIT,2024,bat,OF
27647,Anthony Volpe,SS,142.55999755859375,619.756856894493,NYY,2024,bat,SS
19918,Daulton Varsho,OF,137.6999969482422,665.1691248178481,TOR,2024,bat,OF
15362,Jeff McNeil,2B/OF,142.55999755859375,711.9926257848739,OAK,2024,bat,2B/OF
27478,Patrick Bailey,C,96.41999816894531,335.76459430456157,SFG,2024,bat,C
26299,Josh Jung,3B,144.17999267578125,698.243479013443,TEX,2024,bat,3B
13152,Jorge Polanco,2B/SS,139.32000732421875,694.4372397005558,NYM,2024,bat,2B/SS
11739,J.T. Realmuto,C,120.75,600.6357867479323,PHI,2024,bat,C
27506,Ha-Seong Kim,SS,140.94000244140625,645.2111840605736,ATL,2024,bat,SS
21454,Lars Nootbaar,OF,115.0199966430664,631.218765604496,STL,2024,bat,OF
16505,Matt Chapman,3B,144.17999267578125,674.3316346406936,SFG,2024,bat,3B
18577,Ke'Bryan Hayes,3B,140.94000244140625,717.8018557548522,CIN,2024,bat,3B
21636,Jeremy Peña,SS,147.4199981689453,657.575245308876,HOU,2024,bat,SS
33333,Wyatt Langford,OF,139.32000732421875,765.0387071132658,TEX,2024,bat,OF
27534,Edouard Julien,2B,119.87999725341797,637.6749959111214,COL,2024,bat,2B
22263,Nolan Gorman,2B,123.12000274658203,677.963068974018,STL,2024,bat,2B
15998,Cody Bellinger,1B/OF,145.8000030517578,767.4151213169097,NYY,2024,bat,1B/OF
31347,Zach Neto,SS,140.94000244140625,601.2982012748716,LAA,2024,bat,SS
29622,Sal Frelick,OF,131.22000122070312,663.7253645181655,MIL,2024,bat,OF
17929,Cedric Mullins,OF,139.32000732421875,719.5926653385162,TBR,2024,bat,OF
29766,Zack Gelof,2B,139.32000732421875,675.5952495455741,OAK,2024,bat,2B
11609,Willson Contreras,C,115.75,623.4642925858499,BOS,2024,bat,C
17232,Yoán Moncada,3B,142.55999755859375,684.2708899736405,LAA,2024,bat,3B
27790,Evan Carter,OF,131.22000122070312,675.7859401464461,TEX,2024,bat,OF
19287,Adolis García,OF,144.17999267578125,745.7049309730528,PHI,2024,bat,OF
26294,Bryson Stott,2B,134.4600067138672,636.2156252384185,PHI,2024,bat,2B
16478,Kyle Schwarber,DH/OF,150.0,943.12377038002,PHI,2024,bat,DH/OF
14161,Byron Buxton,OF,124.73999786376953,684.9400495290755,MIN,2024,bat,OF
17548,Taylor Ward,OF,134.4600067138672,739.0459605455399,BAL,2024,bat,OF
23003,Yainer Diaz,C/DH,103.47000122070312,538.4169651806354,HOU,2024,bat,C/DH
30116,Seiya Suzuki,DH/OF,136.0800018310547,773.430624628067,CHC,2024,bat,DH/OF
19566,Nathaniel Lowe,1B,137.6999969482422,757.9040139913558,CIN,2024,bat,1B
20529,Nolan Jones,OF,144.17999267578125,842.066367292404,CLE,2024,bat,OF
21865,Bo Naylor,C,93.86000061035156,431.7104701280594,CLE,2024,bat,C
13419,Christian Walker,1B,150.0,828.8918618083001,HOU,2024,bat,1B
24679,Brendan Donovan,2B/OF,123.12000274658203,679.6848141908646,SEA,2024,bat,2B/OF
20454,Jazz Chisholm Jr.,2B/OF,137.6999969482422,723.485955095291,NYY,2024,bat,2B/OF
18839,Josh Naylor,1B,134.4600067138672,778.9515597462654,SEA,2024,bat,1B
26031,Vaughn Grissom,2B,113.4000015258789,549.4020423173905,LAA,2024,bat,2B
26668,Elly De La Cruz,SS,137.6999969482422,729.655717229843,CIN,2024,bat,SS
17982,Ty France,1B,144.17999267578125,691.8584592700005,SDP,2024,bat,1B
18900,Leody Taveras,OF,124.73999786376953,532.3620279073715,BAL,2024,bat,OF
21618,Alec Bohm,3B,142.55999755859375,699.4238200187682,PHI,2024,bat,3B
12144,Max Kepler,OF,132.83999633789062,673.1757572650911,,2024,bat,OF
14551,Anthony Santander,OF,149.0399932861328,793.8970973610877,TOR,2024,bat,OF
16725,Jose Trevino,C,76.83999633789062,263.3245990037918,CIN,2024,bat,C
17484,Eloy Jiménez,DH/OF,140.94000244140625,807.2432325005532,TOR,2024,bat,DH/OF
22275,Jake Burger,1B/3B,149.0399932861328,762.9376713991164,TEX,2024,bat,1B/3B
16472,Rhys Hoskins,1B,147.4199981689453,815.6286181211472,CLE,2024,bat,1B
21523,Jonathan India,2B,134.4600067138672,741.9225301146506,KCR,2024,bat,2B
22244,Jack Suwinski,OF,119.87999725341797,620.1839564085006,LAD,2024,bat,OF
12564,Trevor Story,SS,145.8000030517578,678.8477185726165,BOS,2024,bat,SS
22715,Maikel Garcia,3B,124.73999786376953,606.4116307258605,KCR,2024,bat,3B
16426,Thairo Estrada,2B,139.32000732421875,631.3907378435134,BAL,2024,bat,2B
23792,Alek Thomas,OF,126.36000061035156,543.5422974109649,ARI,2024,bat,OF
31781,Jackson Holliday,2B,105.30000305175781,464.85906224250795,BAL,2024,bat,2B
16219,J.D. Davis,3B,126.36000061035156,564.4000200510026,,2024,bat,3B
13301,Max Muncy,1B/3B,124.73999786376953,656.0765709519386,LAD,2024,bat,1B/3B
19953,Josh Lowe,OF,113.4000015258789,570.4483716845511,LAA,2024,bat,OF
24770,James Outman,OF,121.5,537.0305106639863,MIN,2024,bat,OF
19858,Luis Rengifo,2B/3B,115.0199966430664,551.6739016771317,MIL,2024,bat,2B/3B
18036,Jake Cronenworth,1B/2B,142.55999755859375,683.7572972774506,SDP,2024,bat,1B/2B
29617,Henry Davis,C/OF,117.11000061035156,536.9262480735778,PIT,2024,bat,C/OF
19599,Chas McCormick,OF,123.12000274658203,558.7401105284691,CHC,2024,bat,OF
9874,DJ LeMahieu,2B,119.87999725341797,574.6031526327134,,2024,bat,2B
27899,Colt Keith,2B,116.63999938964844,545.1914143085479,DET,2024,bat,2B
24729,Logan O'Hoppe,C,114.95999908447266,576.0410857677459,LAA,2024,bat,C
27815,Jordan Westburg,2B/3B,97.19999694824219,418.1224937558174,BAL,2024,bat,2B/3B
31837,Masataka Yoshida,DH/OF,132.83999633789062,737.8146005630492,BOS,2024,bat,DH/OF
17907,Brendan Rodgers,2B,136.0800018310547,690.6957509577273,BOS,2024,bat,2B
15711,Tyler O'Neill,OF,127.9800033569336,653.4281585335732,BAL,2024,bat,OF
27465,Spencer Torkelson,1B,150.0,814.5686958193779,DET,2024,bat,1B
23800,Parker Meadows,OF,123.12000274658203,567.7887927055358,DET,2024,bat,OF
21897,Christopher Morel,DH/OF,123.12000274658203,645.1974789142608,MIA,2024,bat,DH/OF
19955,Gavin Lux,2B,110.16000366210938,484.85946986675265,TBR,2024,bat,2B
18373,Ryan Mountcastle,1B,132.83999633789062,693.420053076744,BAL,2024,bat,1B
14221,Jorge Soler,DH/OF,142.55999755859375,818.3593966960906,LAA,2024,bat,DH/OF
26197,Andrew Vaughn,1B/OF,145.8000030517578,746.1042964577674,MIL,2024,bat,1B/OF
23565,Davis Schneider,2B/OF,87.4800033569336,429.9002213358879,TOR,2024,bat,2B/OF
17452,Jose Siri,OF,124.73999786376953,498.42584846019747,LAA,2024,bat,OF
33189,Nolan Schanuel,1B,121.5,603.9316918134689,LAA,2024,bat,1B
15112,Ryan McMahon,3B,136.0800018310547,669.5272024869918,NYY,2024,bat,3B
22799,Geraldo Perdomo,SS,106.91999816894531,414.8773264884948,ARI,2024,bat,SS
15161,Mitch Garver,C/DH,121.98999786376953,619.6769361197947,SEA,2024,bat,C/DH
19363,Austin Hays,OF,124.73999786376953,571.4026431441307,CHW,2024,bat,OF
24618,Ryan Jeffers,C,85.27999877929688,372.8448830962181,MIN,2024,bat,C
22217,Luis Campusano,C,115.48999786376953,528.5269850611686,SDP,2024,bat,C
12552,Eugenio Suárez,3B,140.94000244140625,634.8517474710942,CIN,2024,bat,3B
30011,Christian Encarnacion-Strand,1B,129.60000610351562,701.3339706301688,CIN,2024,bat,1B
18030,Harrison Bader,OF,103.68000030517578,418.0039732456207,SFG,2024,bat,OF
29695,Matt McLain,2B,68.04000091552734,376.337646818161,CIN,2024,bat,2B
27562,Austin Wells,C,74.27999877929688,325.15527028739444,NYY,2024,bat,C
26123,Brett Baty,3B,106.91999816894531,462.4873354554177,NYM,2024,bat,3B
13066,Teoscar Hernández,OF,139.32000732421875,703.3469044685362,LAD,2024,bat,OF
13185,Orlando Arcia,SS,129.60000610351562,539.4591207265854,MIN,2024,bat,SS
20202,Brandon Marsh,OF,127.9800033569336,549.4037067890167,PHI,2024,bat,OF
19470,Tommy Edman,2B,95.58000183105469,452.57807633876797,LAD,2024,bat,2B
17901,Andrew Benintendi,OF,137.6999969482422,678.2631620764732,CHW,2024,bat,OF
16535,Danny Jansen,C,68.4800033569336,314.09457917511463,TEX,2024,bat,C
19452,Jake Rogers,C,84.81999969482422,312.6165725111961,DET,2024,bat,C
14968,Victor Caratini,C,60.4900016784668,252.42219223976133,MIN,2024,bat,C
20391,Luis García Jr.,2B,106.91999816894531,486.9412048339844,WSN,2024,bat,2B
14854,Mike Yastrzemski,OF,118.26000213623047,546.1793837547301,ATL,2024,bat,OF
17027,Alex Verdugo,OF,111.77999877929688,529.1365216612816,SDP,2024,bat,OF
19610,Keibert Ruiz,C,111.94000244140625,543.5631045341491,WSN,2024,bat,C
27479,Masyn Winn,SS,113.4000015258789,421.00609588623047,STL,2024,bat,SS
23312,Ryan Noda,1B,131.22000122070312,647.7452424764633,BAL,2024,bat,1B
19859,René Pinto,C,88.88999938964844,313.9530368089676,PHI,2024,bat,C
19522,TJ Friedl,OF,90.72000122070312,470.5642619132995,CIN,2024,bat,OF
16939,Lane Thomas,OF,147.4199981689453,743.150795340538,KCR,2024,bat,OF
13621,Jeimer Candelario,3B,136.0800018310547,676.525742661953,LAA,2024,bat,3B
15172,Tim Anderson,SS,131.22000122070312,590.7813752412795,,2024,bat,SS
22197,MJ Melendez,OF,132.83999633789062,675.8702571630479,NYM,2024,bat,OF
24617,Jarren Duran,OF,119.87999725341797,626.5111978530883,BOS,2024,bat,OF
23690,Brayan Rocchio,SS,100.44000244140625,374.5142645359039,CLE,2024,bat,SS
7739,Travis d'Arnaud,C,79.81999969482422,357.85644488930694,LAA,2024,bat,C
19238,Lourdes Gurriel Jr.,OF,126.36000061035156,659.7414289832116,ARI,2024,bat,OF
26323,Spencer Steer,1B/OF,132.83999633789062,695.7708035707474,CIN,2024,bat,1B/OF
11615,Brandon Drury,2B/3B,134.4600067138672,647.8078639030456,KCR,2024,bat,2B/3B
11445,Mark Canha,OF,123.12000274658203,599.1143534779548,TEX,2024,bat,OF
3473,Anthony Rizzo,1B,127.9800033569336,668.2567923247814,,2024,bat,1B
10324,Marcell Ozuna,DH/OF,137.6999969482422,742.4937341094015,PIT,2024,bat,DH/OF
5517,Kyle Higashioka,C,71.37999725341797,261.11429889202117,TEX,2024,bat,C
20599,Iván Herrera,C/DH,45.20000076293945,208.74256019592283,STL,2024,bat,C/DH
21614,Kyle Isbel,OF,110.16000366210938,440.08662950992584,KCR,2024,bat,OF
27475,Jordan Walker,OF,132.83999633789062,646.3316746115684,STL,2024,bat,OF
16622,Luis Urías,2B/3B,71.27999877929688,300.8330930620432,,2024,bat,2B/3B
22532,Tyler Freeman,OF,85.86000061035156,372.59489787817,COL,2024,bat,OF
29490,Jackson Merrill,OF,123.12000274658203,472.6045988321304,SDP,2024,bat,OF
20126,Dylan Carlson,OF,66.41999816894531,322.4345052361488,CHC,2024,bat,OF
22186,Brice Turang,2B,110.16000366210938,431.7326797246933,MIL,2024,bat,2B
18126,LaMonte Wade Jr.,1B/OF,111.77999877929688,589.9464648723603,CHW,2024,bat,1B/OF
24262,Ceddanne Rafaela,OF,124.73999786376953,535.5256879091262,BOS,2024,bat,OF
25493,Joey Ortiz,3B/SS,81.0,330.2748658776283,MIL,2024,bat,3B/SS
9774,Christian Vázquez,C,75.44000244140625,266.1034497797489,HOU,2024,bat,C
15518,Amed Rosario,SS,77.76000213623047,357.30672652721404,NYY,2024,bat,SS
7304,Salvador Perez,C,132.2899932861328,672.6680322647094,KCR,2024,bat,C
11038,Kevin Kiermaier,OF,102.05999755859375,395.900545835495,,2024,bat,OF
24064,Ezequiel Tovar,SS,145.8000030517578,614.669690990448,COL,2024,bat,SS
13145,Josh Bell,1B,144.17999267578125,785.1645895361901,MIN,2024,bat,1B
26368,JJ Bleday,OF,116.63999938964844,528.5968855023384,CIN,2024,bat,OF
5827,Wilmer Flores,1B,95.58000183105469,500.4796571433545,,2024,bat,1B
21538,Nick Fortes,C,66.29000091552734,258.6759627699852,TBR,2024,bat,C
21840,Freddy Fermin,C,49.720001220703125,221.23092688918115,SDP,2024,bat,C
21780,Esteury Ruiz,OF,103.68000030517578,476.1668224573135,MIA,2024,bat,OF
25816,Shea Langeliers,C,98.16000366210938,402.590054178238,OAK,2024,bat,C
18564,Trent Grisham,OF,63.18000030517578,275.23096187710763,NYY,2024,bat,OF
11899,Joc Pederson,OF,106.91999816894531,585.5842582345008,TEX,2024,bat,OF
16376,Michael Conforto,OF,121.5,590.7523683726787,CHC,2024,bat,OF
27684,Michael Massey,2B,92.33999633789062,404.90558838844294,KCR,2024,bat,2B
16512,Isiah Kiner-Falefa,SS,103.68000030517578,388.46178964376446,BOS,2024,bat,SS
21693,Miguel Amaya,C,57.25,224.98757565021512,CHC,2024,bat,C
19260,Jake Fraley,OF,116.63999938964844,624.2129730224609,TBR,2024,bat,OF
20287,Ben Rortvedt,C,55.7400016784668,187.23226435184478,NYM,2024,bat,C
19354,Luke Raley,1B/OF,89.0999984741211,405.3079933047295,SEA,2024,bat,1B/OF
14274,Mitch Haniger,OF,123.12000274658203,551.1847924828529,,2024,bat,OF
13620,Carson Kelly,C,69.52999877929688,268.3904222667217,CHC,2024,bat,C
28806,Jackson Chourio,OF,129.60000610351562,552.9213400959968,MIL,2024,bat,OF
20308,Jake Meyers,OF,92.33999633789062,348.40432287454604,HOU,2024,bat,OF
9241,Starling Marte,OF,134.4600067138672,639.6444849967957,KCR,2024,bat,OF
18171,Seth Brown,1B/OF,115.0199966430664,539.5222195267677,NYY,2024,bat,1B/OF
15676,José Abreu,1B,142.55999755859375,689.9786254763603,,2024,bat,1B
21853,Will Benson,OF,115.0199966430664,537.3480935096741,CIN,2024,bat,OF
15429,Kris Bryant,3B/OF,132.83999633789062,748.9284863352774,COL,2024,bat,3B/OF
5235,Justin Turner,3B,126.36000061035156,608.8765822440386,,2024,bat,3B
26438,Dominic Canzone,OF,84.23999786376953,377.6366437375546,SEA,2024,bat,OF
10681,Gio Urshela,3B,76.13999938964844,329.94705854654313,MIN,2024,bat,3B
26466,Matt Wallner,OF,100.44000244140625,466.6294491767883,MIN,2024,bat,OF
28163,Junior Caminero,3B,43.7400016784668,225.8094670057297,TBR,2024,bat,3B
22277,Nick Allen,SS,85.86000061035156,286.6493390798568,HOU,2024,bat,SS
10028,Christian Bethancourt,C,78.33999633789062,292.52060465216636,CHC,2024,bat,C
23401,José Caballero,2B/SS,76.13999938964844,302.8622498512268,NYY,2024,bat,2B/SS
19734,Josh Rojas,2B/3B,82.62000274658203,315.3625765770674,KCR,2024,bat,2B/3B
19627,Brent Rooker,DH/OF,131.22000122070312,639.8430217385292,OAK,2024,bat,DH/OF
25807,Jared Triolo,3B,118.26000213623047,450.7243703365326,PIT,2024,bat,3B
12976,Austin Hedges,C,54.2400016784668,143.80300566256042,CLE,2024,bat,C
9627,Yan Gomes,C,88.88999938964844,338.16113573312754,,2024,bat,C
22563,Gabriel Arias,SS,64.80000305175781,271.83352637887003,CLE,2024,bat,SS
23772,Wilyer Abreu,OF,72.9000015258789,354.68355801105497,BOS,2024,bat,OF
18795,Ramón Urías,3B,68.04000091552734,268.25591884851457,STL,2024,bat,3B
19913,Jesús Sánchez,OF,103.68000030517578,509.7570196866988,TOR,2024,bat,OF
27555,Garrett Mitchell,OF,87.4800033569336,353.75141446590425,MIL,2024,bat,OF
25961,Kerry Carpenter,DH/OF,119.87999725341797,608.3145559310913,DET,2024,bat,DH/OF
12979,Javier Báez,SS,126.36000061035156,498.86326289176935,DET,2024,bat,SS
17128,Ramón Laureano,OF,123.12000274658203,537.4669382810591,SDP,2024,bat,OF
29794,Kyle Manzardo,1B/DH,87.4800033569336,417.30673729777334,CLE,2024,bat,1B/DH
22558,Jarred Kelenic,OF,100.44000244140625,457.5698620080948,CHW,2024,bat,OF
21558,Matt Vierling,OF,87.4800033569336,384.63483178615564,DET,2024,bat,OF
13338,Omar Narváez,C,48.439998626708984,186.1380615800619,,2024,bat,C
15674,Reese McGuire,C,60.2599983215332,202.3997855365276,MIL,2024,bat,C
26517,Noelvi Marte,3B/OF,53.459999084472656,256.30412991046904,CIN,2024,bat,3B/OF
17988,Tyler Stephenson,C,93.5199966430664,397.78565984964365,CIN,2024,bat,C
14712,Manuel Margot,OF,79.37999725341797,347.33262599706643,,2024,bat,OF
13590,Jesse Winker,OF,85.86000061035156,447.3444654464722,,2024,bat,OF
4949,Giancarlo Stanton,DH/OF,106.91999816894531,562.4455264687537,NYY,2024,bat,DH/OF
11368,Yasmani Grandal,C,54.2400016784668,227.6363503783941,,2024,bat,C
15464,Hunter Renfroe,OF,97.19999694824219,475.2941870570183,,2024,bat,OF
24336,Johan Rojas,OF,85.86000061035156,322.27345628738396,PHI,2024,bat,OF
16530,Mauricio Dubón,2B/OF,72.9000015258789,315.04728368520733,ATL,2024,bat,2B/OF
11489,Michael A. Taylor,OF,97.19999694824219,365.4196581244468,,2024,bat,OF
12037,Jon Berti,3B,55.08000183105469,223.9517211794853,,2024,bat,3B
19252,Cavan Biggio,2B,97.19999694824219,382.4784914553165,HOU,2024,bat,2B
4940,Jason Heyward,OF,90.72000122070312,390.4353549599648,,2024,bat,OF
20325,Alex Kirilloff,1B/OF,90.72000122070312,420.55164096951484,,2024,bat,1B/OF
18819,Andy Ibáñez,2B/3B,61.560001373291016,272.38252060413356,OAK,2024,bat,2B/3B
16442,Ryan O'Hearn,1B/DH,93.95999908447266,450.7144528031348,PIT,2024,bat,1B/DH
15679,Rowdy Tellez,1B,92.33999633789062,470.2124166548252,,2024,bat,1B
18363,Victor Robles,OF,93.95999908447266,369.24042699337,SEA,2024,bat,OF
2967,Tommy Pham,OF,95.58000183105469,468.1853435754776,,2024,bat,OF
17338,Willi Castro,OF,92.33999633789062,395.4771112918853,COL,2024,bat,OF
29591,Colton Cowser,OF,66.41999816894531,289.72410594522955,BAL,2024,bat,OF
22458,Taylor Walls,SS,64.80000305175781,239.97309645414353,TBR,2024,bat,SS
19600,Bryan De La Cruz,OF,129.60000610351562,581.6601783156394,PHI,2024,bat,OF
19339,Nicky Lopez,2B/SS,93.95999908447266,310.1278967380524,COL,2024,bat,2B/SS
26224,Darell Hernaiz,3B/SS,66.41999816894531,236.5636960864067,OAK,2024,bat,3B/SS
16153,Austin Slater,OF,51.84000015258789,248.80378035306924,DET,2024,bat,OF
25660,Will Brennan,OF,76.13999938964844,325.7269587874413,SFG,2024,bat,OF
5297,Aaron Hicks,OF,118.26000213623047,529.6820294857025,,2024,bat,OF
19392,Zach McKinstry,3B/OF,82.62000274658203,354.092181634903,DET,2024,bat,3B/OF
14366,Joey Meneses,1B/DH,121.5,600.9455201745031,OAK,2024,bat,1B/DH
16572,Connor Joe,1B/OF,85.86000061035156,407.20257465839387,SEA,2024,bat,1B/OF
22542,Lawrence Butler,OF,108.54000091552734,414.5505257129669,OAK,2024,bat,OF
23733,Ezequiel Duran,3B,58.31999969482422,255.89887707233424,TEX,2024,bat,3B
15274,Mike Tauchman,OF,61.560001373291016,259.84951713085167,NYM,2024,bat,OF
20521,Nick Madrigal,2B/3B,46.97999954223633,196.55500278472906,LAA,2024,bat,2B/3B
26319,Michael Busch,1B,103.68000030517578,453.8332170605659,CHC,2024,bat,1B
29712,Colson Montgomery,SS,51.84000015258789,197.26272549033163,CHW,2024,bat,SS
13675,Tyrone Taylor,OF,77.76000213623047,320.98080214262006,NYM,2024,bat,OF
10472,Enrique Hernández,OF,81.0,328.97869360744954,LAD,2024,bat,OF
13757,Chris Taylor,OF,87.4800033569336,359.662977719307,LAA,2024,bat,OF
21837,Jonathan Aranda,1B,56.70000076293945,272.26618959307666,TBR,2024,bat,1B
19997,Santiago Espinal,2B/3B,66.41999816894531,277.54885951280596,LAD,2024,bat,2B/3B
19151,Estevan Florial,OF,72.9000015258789,301.80006474256516,,2024,bat,OF
14813,Kyle Farmer,2B/SS,61.560001373291016,251.82875287532804,ATL,2024,bat,2B/SS
15223,Adam Frazier,2B/OF,81.0,332.32995091676713,LAA,2024,bat,2B/OF
27769,Pete Crow-Armstrong,OF,50.220001220703125,211.30258809328078,CHC,2024,bat,OF
22823,Oswald Peraza,3B,38.880001068115234,163.4594984769821,LAA,2024,bat,3B
31349,Victor Scott II,OF,69.66000366210938,258.7848667502403,STL,2024,bat,OF
14387,Harold Ramírez,DH/OF,58.31999969482422,284.18287892937656,,2024,bat,DH/OF
7802,Miguel Rojas,SS,56.70000076293945,211.7597019731998,LAD,2024,bat,SS
13602,Patrick Wisdom,3B,71.27999877929688,317.1636693537235,SEA,2024,bat,3B
22184,Mark Vientos,3B/DH,45.36000061035156,212.94567672014233,NYM,2024,bat,3B/DH
13499,Tom Murphy,C,58.040000915527344,248.43873749971385,,2024,bat,C
2396,Carlos Santana,1B,106.91999816894531,492.34688587784774,ARI,2024,bat,1B
17273,Jorge Mateo,SS,46.97999954223633,177.21376488208767,ATL,2024,bat,SS
18015,Paul DeJong,SS,81.0,287.64765979349613,NYY,2024,bat,SS
15878,Miguel Andujar,3B/OF,58.31999969482422,270.1259638786316,SDP,2024,bat,3B/OF
25479,Brenton Doyle,OF,131.22000122070312,458.75783851146696,COL,2024,bat,OF
10059,Max Stassi,C,49.720001220703125,167.02138576507568,,2024,bat,C
