playerid,PlayerName,minpos,G,GS,IP,SV,HLD,FPTS,Team,season,stats,role
2036,Clayton Kershaw,P,32.0,32.0,217.11399841308594,0.0,0.0,1383.3926441192625,,2016,pit,SP
3137,Max Scherzer,P,32.0,32.0,211.50799560546875,0.0,0.0,1221.0582267761229,TOR,2016,pit,SP
10603,Chris Sale,P,32.0,32.0,210.281005859375,0.0,0.0,1205.172479248047,ATL,2016,pit,SP
3184,David Price,P,32.0,32.0,214.94000244140625,0.0,0.0,1123.8472016334533,,2016,pit,SP
4153,Jake Arrieta,P,32.0,32.0,207.8719940185547,0.0,0.0,1141.645554637909,,2016,pit,SP
10131,Stephen Strasburg,P,30.780000686645508,30.780000686645508,184.5330047607422,0.0,0.0,1040.2920831680296,,2016,pit,SP
2429,Corey Kluber,P,32.0,32.0,211.34500122070312,0.0,0.0,1098.4176154136658,,2016,pit,SP
11530,José Fernández,P,29.15999984741211,29.15999984741211,181.38999938964844,0.0,0.0,1058.920075416565,MIA,2016,pit,SP
5524,Madison Bumgarner,P,32.0,32.0,209.22999572753906,0.0,0.0,1142.2592568397522,,2016,pit,SP
11713,Matt Harvey,P,32.0,32.0,202.55799865722656,0.0,0.0,1065.7314518928529,,2016,pit,SP
6632,Carlos Carrasco,P,30.780000686645508,30.780000686645508,188.16700744628906,0.0,0.0,1016.4674999237061,ATL,2016,pit,SP
9434,Dallas Keuchel,P,32.0,32.0,212.322998046875,0.0,0.0,1044.4996973991394,,2016,pit,SP
1943,Zack Greinke,P,32.0,32.0,208.91799926757812,0.0,0.0,1065.7243047714232,,2016,pit,SP
10954,Jacob deGrom,P,32.0,32.0,202.73399353027344,0.0,0.0,1056.9964171409606,TEX,2016,pit,SP
11762,Noah Syndergaard,P,30.780000686645508,30.780000686645508,185.64199829101562,0.0,0.0,1000.3153710365298,,2016,pit,SP
4772,Félix Hernández,P,32.0,32.0,208.12100219726562,0.0,0.0,1036.2869658470154,,2016,pit,SP
4930,Jon Lester,P,32.0,32.0,203.52200317382812,0.0,0.0,1040.764614009857,,2016,pit,SP
13125,Gerrit Cole,P,32.0,32.0,203.60299682617188,0.0,0.0,1041.8852605819702,NYY,2016,pit,SP
6345,Chris Archer,P,32.0,32.0,198.35800170898438,0.0,0.0,1022.6099727630615,,2016,pit,SP
15764,Masahiro Tanaka,P,29.15999984741211,29.15999984741211,186.84300231933594,0.0,0.0,877.6934498786925,,2016,pit,SP
3201,Francisco Liriano,P,30.780000686645508,30.780000686645508,184.71299743652344,0.0,0.0,954.2147866249086,,2016,pit,SP
6893,Johnny Cueto,P,32.0,32.0,206.82400512695312,0.0,0.0,1013.4189395904541,,2016,pit,SP
4972,Cole Hamels,P,32.0,32.0,208.85800170898438,0.0,0.0,914.7687849044798,,2016,pit,SP
12768,Sonny Gray,P,32.0,32.0,207.82200622558594,0.0,0.0,927.7517050743102,BOS,2016,pit,SP
13071,Wei-Yin Chen,P,32.0,32.0,195.09100341796875,0.0,0.0,897.0653136253356,,2016,pit,SP
9784,Garrett Richards,P,30.780000686645508,30.780000686645508,196.41099548339844,0.0,0.0,908.6810525894166,,2016,pit,SP
11423,Jose Quintana,P,32.0,32.0,199.6510009765625,0.0,0.0,877.4257991790771,COL,2016,pit,SP
5372,Michael Pineda,P,25.920000076293945,25.920000076293945,156.16299438476562,0.0,0.0,736.5974776268006,,2016,pit,SP
7872,Tyson Ross,P,30.780000686645508,30.780000686645508,186.77999877929688,0.0,0.0,910.1690319061279,TEX,2016,pit,SP
13431,Marcus Stroman,P,30.780000686645508,30.780000686645508,193.322998046875,0.0,0.0,860.8843664169312,,2016,pit,SP
