Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",15.0775,7.22588,14.9414,2.60002,29.369,29.369,0,0,,188.133,738.176,141.55,58.22,54.35,15.65,36.6794,0.490481,7.24695,232.842,11.1388,1.75469,6.34804,0.748671,0.315429,0.0496892,0.2657397948205471,0.203889,0.947357,0.28244,0.767719,,,2.44172,6.81828,6.39166,6.889999866485596,,,,,,,1159.2,6.165957446808511,1066,5.670212765957447,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.3715,8.5393,14.3581,3.08983,29.795,29.795,0,0,,184.175,743.384,149.476,67.57,63.23,17.0505,47.1485,0.457826,5.05783,219.405,10.7216,2.30399,4.65348,0.833202,0.295143,0.0634241,0.23171905428171158,0.216263,1.0676,0.291222,0.747043,,,2.80646,5.79028,4.88444,10.25,,,,,,,1047.1000000000004,5.690760869565219,981,5.331521739130435,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",14.2222,7.5799,14.9514,3.06978,28.979,28.979,0,0,,184.997,749.573,162.923,68.2,63.1,13.8351,43.4597,0.470216,5.90094,188.446,9.16781,2.11429,4.33612,0.673069,0.251405,0.0579793,0.19342581182718277,0.232676,1.1156,0.299415,0.738891,,,2.87051,5.13712,4.96138,25.610000610351562,,,,,,,1002,5.416216216216216,972,5.254054054054054,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Garrett Crochet","BOS",13.0806,8.25474,14.3611,3.26023,28.873,28.873,0,0,,180.429,727.891,149.805,70.31,65.36,20.5963,41.2628,0.522956,6.09458,214.073,10.6782,2.05824,5.18804,1.02737,0.294101,0.0566882,0.23741259798407555,0.220129,1.05896,0.289794,0.744348,,,3.03359,5.07868,4.37896,11.789999961853027,,,,,,,970.7,5.392777777777778,914,5.0777777777777775,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Logan Webb","SFG",13.5565,8.90974,15.9624,3.36008,29.881,29.881,0,0,,192.772,791.359,177.593,77.35,71.97,16.3481,47.019,0.838679,5.78697,191.547,8.94279,2.19519,4.07381,0.76325,0.242048,0.0594156,0.18263238668441772,0.24046,1.16517,0.303858,0.730015,,,3.07211,4.98553,4.47817,60.630001068115234,,,,,,,993.6000000000001,5.14818652849741,982,5.0880829015544045,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Chris Sale","ATL",10.862,7.67169,12.3245,3.57014,25.486,25.486,0,0,,156.12,643.507,129.43,66.19,61.93,16.8767,41.6395,0.412019,11.9805,202.949,11.6996,2.40043,4.87397,0.972907,0.31538,0.0647071,0.2506732791662216,0.219415,1.09576,0.304148,0.711326,,,2.97089,4.47815,3.19625,38.880001068115234,,,,,,,853.9000000000002,5.47371794871795,803,5.147435897435898,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",13.2188,8.40879,14.6665,3.39,29.303,29.303,0,0,,183.133,734.195,150.993,73.58,68.98,24.2574,36.6825,0.493269,7.41846,188.73,9.27506,1.80275,5.14496,1.19212,0.257057,0.0499629,0.2070941999554634,0.218801,1.02481,0.265635,0.742253,,,3.5184,4.35908,4.13224,36.040000915527344,,,,,,,912.4,4.9857923497267755,849,4.639344262295082,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Max Fried","NYY",13.5882,7.63992,14.329,3.24015,28.608,28.608,0,0,,179.436,738.607,151.274,69.47,64.6,14.5052,55.0476,0.471189,9.3643,172.645,8.65936,2.76103,3.13628,0.72754,0.233744,0.074529,0.15921471267938614,0.224377,1.14983,0.280814,0.735705,,,3.33863,4.2335,4.42385,51.470001220703125,,,,,,,901.5000000000001,5.0363128491620115,854,4.770949720670391,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Dylan Cease","TOR",12.4939,8.26292,12.5993,3.37019,29.306,29.306,0,0,,171.097,702.251,132.013,68.39,64.07,18.7162,63.0529,0.585196,4.44384,202.322,10.6425,3.31669,3.20876,0.984505,0.288105,0.0897869,0.1983180195093155,0.207975,1.14009,0.273851,0.750169,,,3.37569,4.21437,3.98438,76.5999984741211,,,,,,,891.5,5.213450292397661,811,4.742690058479532,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Hunter Greene","CIN",10.5706,8.71478,12.3269,3.59004,26.933,26.933,0,0,,160.82,656.511,129.54,68.35,64.15,21.1822,45.9544,0.426751,6.42311,202.963,11.3584,2.57176,4.41661,1.18543,0.309154,0.0699979,0.23915579169988632,0.214423,1.09125,0.28516,0.734674,,,3.30039,4.17972,3.30906,57.630001068115234,,,,,,,845.1000000000001,5.249068322981367,782,4.857142857142857,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Jesús Luzardo","PHI",12.0874,8.865,13.5413,3.68024,29.234,29.234,0,0,,175.146,725.419,152.737,77.31,71.62,20.7686,51.3255,0.491214,7.01422,193.863,9.96179,2.6374,3.77713,1.06721,0.267243,0.0707529,0.1964900717139244,0.228964,1.1651,0.291677,0.724356,,,3.4622,4.04012,3.25993,73.76000213623047,,,,,,,852.9000000000001,4.8737142857142866,816,4.662857142857143,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Cole Ragans","KCR",10.6586,7.90937,11.3985,3.40008,26.132,26.132,0,0,,153.42,626.325,116.581,61.87,57.96,19.3725,50.0403,0.502277,6.96559,194.19,11.3917,2.93549,3.88067,1.13644,0.310046,0.079895,0.23015107214450836,0.204772,1.08604,0.273243,0.750906,,,3.35988,3.89807,3.43482,46.38999938964844,,,,,,,811.3,5.302614379084967,735,4.803921568627451,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Framber Valdez","DET",13.0513,8.57973,15.4783,3.34,28.683,28.683,0,0,,186.036,768.21,160.216,74.57,69.04,14.2559,59.4111,0.511645,9.98265,169.591,8.20443,2.87418,2.85453,0.689669,0.220761,0.0773371,0.14342433214187622,0.229268,1.18056,0.283435,0.726489,,,3.42716,3.84767,4.22563,85.87999725341797,,,,,,,921.2,4.952688172043011,881,4.736559139784946,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Yoshinobu Yamamoto","LAD",12.903,6.28726,12.3874,3.36014,26.408,26.408,0,0,,160.279,656.598,132.761,64.1,59.84,15.9614,51.258,0.387831,4.08991,177.823,9.98513,2.87825,3.46917,0.896268,0.270825,0.0780661,0.1927584633231163,0.220808,1.14812,0.286648,0.741738,,,3.2468,3.83767,3.68963,26.959999084472656,,,,,,,832.4000000000001,5.202500000000001,783,4.89375,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Logan Gilbert","SEA",11.458,8.35876,12.367,3.57004,27.887,27.887,0,0,,164.267,661.952,133.396,69.72,65.16,24.3833,38.6024,0.516951,6.07987,200.114,10.964,2.11498,5.18398,1.33593,0.302309,0.0583161,0.24399328231811523,0.216107,1.04707,0.277547,0.741892,,,3.4444,3.81195,3.28932,35.16999816894531,,,,,,,837.6000000000001,5.107317073170733,773,4.713414634146342,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Jacob deGrom","TEX",10.8377,7.93238,12.1146,3.45012,26.002,26.002,0,0,,157.012,629.654,124.182,63.89,60.19,19.8757,40.3072,0.452919,2.53247,174.367,9.99479,2.31043,4.32594,1.13928,0.276925,0.0640149,0.21290996670722961,0.211621,1.04762,0.265701,0.736111,,,3.37824,3.77918,3.4841,48.470001220703125,,,,,,,812.4,5.174522292993631,744,4.738853503184713,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"George Kirby","SEA",11.2097,8.53116,12.449,3.70025,27.79,27.79,0,0,,163.935,671.185,148.766,72.03,67.4,19.5824,34.5495,0.444822,6.98915,159.243,8.7424,1.89676,4.60912,1.07507,0.237256,0.0514754,0.18578090146183968,0.236269,1.11822,0.286552,0.713826,,,3.50541,3.77618,3.07142,66.63999938964844,,,,,,,772.2000000000002,4.708536585365855,752,4.585365853658536,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Hunter Brown","HOU",11.8194,9.34225,14.0941,3.72997,29.257,29.257,0,0,,178.264,743.16,154.064,78.76,73.88,19.6396,61.2834,0.547709,6.8504,188.442,9.51386,3.09401,3.07493,0.99154,0.253569,0.0824634,0.17110547423362732,0.228234,1.20803,0.287881,0.727101,,,3.59979,3.70244,3.24273,37.0099983215332,,,,,,,842.8000000000001,4.734831460674157,802,4.50561797752809,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sonny Gray","BOS",11.1309,8.83821,12.7992,3.71017,27.974,27.974,0,0,,166.553,687.771,149.417,73.96,68.66,19.849,45.4324,0.42119,4.80354,169.283,9.1475,2.45502,3.72603,1.07258,0.246132,0.0660575,0.18007474392652512,0.234367,1.16989,0.288954,0.723625,,,3.5565,3.55619,3.05427,135,,,,,,,790.4,4.732934131736527,763,4.568862275449102,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",9.96212,10.0287,13.3244,4.13007,27.989,27.989,0,0,,168.077,695.913,150.43,82.49,77.13,26.9279,40.6126,0.44085,7.41798,186.158,9.96819,2.17468,4.58375,1.44191,0.267502,0.0583588,0.20914316549897194,0.232188,1.13664,0.284047,0.707906,,,3.86003,3.52919,2.27307,79.79000091552734,,,,,,,749.0999999999999,4.4589285714285705,717,4.267857142857143,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Zack Wheeler","PHI",9.73951,5.60562,10.2177,3.18024,20.762,20.762,0,0,,129.33,522.202,99.1323,48.98,45.7,14.8073,37.5326,0.319821,5.2392,154.739,10.7682,2.61187,4.1228,1.03043,0.296321,0.0718737,0.22444720566272736,0.206771,1.05671,0.272118,0.75633,,,3.22275,3.47684,3.27109,115.61000061035156,,,,,,,693.6999999999999,5.37751937984496,631,4.891472868217054,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Chase Burns","CIN",7.93804,8.50164,4.8068,3.43829,29.55,23.392,0,0.6505,,129.544,528.043,104.057,52.74,49.49,15.723,39.6138,0.865864,2.14833,160.511,11.1514,2.75214,4.0519,1.09235,0.303973,0.0750199,0.22895321995019913,0.213985,1.10905,0.284904,0.747425,,,3.20201,3.38308,2.79299,98.3499984741211,,,,,,,694.8000000000001,5.344615384615385,642,4.938461538461539,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Ranger Suarez","BOS",10.9204,8.62667,13.0427,3.77985,27.056,27.056,0,0,,164.721,687.885,155.994,74.5,69.18,16.7657,44.3825,0.606011,7.31124,143.959,7.86561,2.42497,3.2436,0.916039,0.209278,0.0645203,0.14475755393505096,0.2452,1.21646,0.292825,0.71155,,,3.65187,3.26054,2.92275,179.74000549316406,,,,,,,741.3000000000001,4.492727272727273,739,4.4787878787878785,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"MacKenzie Gore","TEX",9.96768,9.15861,11.2228,3.85993,27.644,27.644,0,0,,155.661,652.476,133.335,71.52,66.76,18.6558,55.4621,0.453312,6.51815,173.544,10.0339,3.20671,3.12905,1.07864,0.265977,0.0850025,0.18097436428070068,0.225801,1.21287,0.287924,0.720911,,,3.65793,3.12363,2.54443,162.36000061035156,,,,,,,736.9000000000001,4.723717948717949,695,4.455128205128205,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Kevin Gausman","TOR",11.4565,9.47201,14.4951,4.16018,28.917,28.917,0,0,,177.807,742.372,162.302,87.65,82.19,24.9437,54.0732,0.612038,3.00218,173.209,8.76729,2.737,3.20324,1.26257,0.233319,0.0728384,0.16048064082860947,0.236835,1.21691,0.281968,0.70941,,,3.97355,3.07196,2.29277,118.36000061035156,,,,,,,763.5,4.28932584269663,740,4.157303370786517,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Freddy Peralta","NYM",10.9302,8.77809,12.0332,3.82021,28.147,28.147,0,0,,162.203,675.553,130.96,73.38,68.85,21.7458,62.3094,0.424713,6.92148,178.493,9.90389,3.4573,2.86463,1.20659,0.264218,0.0922348,0.17198345810174942,0.21599,1.19153,0.268945,0.736307,,,3.95758,3.03131,2.83134,57.630001068115234,,,,,,,736.5999999999998,4.546913580246913,673,4.154320987654321,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Nick Pivetta","SDP",10.9579,8.97283,13.1817,3.8502,27.735,27.735,0,0,,167.485,688.471,141.054,76.59,71.65,25.5503,48.9052,0.659191,3.4066,170.483,9.16109,2.62798,3.48598,1.37298,0.247625,0.0710346,0.1765906661748886,0.221728,1.13419,0.262434,0.735263,,,4.01954,3.00652,2.73288,94.68000030517578,,,,,,,733.4,4.391616766467066,681,4.077844311377246,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Shohei Ohtani","LAD",9.12585,5.15211,6.92825,3.2502,21.721,21.721,0,0,,113.033,461.488,88.257,43.77,40.82,12.663,37.9468,0.289081,3.02773,142.234,11.325,3.02143,3.74824,1.00826,0.308206,0.0822271,0.22597934305667877,0.209879,1.11652,0.284597,0.759929,,,3.16234,2.9868,2.7294,1.2599999904632568,,,,,,,608.5,5.384955752212389,557,4.929203539823009,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Blake Snell","LAD",9.95832,5.58127,9.55394,3.60011,22.033,22.033,0,0,,128.421,532.875,103.305,55.07,51.37,13.8078,50.7691,0.428154,2.7959,148.819,10.4295,3.558,2.93128,0.96768,0.279275,0.0952739,0.18400096148252487,0.215529,1.19976,0.282609,0.734762,,,3.46654,2.88941,2.52702,139.50999450683594,,,,,,,643.2,5.025,594,4.640625,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Eury Pérez","MIA",8.32515,9.79141,9.71755,3.96998,26.743,26.743,0,0,,143.502,595.028,120.554,67.87,63.3,20.1718,45.7289,0.43876,5.71652,149.103,9.35125,2.86798,3.26058,1.26511,0.250581,0.0768518,0.17372923344373703,0.221776,1.15875,0.26818,0.712917,,,3.95997,2.74604,2.18625,82.75,,,,,,,647.0000000000001,4.493055555555556,602,4.180555555555555,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Nathan Eovaldi","TEX",9.98522,8.06188,12.2204,3.78016,24.851,24.851,0,0,,152.708,627.594,132.294,68.43,64.14,19.4773,40.9041,0.502288,7.44655,149.545,8.81358,2.41073,3.65599,1.14792,0.238283,0.0651761,0.17310676723718643,0.228391,1.13418,0.275014,0.717935,,,3.78453,2.74128,2.77689,143.99000549316406,,,,,,,711.3,4.649019607843137,674,4.405228758169935,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Emmet Sheehan","LAD",8.96821,6.75529,2.84927,3.59838,33.588,23.157,0,0.7767,,133.485,547.425,102.542,57.02,53.37,18.6315,46.2303,1.14268,4.92588,157.738,10.6352,3.117,3.412,1.2562,0.288145,0.0844504,0.2036946937441826,0.206627,1.11453,0.262304,0.74785,,,3.73598,2.73675,2.51457,115.63999938964844,,,,,,,649.7,4.884962406015038,585,4.398496240601504,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Nolan McLean","NYM",10.281,7.92184,11.5966,3.78022,25.6,25.6,0,0,,151.491,636.631,134.03,68.17,63.63,16.1337,52.9597,0.429643,9.01617,148.629,8.82995,3.14631,2.80645,0.958496,0.233461,0.0831873,0.15027382969856262,0.233235,1.23433,0.287626,0.722736,,,3.78474,2.73621,2.64379,89.68000030517578,,,,,,,684.2000000000002,4.531125827814571,659,4.364238410596027,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Jack Flaherty","DET",9.67089,9.51459,11.4945,4.05986,27.688,27.688,0,0,,156.641,656.097,139.151,75.78,70.66,23.2526,49.2436,0.486388,6.27099,169.753,9.75339,2.82935,3.44722,1.33601,0.258732,0.0750553,0.18367689847946167,0.231693,1.20271,0.28436,0.722625,,,3.96072,2.6722,2.18958,216.67999267578125,,,,,,,692.5000000000001,4.4108280254777075,661,4.210191082802548,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Braxton Ashcraft","PIT",7.26235,8.63202,2.82393,3.8036,36.049,22.195,0,0.6584,,131.749,552.013,123.086,59.68,55.68,12.7431,39.4283,1.3595,4.24686,122.567,8.37275,2.69342,3.1086,0.870503,0.222036,0.0714265,0.15060991793870926,0.242134,1.23351,0.295803,0.7108,,,3.52643,2.65901,2.09746,260.30999755859375,,,,,,,618.1000000000001,4.6825757575757585,612,4.636363636363637,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Michael King","SDP",9.97101,9.04318,11.4368,3.96026,27.369,27.369,0,0,,155.649,657.187,135.784,73.53,68.49,19.9125,57.1238,0.65178,8.45712,155.667,9.00102,3.30304,2.72507,1.15139,0.236868,0.0869217,0.14994622766971588,0.229517,1.23938,0.278519,0.723369,,,4.06204,2.6482,2.33395,125.47000122070312,,,,,,,671.8000000000001,4.306410256410257,637,4.083333333333333,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Kris Bubic","KCR",8.42961,8.77536,6.12613,3.80924,29.805,23.696,0,0.666,,137.437,574.625,123.711,62.43,58.17,15.8964,41.4027,1.24384,6.55872,133.966,8.77273,2.71124,3.23569,1.04097,0.233137,0.0720518,0.16108544915914536,0.234897,1.20138,0.286133,0.718779,,,3.73617,2.64153,2.29745,201.14999389648438,,,,,,,622.6000000000003,4.544525547445257,605,4.416058394160584,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Tanner Bibee","CLE",9.62508,10.8995,14.1211,4.32005,28.615,28.615,0,0,,174.019,739.342,167.741,89.63,83.53,23.5239,54.6825,0.530766,7.90558,153.69,7.94862,2.8281,2.81059,1.21662,0.207874,0.0739611,0.13391319662332535,0.247861,1.27815,0.288699,0.700793,,,4.2051,2.62501,1.83578,185.85000610351562,,,,,,,674.6000000000001,3.877011494252874,677,3.8908045977011496,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Bubba Chandler","PIT",8.76447,9.81843,6.87704,4.09678,30.571,25.181,0,0.6584,,142.729,603.635,130.155,69.43,64.97,18.2706,47.0979,0.950433,6.61129,142.111,8.96101,2.96983,3.01734,1.15208,0.235425,0.0780238,0.1574007347226143,0.236678,1.24189,0.287219,0.710886,,,3.93682,2.5788,1.95159,153.32000732421875,,,,,,,624.8000000000001,4.36923076923077,607,4.244755244755245,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Matthew Boyd","CHC",9.85535,9.02643,12.3847,4.2802,26.685,26.685,0,0,,157.829,664.199,150.863,80.59,75.06,23.1095,41.5748,0.431779,8.05312,142.045,8.09994,2.37075,3.41662,1.31779,0.213859,0.0625938,0.15126537531614304,0.245477,1.21928,0.284265,0.69868,,,4.18195,2.56219,1.74015,225.7899932861328,,,,,,,627.7,3.9727848101265826,625,3.9556962025316458,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"David Peterson","NYM",10.4156,8.88924,12.0785,4.01982,27.507,27.507,0,0,,159.634,678.861,153.229,76.46,71.3,16.4023,56.216,0.531465,5.74467,136.809,7.71314,3.1694,2.43363,0.924744,0.201527,0.0828093,0.11871761828660965,0.248385,1.31203,0.295083,0.713126,,,3.92127,2.54717,2.38298,507.7900085449219,,,,,,,677.4000000000001,4.233750000000001,680,4.25,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Brandon Woodruff","MIL",8.73776,8.80492,11.0521,4.1902,25.026,25.026,0,0,,145.024,605.62,131.759,72.18,67.52,22.5216,40.4082,0.429945,5.26609,145.618,9.03687,2.50768,3.60368,1.39766,0.240445,0.066722,0.17372266203165054,0.235307,1.18716,0.278805,0.710959,,,4.09061,2.50782,1.83531,123.80999755859375,,,,,,,603.9000000000001,4.164827586206897,583,4.020689655172414,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Edward Cabrera","CHC",9.03582,7.54404,9.31773,3.77983,24.264,24.264,0,0,,133.768,556.792,110.318,59.92,56.18,14.5491,50.1456,0.351805,6.73434,141.179,9.49862,3.37383,2.81538,0.978876,0.253558,0.0900616,0.16349632292985916,0.220675,1.19957,0.278249,0.717683,,,3.7139,2.49677,2.38237,180.27999877929688,,,,,,,632.0999999999999,4.7171641791044765,586,4.373134328358209,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Spencer Strider","ATL",9.4222,9.11516,12.2584,4.39984,26.207,26.207,0,0,,155.133,662.459,141.496,80.8,75.84,21.1475,57.985,0.528252,7.31527,163.994,9.51408,3.36398,2.82822,1.22687,0.247554,0.0875299,0.16002392768859863,0.236949,1.28587,0.292096,0.69864,,,4.05583,2.4671,1.55203,105.91999816894531,,,,,,,655.1,4.226451612903226,635,4.096774193548387,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Trey Yesavage","TOR",8.87158,8.18719,5.38503,3.74039,30.079,24.039,0,0.6524,,133.831,554.908,107.413,59.36,55.62,18.2059,49.0978,0.898271,5.50491,152.783,10.2745,3.30178,3.1118,1.22433,0.27533,0.0884791,0.18685048818588257,0.214695,1.16947,0.270886,0.741482,,,3.84438,2.43335,2.42147,151.92999267578125,,,,,,,637,4.753731343283582,581,4.335820895522388,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Jacob Misiorowski","MIL",8.93023,9.41731,6.08823,3.86944,30.315,25.35,0,0.6166,,137.741,584.656,109.121,63.19,59.22,17.4351,63.4499,0.890284,7.97584,165.259,10.798,4.14582,2.60456,1.13921,0.282661,0.108525,0.1741355061531067,0.212617,1.25287,0.277386,0.738254,,,3.93675,2.41232,2.26902,122.72000122070312,,,,,,,649.7,4.707971014492754,590,4.27536231884058,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Quinn Priester","MIL",9.61752,9.37857,12.039,4.11976,27.001,27.001,0,0,,157.4,664.695,153.765,76.92,72.05,17.8048,47.4261,0.434678,5.8301,126.405,7.22772,2.71179,2.6653,1.01806,0.19017,0.0713503,0.11881937086582184,0.25148,1.27821,0.290992,0.705026,,,4.01456,2.36552,2.08601,307.3900146484375,,,,,,,632.9999999999999,4.031847133757961,644,4.101910828025478,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Drew Rasmussen","TBR",8.77343,10.2898,10.4155,4.23979,28.226,28.226,0,0,,151.352,635.691,145.52,76.4,71.3,21.1462,42.5389,0.520808,4.8394,133.07,7.91285,2.52953,3.12818,1.25744,0.20933,0.0669175,0.14241284132003784,0.247352,1.24253,0.286512,0.704676,,,4.13212,2.35226,1.80666,145.50999450683594,,,,,,,601.5000000000001,3.9834437086092724,604,4,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Gavin Williams","CLE",9.26186,10.5809,12.1807,4.1702,28.46,28.46,0,0,,162.726,696.985,144.396,80.59,75.4,20.0898,71.8661,0.435178,5.4969,163.75,9.05666,3.97475,2.27855,1.11112,0.234941,0.10311,0.13183113932609558,0.233038,1.32899,0.285248,0.721137,,,4.15375,2.34287,2.05677,141.4199981689453,,,,,,,682.8000000000001,4.188957055214725,652,4,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Sean Manaea","NYM",7.47889,8.66424,3.13969,4.18119,33.874,22.799,0,0.7168,,133.713,561.796,118.49,66.45,62.12,20.9526,39.5439,1.46876,9,149.267,10.0469,2.66163,3.77473,1.41029,0.265697,0.0703883,0.19530831277370453,0.230862,1.18189,0.28434,0.711607,,,4.0287,2.33829,1.63432,273.7900085449219,,,,,,,581.5,4.33955223880597,552,4.119402985074627,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"José Soriano","LAA",10.3776,10.3722,12.4418,3.79013,29.702,29.702,0,0,,169.783,726.481,159.522,76.58,71.5,14.2053,71.4659,0.604073,8.17287,138.073,7.31911,3.78832,1.93202,0.753007,0.190058,0.0983726,0.09168495982885361,0.246617,1.36049,0.293828,0.731443,,,4.00353,2.32748,2.92848,344.0299987792969,,,,,,,708.8,4.169411764705882,707,4.158823529411765,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Cade Horton","CHC",8.252,7.51639,9.06126,4.05979,23.078,23.078,0,0,,127.514,536.357,119.378,61.58,57.52,14.6605,40.0327,0.362677,3.73376,112.604,7.94768,2.82553,2.81281,1.03475,0.209943,0.0746381,0.1353049948811531,0.242347,1.25014,0.286641,0.704396,,,3.89331,2.32426,1.78115,185.86000061035156,,,,,,,547.3000000000001,4.2757812500000005,539,4.2109375,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Mitch Keller","PIT",9.56923,11.3762,14.1503,4.74991,29.666,29.666,0,0,,175.797,757.876,179.764,99.07,92.78,23.9854,55.5198,0.456392,8.42644,147.827,7.56807,2.84236,2.6626,1.22794,0.195054,0.0732571,0.12179736793041229,0.259052,1.33838,0.298359,0.675315,,,4.31829,2.31196,1.06904,538.3200073242188,,,,,,,643.2,3.6545454545454548,672,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Merrill Kelly","ARI",9.44029,9.38921,12.5972,4.35982,26.491,26.491,0,0,,158.167,667.25,152.77,81.85,76.62,21.727,47.6086,0.492787,3.51956,138.586,7.88578,2.70902,2.91094,1.23631,0.207696,0.0713504,0.13634607940912247,0.247954,1.26688,0.287495,0.697388,,,4.13828,2.30072,1.6392,260.19000244140625,,,,,,,622.8,3.941772151898734,626,3.962025316455696,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Zac Gallen","ARI",10.4477,10.4388,14.3105,4.4199,29.209,29.209,0,0,,176.624,753.444,169.8,92.52,86.74,23.3855,61.1518,0.612831,5.05396,154.605,7.87803,3.11603,2.52822,1.19163,0.205198,0.081163,0.12403520941734314,0.247076,1.30759,0.287512,0.698403,,,4.23022,2.29401,1.72197,227.55999755859375,,,,,,,696.9000000000001,3.9372881355932208,698,3.943502824858757,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Kyle Bradish","BAL",8.87833,7.77084,9.70342,4.01015,24.242,24.242,0,0,,135.197,571.224,120.545,64.17,60.24,17.4992,47.549,0.410535,7.4545,141.361,9.41033,3.16532,2.97295,1.16491,0.24747,0.0832407,0.16422975063323975,0.233514,1.24332,0.288352,0.723729,,,3.94712,2.28308,2.02367,72.16999816894531,,,,,,,592.3,4.387407407407407,571,4.229629629629629,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Reynaldo López","ATL",7.3605,8.29962,5.2821,4.28639,28.529,22.083,0,0.6487,,127.261,541.518,116.686,64.48,60.61,14.7739,47.7916,0.879945,3.68865,129.344,9.14735,3.37986,2.70642,1.04482,0.238855,0.0882549,0.1506003960967064,0.238115,1.29244,0.294611,0.695421,,,3.82516,2.28254,1.4354,300.260009765625,,,,,,,557.1000000000001,4.386614173228348,546,4.299212598425197,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
