Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Lawrence Butler","ATH",136.327,562.171,508.261,122.23,73.5654,25.6069,1.87695,21.1806,72.6778,65.1398,48.0769,0.361409,147.144,1.37586,3.05187,1.40534,8.26587,17.9216,4.49289,0.240486,0.0855201,0.261742,0.326734,0.306158,0.423272,0.316001,0.729429,0.182785,5.39424,0.294614,0.416735,0.934655,67.7693,1.34446,101.784,1.35139,2.9047,2.5368365049362183,-0.8020226955413818,2.12412,149.91000366210938,2.47522,-1.16942,0.579809,2.47522,1.16942,4.22692,629.4,4.627941176,629.4,4.627941176,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Randy Arozarena","SEA",152.169,653.61,565.314,131.457,80.8077,26.3349,1.51231,22.8024,85.01,72.8995,63.9721,0.988098,171.089,19.3219,4.48705,0.515278,9.08669,24.2531,7.25215,0.232539,0.0978751,0.26176,0.373911,0.328821,0.405481,0.32301,0.734302,0.172942,5.55982,0.289046,-1.01428,0.803911,82.5118,5.28274,113.585,-0.210365,-4.89426,10.254710510373116,-12.132804870605469,2.10949,90.0199966430664,1.99012,-0.524669,1.12761,1.99012,0.524669,3.49652,746.6,4.911842105,746.6,4.911842105,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Josh Naylor","SEA",144.164,606.504,545.937,142.72,93.3814,27.5079,0.264891,21.5658,73.1195,86.4047,50.3611,5.43951,89.7657,4.9319,5.05747,0.217098,12.5587,17.368,3.98465,0.261422,0.083035,0.148005,0.561029,0.326599,0.431286,0.325907,0.757885,0.169864,4.21815,0.275561,-0.935177,0.896229,77.9919,6.32872,115.581,-0.038948,0.0585737,11.098611939698458,-11.365192394703627,2.10849,65.22000122070312,3.54287,-0.0485889,0.410912,3.54287,0.0485889,4.45212,728.9,5.061805555,728.9,5.061805555,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Kyle Teel","CHW",116.021,467.455,409.096,101.258,69.2512,17.6797,1.08751,13.2395,55.8256,48.6555,50.0707,0.209805,119.659,4.26504,2.84579,1.17695,6.20489,6.7274,1.77526,0.247516,0.107113,0.255979,0.418446,0.333693,0.393138,0.320763,0.726831,0.145622,4.25336,0.315429,-0.39787,-0.196014,58.1589,2.92546,105.056,-0.593884,-1.58963,2.1993488073349,2.520843267440796,2.10159,185.9600067138672,1.79452,1.15464,0.388407,1.79452,-1.15464,4.48212,506.4,4.365517241,506.4,4.365517241,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Colton Cowser","BAL",128.764,518.006,457.901,104.022,60.3042,21.7785,1.02877,20.9105,64.8384,62.4031,49.232,1.48424,163.008,7.32011,2.96093,0.591947,6.95892,13.4573,2.90745,0.227171,0.0950413,0.314683,0.302022,0.31034,0.416224,0.315964,0.726564,0.189053,4.91064,0.300102,-0.071705,0.739155,62.4297,1.22325,103.644,0.66745,-2.20888,2.892042338848114,-0.22177636623382568,2.09733,261.8699951171875,3.19935,0.285451,0.688007,3.19935,-0.285451,4.08266,575.6,4.462015503,575.6,4.462015503,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Alec Bohm","PHI",134.31,567.472,519.998,141.796,99.5088,26.1923,1.90823,14.1868,64.368,71.1505,36.7242,1.07663,89.099,4.75606,5.78866,0.205809,13.463,2.78605,0.883196,0.272686,0.0647155,0.15701,0.412173,0.323087,0.412243,0.318993,0.73533,0.139557,3.35216,0.302034,-0.28282,-0.728131,69.787,2.7358,102.495,-1.01095,-0.642274,0.6672006845474243,0.7156945466995239,2.07314,269.79998779296875,2.68653,0.723619,0.880918,2.68653,-0.723619,3.82544,622.5,4.645522388,622.5,4.645522388,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Jarren Duran","BOS",139.993,607.269,546.958,142.212,84.4592,34.4173,6.80241,16.5328,80.6669,68.5685,48.6436,0.847515,142.413,7.42708,3.21543,1.02538,7.01598,23.1921,4.9942,0.260005,0.0801022,0.234514,0.341566,0.327067,0.438484,0.331175,0.765552,0.178479,7.03601,0.321243,1.36019,1.67106,80.6873,8.93381,108.482,3.03125,-0.655831,9.101857900619507,-9.74954354763031,2.07219,73.08999633789062,3.10464,0.0779426,0.684903,3.10464,-0.0779426,4.0868,744.2,5.315714285,744.2,5.315714285,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Jordan Westburg","BAL",96.0444,408.317,374.513,97.6132,59.9532,19.2983,2.05803,16.3036,55.3629,52.0537,25.9147,0.096563,92.0288,5.42571,1.9049,0.558647,5.74772,3.93825,1.56805,0.26064,0.063467,0.225386,0.281593,0.31625,0.453758,0.331923,0.770008,0.193118,4.46743,0.303297,0.171909,-0.456547,54.501,6.25513,114.638,-0.284638,-1.12469,6.7598046362400055,-0.7541497945785522,2.05231,254.75999450683594,5.99557,-0.0933195,0.57668,5.99557,0.0933195,4.23109,485.7,5.059375,485.7,5.059375,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Francisco Alvarez","NYM",114.096,437.972,389.138,90.4886,54.486,15.3772,1.00708,19.6184,52.0965,58.1784,40.0707,0.938506,113.105,5.74816,2.50169,0.513593,8.18508,1.1156,0.315211,0.232536,0.0914914,0.258247,0.354279,0.311589,0.428473,0.320964,0.740062,0.195937,2.92094,0.273718,-0.198881,-0.561948,54.5621,2.81233,105.194,-0.760829,-3.4638,1.9276171326637268,3.19641375541687,2.04082,175.1999969482422,1.94639,-0.229775,0.507512,1.94639,0.229775,4.32332,492.1,4.316666666,492.1,4.316666666,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Wilyer Abreu","BOS",125.308,504.683,446.748,109.64,62.5682,24.1435,1.04085,21.887,64.0356,70.3124,51.19,2.99607,125.128,2.47854,3.75376,0.512458,5.82282,7.9667,2.80223,0.245417,0.10143,0.247934,0.409102,0.323915,0.451095,0.332806,0.775009,0.205678,4.01868,0.289148,-0.0386288,-0.301799,67.7251,8.09298,109.605,-0.340428,3.10918,5.373036026954651,-2.7966291904449463,2.0408,218.4199981689453,1.90953,0.881497,0.349744,1.90953,-0.881497,4.53367,616.9,4.9352,616.9,4.9352,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Iván Herrera","STL",127.361,537.901,469.111,125.497,85.771,21.9465,0.886128,16.8933,66.9474,64.8907,53.4324,0.714639,108.035,10.6806,4.1326,0.54448,12.5798,8.60893,2.51999,0.267521,0.0993349,0.200845,0.494585,0.352857,0.426116,0.341291,0.778973,0.158595,4.06134,0.311797,0.202456,-0.29496,75.8883,12.3312,119.157,-0.0925034,-0.517517,12.08650028705597,-10.389965116977692,2.03616,158.47000122070312,2.61771,-0.438034,0.488197,2.61771,0.438034,4.34907,661,5.204724409,661,5.204724409,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Jackson Holliday","BAL",114.236,488.624,433.182,107.533,71.6064,21.0886,2.01697,12.8213,64.0656,47.8691,48.6321,1.08361,108.748,3.94283,2.24628,0.61999,6.9201,12.5925,4.49867,0.24824,0.0995288,0.22256,0.447201,0.328088,0.395029,0.317572,0.723117,0.146789,5.25429,0.301765,0.0629994,-0.136442,59.5266,1.79193,104.752,-0.0734427,-1.52321,2.6630353555083275,0.3498673439025879,2.02891,178.4199981689453,4.40233,-0.0994088,0.577565,4.40233,0.0994088,4.22991,538.8,4.726315789,538.8,4.726315789,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Daulton Varsho","TOR",133.543,543.357,491.199,109.588,58.6852,21.5485,3.05602,26.2986,70.3876,74.8944,42.5503,1.0986,141.496,4.26753,4.53084,0.809621,4.80976,7.96096,2.35599,0.223104,0.07831,0.26041,0.300718,0.288281,0.440035,0.311996,0.728317,0.216931,5.16021,0.253982,-0.0126904,-0.0618695,63.7346,-0.467223,100.07,-0.0745599,-0.907647,-0.02983163297176361,1.1531981229782104,2.02833,205.39999389648438,2.47905,0.189809,1.03889,2.47905,-0.189809,3.61481,600.9,4.484328358,600.9,4.484328358,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Andrés Giménez","TOR",138.494,558.007,504.933,123.373,88.0421,22.6204,1.8469,10.8641,62.9238,54.5174,31.4677,1.42106,97.673,14.4394,4.51805,2.64915,9.59966,19.8732,4.26967,0.244336,0.0563929,0.175039,0.322174,0.304813,0.360998,0.292948,0.665812,0.116662,5.68686,0.280632,-0.159089,1.35122,56.8234,-9.10943,86.9485,1.19213,1.57432,-7.391544461250305,7.986091256141663,2.02581,416.1099853515625,1.85742,-1.34363,0.834428,1.85742,1.34363,3.88743,527.1,3.819565217,527.1,3.819565217,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Kevin McGonigle","DET",82.1918,333.285,293.87,74.4771,45.872,16.4755,1.94381,10.1859,42.0267,40.0161,33.6861,0.492073,48.4078,1.80586,2.91494,1.00784,4.68517,6.76536,1.98853,0.253436,0.101073,0.145245,0.695881,0.330956,0.426712,0.329111,0.757668,0.173277,5.17559,0.269914,-0.245236,0.00484467,43.7247,4.34458,111.005,-0.240391,0.935291,4.082571566104889,4.11823832988739,2.01268,999,3.20152,1.03571,0.854415,3.20152,-1.03571,3.86078,387.9,4.730487804,387.9,4.730487804,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","sa3022895",805808
"Konnor Griffin","PIT",92.612,383.01,348.051,89.408,62.1543,16.0414,1.32883,9.8835,50.7499,43.5341,23.3777,0.970313,93.8376,7.85762,2.285,1.43919,5.50993,17.6024,4.33804,0.256882,0.0610368,0.245,0.249129,0.316175,0.395798,0.310929,0.711973,0.138915,6.1112,0.322465,-0.399155,1.13386,44.5945,-0.661104,96.6981,0.734709,2.8199,-0.7641803622245789,7.107495307922363,1.95275,999,3.16867,0.0687713,1.04779,3.16867,-0.0687713,3.60295,412.5,4.43548387,412.5,4.43548387,,,,,,,,,,,,,,,,,,,"Konnor Griffin","sa3065496",804606
"Luis Robert Jr.","NYM",127.635,521.297,473.532,110.569,69.6975,20.4987,0.78567,19.5875,66.0455,61.0809,38.915,2.79013,146.403,5.09504,2.93293,0.822883,5.81521,28.8065,7.26285,0.2335,0.0746502,0.280844,0.265806,0.296997,0.404201,0.303228,0.701198,0.170701,5.89468,0.293042,-0.980288,2.05479,57.4362,-4.15911,93.0103,1.07451,2.88147,-3.232061505317688,4.6566162109375,1.95084,105.52999877929688,2.59952,2.27995,1.19093,2.59952,-2.27995,3.41209,566.8,4.428125,566.8,4.428125,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Colson Montgomery","CHW",130.367,549.68,491.055,107.315,63.4271,19.1406,2.20636,22.5413,61.3589,69.7801,46.9702,1.51953,162.407,8.50211,2.95457,0.198691,6.79442,2.40958,1.04612,0.21854,0.08545,0.295458,0.289212,0.296257,0.404217,0.304623,0.700474,0.185676,3.46172,0.274296,0.0789214,-0.721394,61.186,-3.76298,93.9686,-0.642473,-1.08221,-4.560932397842407,4.953290343284607,1.94352,227.3300018310547,3.63255,1.50899,0.986387,3.63255,-1.50899,3.68482,559.9,4.306923076,559.9,4.306923076,,,,,,,,,,,,,,,,,,,"Colson Montgomery","29712",695657
"Carson Kelly","CHC",96.5542,367.713,326.028,76.2538,50.9919,12.6725,0.81545,11.7739,40.5149,42.5772,34.2604,0.189045,74.4697,4.0005,2.91696,0.507132,6.57195,1.84893,0.344898,0.233887,0.0931715,0.202521,0.460058,0.311854,0.386098,0.306771,0.697952,0.152211,3.11076,0.265675,-0.605124,-0.359425,41.5721,-1.87605,95.444,-0.964549,2.68916,-2.9446128606796265,9.214481592178345,1.91477,603,1.44412,0.338805,0.537534,1.44412,-0.338805,4.28329,373.6,3.851546391,373.6,3.851546391,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Willson Contreras","BOS",133.354,561.504,488.446,122.656,74.713,24.955,0.996687,21.9909,70.2185,74.1944,52.0924,1.02675,142.046,16.8904,3.11805,0.957931,11.4147,4.69287,1.47868,0.251114,0.0927729,0.252974,0.366729,0.341878,0.441352,0.341477,0.78323,0.190238,3.58382,0.307348,-0.657513,-0.608824,79.3035,12.9574,115.579,-1.26634,1.08307,9.043647170066833,-9.774294257164001,1.90254,173.72999572753906,1.71235,-1.13872,0.460425,1.71235,1.13872,4.3861,699.5,5.259398496,699.5,5.259398496,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Caleb Durbin","BOS",134.791,534.791,476.282,121.056,83.0653,25.9586,1.79365,10.2387,63.1137,54.1432,35.1553,0.549505,57.8961,16.4045,3.79157,3.15765,9.97679,21.0812,5.90563,0.254169,0.0657365,0.108259,0.607214,0.32469,0.380695,0.311205,0.705385,0.126526,5.67004,0.269014,0.145452,0.912649,62.3862,-0.803481,94.7249,1.0581,-0.0965569,-2.2668555974960327,1.9835438877344131,1.85424,233.02000427246094,1.85484,-0.347484,0.929983,1.85484,0.347484,3.76002,558.5,4.137037037,558.5,4.137037037,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Vinnie Pasquantino","KCR",147.075,630.497,565.926,146.695,88.4077,30.7547,1.35369,26.1789,73.484,93.0801,51.9724,3.58154,92.8528,5.85455,6.3496,0.394006,11.2278,1.05597,0.235213,0.259212,0.0824308,0.147269,0.559729,0.324585,0.457116,0.334683,0.7817,0.197903,2.36507,0.265897,-1.04543,-0.82688,85.5693,11.0713,114.618,-1.87231,-0.321194,9.020628333091736,-12.310986161231995,1.84657,78.19999694824219,2.67019,-0.597425,1.03961,2.67019,0.597425,3.61385,773.1,5.259183673,773.1,5.259183673,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Jeff McNeil","ATH",131.801,535.148,475.689,122.08,81.5696,25.5801,2.89566,12.035,60.3352,56.6339,43.578,2.38692,68.2701,9.32151,4.4425,2.11676,8.21705,4.08977,0.77228,0.256639,0.0814318,0.127572,0.638318,0.328273,0.398489,0.31721,0.726762,0.14185,4.09002,0.275233,-1.06915,-0.370272,65.0372,1.8054,102.615,-1.43942,-1.52839,0.21460771560668945,-0.2786017656326294,1.84651,573.6199951171875,2.71053,-1.57476,0.464431,2.71053,1.57476,4.38076,576.3,4.36590909,576.3,4.36590909,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Jonathan Aranda","TBR",136.479,566.568,496.309,128.912,84.0985,24.2287,0.586308,19.9987,69.4344,73.5259,56.2766,2.64927,143.389,9.34086,4.4672,0.174091,9.5675,1.59234,0.715073,0.259742,0.099329,0.253084,0.392474,0.343453,0.431807,0.337112,0.77526,0.172065,2.43451,0.322814,-1.26617,-0.945254,78.0107,11.0663,116.287,-2.21142,1.53533,8.694666147232056,-9.866962909698486,1.84191,191.77999877929688,3.23516,-0.623315,0.611674,3.23516,0.623315,4.18444,685.7,5.041911764,685.7,5.041911764,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Miguel Vargas","CHW",137.922,579.989,508.727,118.482,69.9878,28.219,1.77406,18.5015,71.0635,65.8364,59.8241,0.314157,112.181,6.31493,4.74285,0.380105,7.00129,7.16279,2.16905,0.2329,0.103147,0.19342,0.533281,0.318528,0.404449,0.316425,0.722977,0.171549,4.26366,0.261192,-0.158434,-0.352299,70.1169,1.5868,102.076,-0.510733,-3.79377,0.9120121002197266,-2.6553120613098145,1.82996,315.0899963378906,3.5074,-0.206789,0.537044,3.5074,0.206789,4.28394,628.7,4.555797101,628.7,4.555797101,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Matt Wallner","MIN",117.245,480.637,414.936,93.9225,46.8028,21.0457,1.805,24.269,60.4184,62.6236,50.7771,0.847963,147.675,12.0574,2.71638,0.150235,4.78027,4.82323,1.6436,0.226354,0.105646,0.307249,0.343844,0.326246,0.46124,0.340228,0.787487,0.234886,4.16294,0.283481,-0.367278,-0.426628,67.3947,10.6037,118.156,-0.793906,-2.49737,9.491361320018768,-8.244672536849976,1.82008,354.17999267578125,2.73794,1.28323,0.722878,2.73794,-1.28323,4.03616,602.2,5.147008547,602.2,5.147008547,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Ozzie Albies","ATL",141.184,591.872,537.952,134.102,87.4447,27.1476,2.01731,17.4922,69.2414,71.0501,43.4607,1.23583,87.7036,4.83235,5.11193,0.515532,7.76967,10.9369,2.78472,0.249282,0.0734291,0.14818,0.49554,0.308434,0.404795,0.309549,0.71323,0.155513,4.67036,0.266312,-0.0383482,0.159057,68.2495,-1.68477,97.1653,0.120709,-2.23286,-1.8677890002727509,-0.05410194396972656,1.81808,155.39999389648438,1.86866,0.440052,0.206609,1.86866,-0.440052,4.72452,618.4,4.385815602,618.4,4.385815602,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"JJ Wetherholt","STL",118.81,486.947,430.926,106.32,74.0863,21.0084,1.25232,9.97289,55.5917,47.5141,45.1362,1.07655,86.5215,7.2018,2.75013,0.932761,8.35581,11.2235,2.29106,0.246724,0.0926922,0.177682,0.521676,0.326447,0.370717,0.308589,0.697164,0.123993,4.6503,0.285742,-0.422663,0.478972,55.771,-1.76554,96.693,0.0563099,1.06309,-1.8469694927334785,3.134702205657959,1.8179,999,2.38588,-0.0224835,0.596009,2.38588,0.0224835,4.20532,494.5,4.155462184,494.5,4.155462184,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Hunter Goodman","COL",138.276,557.73,514.299,130.007,70.9504,28.718,2.57004,27.7687,70.5932,85.6964,33.6807,0.22477,145.599,5.65752,3.93461,0.158337,9.26365,2.283,0.891514,0.252785,0.0603889,0.261056,0.231325,0.303719,0.480598,0.334492,0.784318,0.227813,3.58558,0.296459,-0.163778,-0.635097,75.6073,9.70725,101.07,-0.798875,-5.17012,-0.09145969152450562,-1.1181378364562988,1.77473,64.36000061035156,3.85536,0.210213,0.906103,3.85536,-0.210213,3.79186,699.4,5.068115942,699.4,5.068115942,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Christian Yelich","MIL",135.047,576.431,505.734,130.56,88.4268,21.6484,1.48357,19.0015,73.829,74.137,63.4979,4.88579,137.697,4.32228,2.42334,0.45331,10.5213,16.0128,3.97737,0.25816,0.110157,0.238878,0.461144,0.344424,0.419549,0.332427,0.763973,0.161389,4.91435,0.317415,0.663477,0.574513,77.1759,9.06612,114.063,1.23799,0.341874,10.845586776733398,-12.764575779438019,1.76581,128.07000732421875,3.56739,0.920613,0.239937,3.56739,-0.920613,4.68008,695.9,5.154814814,695.9,5.154814814,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Brenton Doyle","COL",137.698,562.98,518.154,128.79,83.0583,24.284,2.99478,18.4525,69.602,64.4801,35.2728,0.229782,149.907,2.70186,4.30475,2.54643,8.59454,20.8186,4.61304,0.248555,0.0626537,0.266275,0.235297,0.297563,0.413816,0.307417,0.711379,0.165262,6.16894,0.311599,-0.0148213,1.47709,63.9434,-2.57706,82.5228,1.46227,6.37986,-10.199351191520691,8.5048246383667,1.74299,161.97999572753906,3.41586,0.025751,0.580761,3.41586,-0.025751,4.22565,600.2,4.349275362,600.2,4.349275362,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Jake Cronenworth","SDP",142.212,579.296,498.201,117.139,76.5405,24.3808,2.29396,13.9236,64.1569,61.1078,62.1354,1.09901,115.249,11.5824,4.8544,2.52268,9.3368,4.09238,1.58378,0.235124,0.10726,0.198946,0.539143,0.330904,0.377114,0.313784,0.708018,0.14199,3.80653,0.276063,0.107533,-0.814812,68.791,0.342712,100.261,-0.707279,-3.55251,-0.5284264534711838,-2.1381927728652954,1.7331,740.6199951171875,2.96761,0.428644,0.293534,2.96761,-0.428644,4.60862,593.8,4.18169014,593.8,4.18169014,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"TJ Friedl","CIN",133.465,576.783,497.867,120.356,84.1232,19.9956,2.74306,13.4939,68.546,54.6952,57.7145,0.143282,96.7874,12.4475,4.43652,4.31741,7.73825,11.3844,3.04462,0.241743,0.100063,0.167806,0.596302,0.332802,0.374235,0.314339,0.707037,0.132492,4.9766,0.272591,0.288695,0.0124539,68.7524,0.601085,96.0371,0.301149,0.491956,-2.4078900516033173,0.14482644200325012,1.73181,261.1300048828125,3.06973,-0.596189,0.426975,3.06973,0.596189,4.4307,593.8,4.464661654,593.8,4.464661654,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Teoscar Hernández","LAD",132.516,553.148,509.179,131.79,79.4707,25.5943,1.06158,25.6636,70.5142,82.8475,34.4916,0.944707,145.796,5.1733,3.82413,0.480355,9.0694,5.87125,1.84444,0.258829,0.0623552,0.263576,0.236574,0.310232,0.46447,0.331815,0.774702,0.205641,3.84557,0.310727,-0.650037,-0.361336,73.784,8.42527,112.648,-1.01137,-3.08464,7.257430076599121,-9.21963882446289,1.71463,136.50999450683594,1.76501,-1.71845,0.636279,1.76501,1.71845,4.15163,678.5,5.101503759,678.5,5.101503759,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Anthony Volpe","NYY",110.739,452.074,409.937,94.0377,56.882,20.5411,2.45829,14.1564,54.4073,48.5809,33.3964,0.303181,109.239,3.69589,3.19402,1.85084,6.26814,16.0217,4.40521,0.229396,0.0738738,0.241639,0.30572,0.291256,0.395096,0.298273,0.686352,0.165701,6.10131,0.275704,0.531428,0.781947,47.9905,-5.42556,89.6064,1.31337,0.42547,-4.240053653717041,5.552254498004913,1.69965,641.3800048828125,1.68287,-0.0894031,0.760444,1.68287,0.0894031,3.98607,450.5,4.058558558,450.5,4.058558558,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Nolan Arenado","ARI",132.282,550.852,503.912,126.994,85.7937,24.3471,1.01078,15.8426,59.7661,68.0752,37.4064,3.01653,76.2734,4.08719,4.95334,0.493713,10.1428,2.81378,1.02486,0.252017,0.0679064,0.138464,0.490425,0.306142,0.398662,0.30474,0.704804,0.146646,3.06541,0.266711,-0.156118,-0.677335,61.3685,-3.71889,93.3575,-0.833453,1.70355,-5.170144855976105,3.3606741428375244,1.68995,705.3300170898438,1.61955,-1.76365,0.414855,1.61955,1.76365,4.44686,558.8,4.233333333,558.8,4.233333333,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Carlos Narváez","BOS",108.461,415.5,370.739,84.3877,54.3451,17.5705,0.275582,12.1966,42.8011,44.8383,37.7746,0.752301,111.158,3.64027,2.21118,1.13428,6.68687,2.16448,1.00629,0.22762,0.0909137,0.267529,0.339827,0.303603,0.375194,0.298509,0.678797,0.147574,2.67223,0.289233,-0.202244,-0.606406,44.1873,-4.90721,85.9791,-0.80865,1.73103,-7.674893379211426,9.795625686645508,1.68013,494.6400146484375,1.51668,0.143521,0.397385,1.51668,-0.143521,4.47015,391.4,3.624074074,391.4,3.624074074,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Colt Keith","DET",119.742,485.388,435.616,111.962,72.4278,21.5504,2.67686,15.3065,61.9225,53.8971,42.9943,1.39096,101.613,2.92661,3.31025,0.54002,6.7307,3.06942,1.02221,0.257019,0.0885772,0.209343,0.423119,0.325633,0.424192,0.325156,0.749825,0.167173,4.20108,0.300164,0.703335,-0.576846,62.1212,4.76889,108.281,0.12649,0.430052,4.863902434706688,-5.219150185585022,1.67291,482.3800048828125,2.038,0.198173,0.459259,2.038,-0.198173,4.38765,554,4.616666666,554,4.616666666,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Ryan McMahon","NYY",117.463,474.485,414.739,90.2303,56.0302,16.8982,0.885285,16.4166,52.6456,51.0793,53.5137,1.52206,149.445,2.82826,2.96114,0.442999,6.88047,2.90898,1.52051,0.217559,0.112783,0.314963,0.358082,0.309197,0.381321,0.303566,0.690518,0.163762,3.02144,0.2931,0.164834,-0.772678,52.4085,-3.65556,93.2422,-0.607844,2.74402,-4.397619307041168,4.5567275285720825,1.65928,724.510009765625,1.82606,0.357707,0.503832,1.82606,-0.357707,4.32822,465.5,3.978632478,465.5,3.978632478,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Matt McLain","CIN",130.503,533.695,473.394,111.387,71.0841,21.7145,2.09208,16.4966,65.6283,55.7699,49.1205,0.310539,149.902,5.93147,3.37336,1.87564,6.14305,15.7915,3.9015,0.235295,0.0920386,0.280877,0.327683,0.312962,0.394546,0.310194,0.707508,0.159251,5.51388,0.305736,-0.0673867,0.729907,61.8203,-1.23987,93.1977,0.662521,-0.285236,-3.6401923298835754,1.911792814731598,1.63984,181.2899932861328,2.74019,-0.5331,0.603217,2.74019,0.5331,4.19571,558.4,4.262595419,558.4,4.262595419,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Chase Meidroth","CHW",124.47,531.046,463.702,116.836,90.0401,19.2528,1.0211,6.52212,61.5661,38.9605,54.1964,0.00511659,80.0022,8.29242,2.66203,2.19319,12.1445,12.528,3.63991,0.251964,0.102056,0.15065,0.677435,0.339083,0.340084,0.306181,0.679167,0.0881199,4.55658,0.290423,-0.305212,0.00808157,59.7835,-2.96368,95.0388,-0.29713,-0.994301,-3.411024123430252,1.364198625087738,1.62943,594.0399780273438,2.15064,0.0111817,0.948054,2.15064,-0.0111817,3.73593,517.3,4.171774193,517.3,4.171774193,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Luis Arraez","SFG",138.624,605.386,559.916,167.401,132.46,27.7911,2.94497,4.20451,67.1797,53.7464,31.3821,2.30259,24.498,4.03817,4.16743,5.8825,13.0772,8.03147,2.95239,0.298976,0.0518382,0.0404668,1.281,0.338316,0.381657,0.31469,0.719973,0.0826814,4.13635,0.304824,0.492574,-0.695851,72.3348,0.803786,100.884,-0.203278,-4.25669,0.42927007377147675,-5.3383424282073975,1.59401,275.8699951171875,3.02504,-0.448659,1.93763,3.02504,0.448659,2.41649,622.9,4.481294964,622.9,4.481294964,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Sal Frelick","MIL",131.896,548.496,492.636,128.368,95.1348,22.1018,3.40721,7.72441,65.9723,52.3377,44.5944,0.403897,77.9366,5.60557,3.4462,2.21371,8.34699,19.2255,4.05176,0.260574,0.0813031,0.142091,0.572188,0.326879,0.36631,0.306588,0.693189,0.105736,5.98712,0.293951,-0.35517,1.22905,61.929,-2.88009,96.3622,0.873882,3.80402,-1.4909759163856506,-1.1869840621948242,1.59307,213.91000366210938,1.99573,0.368739,1.02253,1.99573,-0.368739,3.63662,557.8,4.225757575,557.8,4.225757575,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
