Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"JJ Wetherholt","STL",117.847,486.019,435.6,104.275,72.9008,21.3947,1.55328,8.42621,50.7842,45.2845,39.9947,1.1802,90.6586,6.05062,3.1429,1.23099,9.65978,7.80501,1.46679,0.239383,0.0822903,0.186533,0.441157,0.310074,0.353661,0.293526,0.663736,0.114279,4.52227,0.282192,,0.182874,49.7205,-7.70637,88.8076,0.182874,0,-6.264325067400932,2.045954704284668,1.2228,999,,,,,,,444.3,3.765254237,444.3,3.765254237,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Dylan Beavers","BAL",100.426,400.708,353.836,84.5938,53.7833,18.3636,1.49939,10.9474,49.0842,40.4986,40.1852,1.11114,95.146,2.35275,3.15335,1.18028,5.02941,10.5516,2.44984,0.239076,0.100286,0.237445,0.422354,0.318205,0.392268,0.310849,0.710473,0.153192,5.34877,0.293533,,0.478515,46.6289,-0.71785,100.12,0.478515,2.04,0.5352635495364666,-2.391838550567627,1.22111,411.2799987792969,,,,,,,424.6,4.246,424.6,4.246,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Christian Walker","HOU",135.135,567.937,508.767,116.6,67.9036,21.5334,0.131234,27.0322,67.7212,76.8316,46.6148,1.13904,144.717,7.39178,4.54598,0.617066,8.73682,3.76044,1.37342,0.229182,0.0820774,0.254812,0.32211,0.300725,0.431421,0.316056,0.732145,0.202239,2.80479,0.26223,,-0.607642,68.4899,1.38376,102.838,-0.607642,1.49,1.292257010936737,-8.986151456832886,1.21277,204.9199981689453,,,,,,,630.6,4.671111111,630.6,4.671111111,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Luis Arraez","SFG",139.297,608.012,560.763,165.556,136.695,25.4065,3.44777,0.0064727,65.0776,52.1882,32.9953,2.64255,21.1872,4.01171,5.26473,4.97755,14.5959,8.08387,2.97207,0.295234,0.0542674,0.0348467,1.55732,0.335906,0.352872,0.302785,0.688778,0.0576385,4.39953,0.303853,,-0.729622,66.7715,-5.06979,95.396,-0.729622,-3.26,-4.04735791683197,-4.346899151802063,1.21081,278.3299865722656,,,,,,,576,4.143884892,576,4.143884892,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Justin Crawford","PHI",101.86,408.25,375.824,99.9746,75.2238,17.7458,1.8553,5.14973,49.9277,34.0375,25.3304,0.747261,84.4264,2.06211,1.649,3.3842,8.71003,21.4422,3.12155,0.266014,0.0620462,0.206801,0.300029,0.314591,0.364213,0.298215,0.678804,0.098199,6.47312,0.329371,,2.33761,43.319,-4.91887,88.2616,2.33761,0,-3.3421456813812256,1.4794479608535767,1.19909,999,,,,,,,407.1,3.99117647,407.1,3.99117647,,,,,,,,,,,,,,,,,,,"Justin Crawford","sa3020240",702222
"Pedro Pagés","STL",89.663,332.555,305.561,66.3736,45.8203,12.0769,0.299974,8.1765,29.414,33.9996,20.1171,0.65778,88.5275,3.15396,2.24924,1.47344,6.06329,0.617535,0.295666,0.217219,0.0604927,0.266204,0.227242,0.270763,0.338983,0.267594,0.609746,0.121764,2.11898,0.275677,,-0.44935,27.0193,-12.2746,71.0436,-0.44935,5.54,-11.86241289973259,12.458441257476807,1.19299,999,,,,,,,244.5,2.716666666,244.5,2.716666666,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Jose Trevino","CIN",69.908,253.437,233.518,54.1123,38.9502,8.97888,0.0136427,6.16948,22.7292,26.5972,14.2103,0.189505,39.9694,1.62863,1.96991,1.35934,5.95155,0.318327,0.196002,0.231726,0.0560704,0.15771,0.35553,0.278327,0.349552,0.275043,0.627879,0.117826,1.67538,0.253197,,-0.37705,22.1239,-7.82167,69.1182,-0.37705,7.45,-9.653181076049805,12.844135284423828,1.18916,999,,,,,,,198.9,2.841428571,198.9,2.841428571,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Sal Frelick","MIL",131.561,548.517,493.984,123.696,92.1021,20.8797,4.6426,6.07169,59.9901,46.6891,42.7154,0.738117,74.5473,5.42471,3.39806,2.28532,10.6391,16.5729,3.67289,0.250405,0.0778744,0.135907,0.572998,0.314994,0.348343,0.293846,0.663337,0.0979382,5.9853,0.282233,,0.8895,56.2568,-8.55474,87.6336,0.8895,5.5,-7.149986207485199,0.41043806076049805,1.17759,215.86000061035156,,,,,,,511.3,3.873484848,511.3,3.873484848,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Parker Meadows","DET",117.829,472.771,423.806,93.0418,60.0037,15.9609,5.7589,11.3183,56.9124,41.1811,41.6085,0.878858,121.152,3.07876,3.10142,1.17651,4.99293,13.4898,3.02141,0.219539,0.0880099,0.25626,0.343439,0.29205,0.364496,0.287864,0.656545,0.144957,6.9739,0.277559,,0.775303,46.1919,-9.66962,82.5915,0.775303,1.92,-8.924975275993347,3.7383487224578857,1.13417,999,,,,,,,432.1,3.661864406,432.1,3.661864406,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Carter Jensen","KCR",102.099,383.224,341.933,81.24,50.2329,16.9844,2.93297,11.0898,45.399,43.8622,36.1384,1.31219,100.516,2.07511,2.51034,0.566962,5.53347,4.68522,1.30133,0.23759,0.094301,0.262292,0.359527,0.312169,0.401715,0.310509,0.713884,0.164124,4.98898,0.301285,,-0.171105,44.4888,-0.792092,95.4253,-0.171105,-2.27,-2.237357050180435,0.028828859329223633,1.12354,999,,,,,,,402.1,3.942156862,402.1,3.942156862,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Cam Smith","HOU",112.87,446.851,400.232,96.8322,65.9041,19.642,1.28747,9.99862,50.9622,43.4931,37.712,1.21342,117.588,5.72535,2.52952,0.652126,8.13504,6.54964,1.72609,0.24194,0.084395,0.263148,0.320713,0.314365,0.372396,0.302323,0.686762,0.130456,4.44593,0.315558,,-0.110761,48.9052,-3.89373,93.3779,-0.110761,3.65,-3.598394624888897,-0.9515271186828613,1.10804,411.1000061035156,,,,,,,440.6,3.899115044,440.6,3.899115044,,,,,,,,,,,,,,,,,,,"Cam Smith","35108",701358
"Josh Bell","MIN",130.898,543.444,480.084,118.636,77.1161,20.6178,0.198084,20.7045,64.1081,67.33,54.2908,1.31349,104.266,4.05105,4.25042,0.609761,13.1025,1.56024,0.622379,0.247116,0.0999013,0.191861,0.520697,0.326121,0.420268,0.32495,0.746389,0.173152,2.12678,0.272514,,-0.828406,69.4605,5.24839,107.632,-0.828406,-0.92,4.05988484621048,-12.005535066127777,1.10076,641.0800170898438,,,,,,,619.7,4.730534351,619.7,4.730534351,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Jordan Lawlar","ARI",83.335,309.102,280.38,67.3524,44.9456,13.9839,1.98383,6.43917,37.3487,30.0922,22.2898,0.742383,85.2382,3.58405,1.94412,0.904074,4.34198,11.4069,2.60171,0.240218,0.0721114,0.275761,0.2615,0.302488,0.373142,0.295711,0.67563,0.132923,6.50362,0.319509,,0.753315,32.17,-4.35281,87.1721,0.753315,3.17,-3.946167767047882,4.174714088439941,1.07555,321.5400085449219,,,,,,,294.1,3.543373493,294.1,3.543373493,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Jake Burger","TEX",129.412,528.933,488.623,117.677,67.8607,22.8946,0.819991,26.1012,62.9453,75.321,29.0663,0.698456,133.129,7.45525,3.23972,0.549264,9.29264,2.00718,0.680451,0.240833,0.0549526,0.251694,0.218331,0.29183,0.451299,0.318412,0.743128,0.210466,3.0041,0.275305,,-0.561707,64.798,2.30054,105.291,-0.561707,-0.47,2.737007260322571,-10.549475401639938,1.06329,245.60000610351562,,,,,,,597.6,4.632558139,597.6,4.632558139,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Brandon Marsh","PHI",119.811,467.961,414.877,102.408,69.0915,19.4014,2.82244,11.0927,56.3844,47.0742,45.4363,1.21558,130.716,2.88388,2.82563,1.93807,7.02548,9.93409,2.5944,0.246839,0.0970942,0.279332,0.347595,0.323435,0.387422,0.311934,0.710857,0.140583,5.2879,0.33098,,0.157277,54.8673,-0.425909,97.6595,0.157277,-0.19,-1.1408105492591858,-4.070159614086151,1.05977,688.4199829101562,,,,,,,486.4,4.053333333,486.4,4.053333333,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Addison Barger","TOR",114.625,469.428,426.38,101.16,59.9169,22.7719,1.31031,17.161,55.8995,57.5085,35.5529,1.89667,115.645,4.17092,2.89523,0.428559,7.53391,4.3074,1.14824,0.237253,0.0757367,0.246353,0.307432,0.300393,0.417551,0.309793,0.717944,0.180298,4.04746,0.283331,,-0.254019,54.2231,-1.24339,98.5521,-0.254019,-2.07,-1.0551166832447052,-4.795068740844727,1.05451,199.44000244140625,,,,,,,496.6,4.318260869,496.6,4.318260869,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Freddy Fermin","SDP",117.85,434.393,398.487,91.317,67.3906,12.9657,2.18605,8.77462,42.5644,39.3722,26.0987,0.76587,88.753,2.95238,3.18047,3.67424,8.93738,2.58203,0.951908,0.229159,0.0600809,0.204315,0.29406,0.279459,0.338728,0.271399,0.618187,0.109569,3.77661,0.271396,,-0.505038,36.6355,-14.6914,75.241,-0.505038,0,-13.25209778547287,9.093363761901855,1.05317,722.3800048828125,,,,,,,335.2,2.840677966,335.2,2.840677966,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Jorge Polanco","NYM",123.095,506.498,450.331,108.943,66.8379,21.6464,0.753391,19.7049,60.4507,63.0869,45.7936,1.36244,104.318,3.64648,3.90193,1.3715,7.5086,5.52964,1.8515,0.241917,0.0904121,0.205959,0.43898,0.314456,0.4246,0.320072,0.739056,0.182683,3.7083,0.270245,,-0.410927,62.7324,2.88574,108.146,-0.410927,-1.26,4.479229301214218,-11.152795553207397,1.04131,214.00999450683594,,,,,,,573.7,4.664227642,573.7,4.664227642,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Marcelo Mayer","BOS",106.415,415.581,379.788,92.9936,60.379,21.4125,1.29077,9.91132,44.9411,46.0387,30.4604,1.96073,98.5846,1.97027,2.7967,0.565628,7.01377,6.76082,1.79498,0.244857,0.0732959,0.237221,0.308977,0.302216,0.386325,0.298881,0.688541,0.141468,4.44628,0.303122,,0.0173348,44.3216,-4.7825,86.2357,0.0173348,1.1,-6.724576594308019,2.34581196308136,1.01544,599.5800170898438,,,,,,,405.1,3.821698113,405.1,3.821698113,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Kyle Manzardo","CLE",126.431,518.237,458.36,106.632,60.7563,21.681,0.726841,23.4679,59.1246,72.4041,48.6516,2.02815,121.937,5.70037,5.11359,0.411757,6.64108,1.33205,0.506855,0.232638,0.0938791,0.235291,0.398991,0.310885,0.43671,0.32198,0.747595,0.204072,2.51645,0.261466,,-0.687673,64.9891,3.75543,107.529,-0.687673,-0.15,3.9108474254608154,-11.993975073099136,0.99793,243.60000610351562,,,,,,,591,4.69047619,591,4.69047619,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"José Caballero","NYY",94.719,359.169,317.215,68.3818,46.6874,12.5879,1.15225,7.95417,49.1524,24.6169,30.9249,0.345499,93.7733,6.49718,2.19022,2.3417,3.81533,33.1097,7.84348,0.215569,0.0861013,0.261084,0.329784,0.296513,0.337742,0.282836,0.634254,0.122172,7.3097,0.277601,,2.85691,33.6265,-8.81208,80.5075,2.85691,0,-5.39470100402832,2.7241015434265137,0.991553,205.3800048828125,,,,,,,333.7,3.512631578,333.7,3.512631578,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Henry Davis","PIT",75.983,281.579,251.994,54.8691,35.0756,10.5452,0.778594,8.46975,30.581,29.9233,20.8702,0.836884,73.9849,5.57332,1.6638,1.47785,4.35135,3.92102,1.25061,0.21774,0.0741186,0.26275,0.282088,0.290297,0.366599,0.288332,0.656897,0.148859,4.4159,0.27102,,-0.128548,27.6187,-5.65203,81.2185,-0.128548,0.81,-6.396491169929504,6.672885954380035,0.986763,745.0800170898438,,,,,,,254.6,3.35,254.6,3.35,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Davis Schneider","TOR",86.372,327.041,284.069,60.2752,33.6649,12.5623,0.646366,13.4017,39.797,40.152,36.6939,0.0142197,95.1004,3.59278,2.38439,0.300697,3.25199,3.46894,1.15462,0.212185,0.1122,0.290791,0.385843,0.307773,0.402491,0.311333,0.710265,0.190306,3.78875,0.263406,,-0.26716,38.1851,-0.457336,99.6129,-0.26716,0.55,-0.416357159614563,-1.362423598766327,0.969661,999,,,,,,,343.5,3.994186046,343.5,3.994186046,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Harry Ford","WSN",97.974,288.138,255.058,58.301,39.4071,12.0632,0.673483,6.1572,29.7279,28.5301,26.8701,0.474295,66.6268,3.91119,1.79768,0.501002,4.98072,6.27695,1.07862,0.228579,0.0932542,0.231232,0.403292,0.309704,0.353578,0.294483,0.663281,0.124998,4.52982,0.28328,,0.353446,29.7009,-4.34484,87.3354,0.353446,2.6,-3.9715710282325745,3.785037398338318,0.961726,684.280029296875,,,,,,,268.3,2.737755102,268.3,2.737755102,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Romy Gonzalez","BOS",70.812,273.702,252.306,67.0886,44.6434,12.1991,1.22998,9.01602,34.9608,33.2324,16.4524,0.473743,68.3016,2.20337,1.99072,0.749826,5.67493,8.30883,2.5143,0.265902,0.0601106,0.249547,0.240878,0.314137,0.431206,0.321583,0.745343,0.165304,5.5062,0.328133,,0.217366,34.2351,1.89512,101.874,0.217366,-0.48,0.8220181465148926,-0.9299673140048981,0.952778,739.8499755859375,,,,,,,309.1,4.353521126,309.1,4.353521126,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Connor Norby","MIA",115.856,451.388,412.995,100.569,64.9456,20.942,2.89348,11.7875,49.8584,50.0044,30.5476,0.568767,123.997,4.11007,3.29197,0.443284,6.31944,8.14436,2.28363,0.24351,0.0676747,0.274701,0.246358,0.299873,0.393855,0.301582,0.693728,0.150344,5.11296,0.316507,,0.0398945,49.1301,-4.20483,90.8373,0.0398945,-2.39,-4.862061597406864,-0.8504185676574707,0.952049,721.8300170898438,,,,,,,458,3.948275862,458,3.948275862,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Yoán Moncada","LAA",90.654,364.227,322.685,75.3914,47.281,15.778,0.638134,11.6943,39.1431,40.9942,34.4702,0.856188,95.501,4.0965,2.54195,0.433197,6.32152,0.877886,0.292853,0.233638,0.0946394,0.262202,0.360941,0.313249,0.39521,0.310008,0.708459,0.161573,2.53981,0.292146,,-0.505438,42.135,-0.901213,96.9183,-0.505438,-2.02,-1.828381359577179,-1.5383834838867188,0.938138,740.010009765625,,,,,,,377.8,4.151648351,377.8,4.151648351,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Cole Young","SEA",96.073,369.334,328.736,77.6993,52.9607,16.2003,1.02595,7.51246,39.6803,36.2477,32.3226,0.731909,63.3664,4.24995,2.56745,1.45771,6.87649,5.90234,1.70306,0.236358,0.087516,0.171569,0.510091,0.310626,0.360438,0.296505,0.671064,0.12408,4.40477,0.269509,,-0.103201,38.6768,-4.96286,95.3263,-0.103201,-3.16,-2.1376928612589836,-1.5714915990829468,0.921088,999,,,,,,,348.9,3.634375,348.9,3.634375,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"Jordan Walker","STL",124.983,500.393,456.615,108.315,66.4093,23.2304,1.12403,17.5511,58.0465,59.9728,35.258,0.971668,138.339,5.21337,2.83979,0.466436,8.65994,7.86616,2.3936,0.237212,0.0704606,0.276461,0.254866,0.297616,0.408323,0.306032,0.70594,0.171111,4.23827,0.298993,,-0.106163,56.2721,-2.85318,97.3751,-0.106163,0.06,-1.6629288792610168,-6.026834432035685,0.91656,352.44000244140625,,,,,,,519,4.152,519,4.152,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Colt Emerson","SEA",71.777,285.716,257.528,61.7462,42.3987,13.3204,0.596741,5.43047,30.1053,28.6809,22.1728,1.30703,59.3041,3.72277,1.80995,0.482669,5.63973,5.21459,0.94229,0.239765,0.0776044,0.207563,0.373884,0.307264,0.359385,0.293089,0.666648,0.119619,4.44266,0.289388,,0.214806,29.128,-4.63156,92.9735,0.214806,0,-2.1513676047325134,1.2490743398666382,0.913813,999,,,,,,,264.3,3.670833333,264.3,3.670833333,,,,,,,,,,,,,,,,,,,"Colt Emerson","sa3022923",806068
"Chase DeLauter","CLE",102.282,439.404,400.328,95.7933,63.6955,20.1407,0.913365,11.0437,45.2007,47.3238,32.5951,1.2865,83.8831,2.76096,3.01149,0.708057,8.41487,3.92253,0.976614,0.239287,0.0741801,0.190902,0.388577,0.298953,0.37692,0.294944,0.675872,0.137633,3.55184,0.274792,,-0.260847,45.4576,-6.46139,88.9039,-0.260847,0,-6.007395565509796,-0.23915547132492065,0.90823,999,,,,,,,417.5,4.093137254,417.5,4.093137254,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Wenceel Pérez","DET",108.975,443.591,400.599,93.1485,59.5838,18.1325,3.93957,11.4926,53.0237,43.3028,35.1562,0.662024,93.8712,3.19603,3.47901,1.16049,5.4749,11.3806,3.13777,0.232523,0.0792537,0.211617,0.374515,0.297224,0.38352,0.296752,0.680744,0.150997,6.19772,0.273358,,0.348974,46.5419,-5.87177,88.7141,0.348974,3.19,-5.551569998264313,-0.8685336112976074,0.905218,999,,,,,,,424.7,3.896330275,424.7,3.896330275,,,,,,,,,,,,,,,,,,,"Wenceel Perez","22857",672761
"Zach McKinstry","DET",110.906,428.332,384.288,89.6275,59.3267,17.4419,4.64277,8.21616,52.2414,36.7213,35.6846,0.655554,95.1716,3.92507,2.98555,1.44903,4.97467,15.5295,3.90276,0.23323,0.0833105,0.222191,0.37495,0.302746,0.366921,0.294066,0.669667,0.133691,6.95678,0.286775,,0.858827,44.0071,-6.6036,86.8644,0.858827,0.39,-5.77255243062973,-0.20124977827072144,0.897147,486.2099914550781,,,,,,,412.2,3.713513513,412.2,3.713513513,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Mike Yastrzemski","ATL",111.522,449,391.192,89.3484,52.4669,19.8783,1.02589,15.9774,53.0684,52.8035,48.4746,1.9918,103.071,4.14461,3.09493,2.09424,6.18217,4.16403,1.39436,0.228401,0.107961,0.229557,0.470301,0.317668,0.406989,0.315784,0.724657,0.178588,3.58368,0.266573,,-0.418803,54.0478,0.994948,101.437,-0.418803,-1.47,0.34573668241500854,-6.6330554485321045,0.885108,698.4600219726562,,,,,,,482.3,4.30625,482.3,4.30625,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Garrett Mitchell","MIL",95.315,366.334,326.104,71.613,48.3543,12.8052,2.50019,7.95331,41.3738,32.3251,32.959,0.702859,114.817,3.49082,1.59133,2.18879,5.6903,12.665,2.54428,0.219602,0.0899698,0.313421,0.287057,0.296757,0.347369,0.285302,0.644126,0.127767,6.30179,0.310648,,0.935867,35.0307,-8.25452,81.7809,0.935867,2.58,-6.974532127380371,3.4315796494483948,0.884499,699.0999755859375,,,,,,,331.5,3.489473684,331.5,3.489473684,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"Jorge Soler","LAA",115.814,472.611,412.618,93.2837,52.1527,18.8206,0,22.3104,55.1035,62.9472,49.5487,0.433375,127.277,4.95519,3.24077,0.46176,7.52538,0.713063,0.253387,0.226078,0.10484,0.269305,0.389299,0.314199,0.433901,0.324685,0.748101,0.207824,1.79718,0.266545,,-0.662405,60.305,4.46241,107.029,-0.662405,-2.19,3.252779960632324,-10.927682399749756,0.879028,687.9199829101562,,,,,,,536.6,4.625862068,536.6,4.625862068,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Carson Williams","TBR",96.159,374.952,341.15,73.9394,45.8768,14.712,1.83358,11.517,42.2628,40.7607,27.391,0.529485,129.966,3.60546,1.98768,0.817893,4.55842,8.50308,2.56041,0.216736,0.0730519,0.346619,0.210756,0.280476,0.371888,0.284924,0.652364,0.155152,5.51352,0.30955,,0.148087,35.7395,-8.56396,79.9347,0.148087,-0.05,-8.719251692295074,4.401805590838194,0.878639,999,,,,,,,342.8,3.570833333,342.8,3.570833333,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Casey Schmitt","SFG",72.22,281.35,256.313,61.5057,38.7044,12.3019,0.849458,9.65,32.1081,33.0802,18.6151,0.634638,66.4757,3.11592,2.11017,1.19555,4.41639,1.93827,0.67569,0.239963,0.0661633,0.236274,0.280028,0.29711,0.407534,0.304968,0.704644,0.167571,3.71597,0.284456,,-0.283837,31.3963,-1.84738,96.8912,-0.283837,-0.51,-1.3204812705516815,0.5276436805725098,0.876588,999,,,,,,,292.7,4.065277777,292.7,4.065277777,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Isaac Collins","KCR",107.457,409.002,356.481,85.9257,57.6741,17.2049,3.11887,7.92792,50.7825,37.6799,43.0882,0.936766,82.1643,4.85449,2.85431,1.72359,7.11539,12.837,3.91498,0.241038,0.10535,0.20089,0.524415,0.32869,0.373518,0.310524,0.702208,0.132479,6.00033,0.289693,,0.273078,47.4862,-0.840537,95.4354,0.273078,1.36,-1.927326738834381,-3.6148611307144165,0.873237,588.1500244140625,,,,,,,424.7,3.969158878,424.7,3.969158878,,,,,,,,,,,,,,,,,,,"Isaac Collins","25477",686555
"Gabriel Arias","CLE",113.478,450.773,415.365,93.4371,62.7628,18.2883,0.673759,11.7123,47.5294,45.2454,27.3571,0.819149,139.422,4.83291,2.40981,0.808617,8.40844,8.94702,3.26206,0.224952,0.0606894,0.309296,0.196218,0.279194,0.356819,0.278416,0.636012,0.131867,4.44782,0.306499,,-0.167908,40.585,-12.6773,77.5189,-0.167908,0.46,-12.111885458230972,5.002977341413498,0.860036,999,,,,,,,381.2,3.373451327,381.2,3.373451327,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Andrew Benintendi","CHW",119.55,494.408,443.125,109.347,70.6056,19.7009,1.5105,17.53,55.357,58.6995,42.7294,1.86584,84.0449,2.50939,5.13196,0.91227,8.23247,3.19694,1.10422,0.246763,0.0864253,0.169991,0.508411,0.313246,0.41672,0.315572,0.729966,0.169956,3.3929,0.264845,,-0.565257,59.4286,1.01049,101.673,-0.565257,-2.63,0.4094182252883911,-9.050278186798096,0.856955,999,,,,,,,546.9,4.5575,546.9,4.5575,,,,,,,,,,,,,,,,,,,"Andrew Benintendi","17901",643217
"Tyler Freeman","COL",78.776,321.188,284.52,82.1746,58.9192,15.2108,2.10797,5.93663,43.2892,32.2147,22.9478,0.24894,41.2268,8.94156,2.37384,2.40462,7.27046,13.3873,4.08671,0.288818,0.0714465,0.128357,0.556623,0.35781,0.419693,0.341009,0.777504,0.130875,6.1613,0.318015,,0.406028,45.2404,7.28953,105.534,0.406028,-0.99,2.5126968324184418,-4.885134935379028,0.850582,745.3499755859375,,,,,,,395,5,395,5,,,,,,,,,,,,,,,,,,,"Tyler Freeman","22532",671289
"Jordan Beck","COL",131.382,541.704,493.015,125.043,78.7681,26.4269,3.0639,16.7846,68.9215,63.671,40.772,0.268154,152.979,3.68495,3.75637,0.475569,7.49589,15.6737,4.58466,0.25363,0.0752661,0.282403,0.26652,0.313177,0.421796,0.318528,0.734973,0.168166,5.73987,0.331058,,0.445526,66.4133,2.40683,90.1338,0.445526,2.23,-5.8888740837574005,-3.8524999618530273,0.847275,232.8300018310547,,,,,,,610.7,4.661832061,610.7,4.661832061,,,,,,,,,,,,,,,,,,,"Jordan Beck","31431",687597
"Daylen Lile","WSN",132.339,548.412,503.25,133.652,90.5277,30.1222,4.56308,8.43923,61.2349,55.6015,34.1185,0.803632,98.0077,5.49814,4.36311,1.18177,7.79195,14.7108,3.50215,0.265578,0.0622132,0.178712,0.34812,0.316629,0.393876,0.309327,0.710505,0.128298,5.8569,0.312122,,0.654101,63.1394,-1.65975,97.5045,0.654101,-1.28,-0.9679187536239624,-9.000771284103394,0.846852,204.86000061035156,,,,,,,572.4,4.336363636,572.4,4.336363636,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Miguel Amaya","CHC",78.653,293.12,263.299,58.7997,40.0003,11.4202,0.300206,7.07905,28.4739,30.1468,19.5107,0.500543,64.9183,5.4317,2.12074,2.75824,5.81195,0.571569,0.253964,0.22332,0.0665623,0.221473,0.300543,0.288406,0.349632,0.281379,0.638038,0.126312,2.32221,0.267398,,-0.415115,27.0958,-7.53856,80.1308,-0.415115,1.52,-7.3178413808345795,5.794619560241699,0.841925,728.5700073242188,,,,,,,242,3.063291139,242,3.063291139,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Brooks Lee","MIN",134.893,544.004,501.339,118.683,83.2471,22.5587,1.26302,11.6142,53.2966,55.1774,34.0409,1.16461,96.5232,3.10273,4.86695,0.654402,10.7233,3.65025,1.35942,0.236732,0.0625746,0.177431,0.35267,0.286789,0.356266,0.28097,0.643055,0.119534,3.26401,0.268971,,-0.613748,50.1071,-14.1712,77.3358,-0.613748,-1.57,-15.14539349079132,4.5770851373672485,0.834402,531.5399780273438,,,,,,,466.4,3.454814814,466.4,3.454814814,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Nolan Schanuel","LAA",140.701,598.143,515.261,130.785,97.5191,22.4301,2.44426,8.39123,64.9819,50.6433,65.6951,2.94036,80.7116,9.28303,4.79871,3.10533,14.1322,5.92412,2.30439,0.253822,0.109832,0.134937,0.813949,0.345798,0.355698,0.312788,0.701496,0.101875,3.73855,0.284004,,-0.878223,70.5453,-0.129912,98.8333,-0.878223,-0.02,-1.7007124423980713,-10.876558799296618,0.819507,545.75,,,,,,,599.8,4.253900709,599.8,4.253900709,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Travis d'Arnaud","LAA",60.365,221.146,199.08,44.5016,27.9938,8.64579,0.278805,7.5832,22.4385,25.7223,14.2731,0.00961543,62.6122,2.95404,1.26521,0.281407,3.92272,0.679836,0.268273,0.223537,0.0645415,0.283126,0.22796,0.283717,0.384041,0.291476,0.667758,0.160504,2.50405,0.283662,,-0.272366,22.2556,-3.87447,84.1527,-0.272366,0.27,-4.4029011726379395,4.617273837327957,0.800683,999,,,,,,,207.2,3.453333333,207.2,3.453333333,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Austin Martin","MIN",85.499,331.134,289.529,74.9033,54.9393,15.2905,1.06765,3.60585,40.1274,25.5592,31.6626,0.40049,55.4914,5.67765,2.07322,2.19115,6.7426,11.6938,3.57347,0.258707,0.0956186,0.16758,0.570585,0.341225,0.356256,0.311612,0.697481,0.0975492,5.33058,0.306649,,0.268812,38.7381,-0.387966,98.4437,0.268812,-1.01,-0.3385685086250305,-3.2794179916381836,0.7959,745.510009765625,,,,,,,342.4,4.028235294,342.4,4.028235294,,,,,,,,,,,,,,,,,,,"Austin Martin","27462",668885
