Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",144.996,637.347,518.218,148.802,72.6396,26.0518,0.403961,49.7068,105.748,119.731,108.15,18.2097,161.724,5.97916,4.23405,0.512118,8.90287,7.83049,2.89313,0.287142,0.169687,0.253746,0.668729,0.413036,0.626728,0.428765,1.03976,0.339587,3.21837,0.318613,,-0.73146,135.184,59.8761,181.032,-0.73146,-2.34,60.13914579153061,-9.344637632369995,7.44129,1.899999976158142,,,,,,,1210.6,8.348965517,1210.6,8.348965517,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",151.337,659.888,598.969,174.761,102.718,35.3983,5.51451,31.1301,104.128,96.4919,47.9561,5.00034,112.508,6.39974,5.70156,0.861585,7.0621,36.8868,8.51888,0.291769,0.0726731,0.170495,0.426248,0.347659,0.5252,0.369163,0.872859,0.233431,7.0006,0.311541,,2.8848,108.032,30.0608,135.83,2.8848,3.65,30.751545906066895,10.65634298324585,6.5603,2.990000009536743,,,,,,,1015.2,6.723178807,1015.2,6.723178807,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Shohei Ohtani","LAD",149.107,662.837,561.298,160.073,78.1826,30.9429,3.1323,47.815,121.892,119.344,91.3191,13.5098,157.233,4.78506,3.62105,0.740387,8.78568,25.5773,8.24618,0.285183,0.13777,0.237213,0.580787,0.387546,0.607031,0.412916,0.994576,0.321847,5.97078,0.311939,,0.677117,132.06,53.741,168.955,0.677117,0,54.84789288043976,-14.075693130493164,6.42778,1.2599999904632568,,,,,,,1208.2,8.108724832,1208.2,8.108724832,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Cal Raleigh","SEA",149.952,623.665,538.593,120.888,58.714,22.3574,0.845111,38.972,81.9145,103.02,73.9278,6.88507,172.209,6.20587,4.43531,0.503267,6.34473,7.31889,2.61882,0.224452,0.118538,0.276125,0.42929,0.322584,0.486178,0.342998,0.808762,0.261726,3.60638,0.24685,,-0.479847,88.8525,15.1617,127.354,-0.479847,14.95,19.62671822309494,21.703317642211914,6.42477,17.81999969482422,,,,,,,819.6,5.464,819.6,5.464,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Juan Soto","NYM",154.655,677.748,547.568,148.009,82.9259,26.4216,0.398801,38.2631,107.412,99.4884,121.104,8.88704,123.083,4.1548,3.83976,1.08131,13.8202,16.6914,6.06767,0.270303,0.178686,0.181606,0.983923,0.403845,0.529647,0.397495,0.933492,0.259344,3.96393,0.281356,,-0.46224,126.546,46.4646,161.183,-0.46224,-2.99,48.6845343708992,-10.34478211402893,6.22967,4.579999923706055,,,,,,,1103.9,7.121935483,1103.9,7.121935483,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Julio Rodríguez","SEA",151.447,658.92,597.576,163.37,103.407,25.7641,6.15144,28.0471,95.4325,87.1709,47.675,3.63811,145.799,9.22716,3.88654,0.555286,10.7891,25.5103,6.59589,0.273387,0.0723533,0.22127,0.326991,0.334574,0.477894,0.347484,0.812468,0.204507,6.69211,0.316458,,1.36663,96.2752,18.4188,130.444,1.36663,0.52,25.009841799736023,2.6663577556610107,5.15196,9.529999732971191,,,,,,,888.4,5.883443708,888.4,5.883443708,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",152.604,659.23,582.655,155.88,93.7379,34.6358,2.69372,24.8128,93.9919,80.0281,64.9278,3.18427,139.911,5.70311,5.41026,0.534127,12.2411,20.4843,5.22809,0.267534,0.0984904,0.212235,0.464063,0.343878,0.463983,0.34738,0.807861,0.196448,5.57832,0.309603,,0.891782,96.2651,18.372,125.286,0.891782,-1.33,20.538121104240417,5.735000014305115,5.0095,12.100000381469727,,,,,,,881.2,5.759477124,881.2,5.759477124,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",148.376,645.778,564.819,154.111,93.2848,27.5028,4.12942,29.1938,99.2079,85.1057,69.6141,3.07944,128.763,6.20148,4.18881,0.954386,12.4463,23.2672,7.03549,0.27285,0.107799,0.199392,0.540638,0.356573,0.491226,0.363472,0.847799,0.218376,5.91618,0.303896,,0.676262,102.738,26.4341,138.314,0.676262,4.32,30.00091975927353,-2.740072250366211,4.98733,14.220000267028809,,,,,,,926.1,6.257432432,926.1,6.257432432,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Vladimir Guerrero Jr.","TOR",152.911,662.465,578.518,173.119,109.578,30.8346,1.15726,31.5488,97.5734,97.9786,71.9025,7.00165,87.399,7.13059,4.28782,0.626063,16.5041,5.84822,2.25916,0.299246,0.108538,0.13193,0.822693,0.380987,0.520147,0.383965,0.901134,0.220901,3.4552,0.305202,,-0.954451,116.415,38.1396,149.647,-0.954451,-0.37,37.80931258201599,-12.3633052110672,4.93627,18.06999969482422,,,,,,,1029,6.725490196,1029,6.725490196,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Corey Seager","TEX",123.629,528.903,456.001,125.651,73.4162,23.6265,0.669607,27.9385,71.2198,83.32,59.8592,8.46927,99.5314,4.63161,4.26101,0.483697,10.3132,1.75205,0.706212,0.275549,0.113176,0.188185,0.60141,0.362345,0.514103,0.370387,0.876448,0.238554,2.37439,0.293613,,-0.793302,87.1135,24.6195,141.095,-0.793302,-0.09,24.824331760406494,3.9848009645938873,4.81003,97.55999755859375,,,,,,,784.1,6.323387096,784.1,6.323387096,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Ketel Marte","ARI",140.134,612.626,534.294,147.636,85.7196,30.9316,1.81935,29.1651,85.9316,94.9164,66.7685,4.39107,100.674,6.29451,4.24956,0.633536,12.7944,4.84119,1.79349,0.276319,0.108987,0.164332,0.663214,0.360851,0.504781,0.369468,0.865631,0.228461,3.6529,0.289869,,-0.78547,100.446,28.0594,137.698,-0.78547,-0.25,26.58689373731613,-0.1787068322300911,4.78724,32.709999084472656,,,,,,,891.6,6.368571428,891.6,6.368571428,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"William Contreras","MIL",143.818,599.362,523.346,137.682,89.6165,27.1062,0,20.9589,71.3785,80.3067,66.3344,2.71268,119.045,4.62826,4.09188,0.961654,14.9991,5.33091,2.09603,0.26308,0.110675,0.19862,0.557219,0.34867,0.435017,0.340869,0.783687,0.171938,2.76349,0.301272,,-0.83436,84.354,13.5348,119.846,-0.83436,5.49,13.263453245162964,12.620455741882324,4.68845,54.900001525878906,,,,,,,742.4,5.155555555,742.4,5.155555555,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Yordan Alvarez","HOU",129.395,553.109,470.909,137.452,76.1767,26.9538,1.26203,33.0595,83.2702,91.3683,68.803,8.91373,91.9712,7.71669,5.15663,0.524015,9.15048,3.49579,1.17729,0.291887,0.124393,0.16628,0.748093,0.38722,0.565096,0.399698,0.952315,0.273209,3.14194,0.297385,,-0.732167,104.263,38.9088,160.456,-0.732167,-0.44,38.67932826280594,-12.221334874629974,4.65472,32.91999816894531,,,,,,,924.3,7.165116279,924.3,7.165116279,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Will Smith","LAD",123.365,496.776,424.447,114.977,68.3729,20.9484,1.64922,24.0064,72.5706,72.6178,56.0833,2.28079,93.6468,9.12766,5.78947,0.467618,7.73119,2.94654,1.06158,0.270887,0.112894,0.188509,0.598881,0.363687,0.49769,0.368798,0.861377,0.226803,3.59951,0.291028,,-0.712248,81.1809,22.483,138.733,-0.712248,-2.55,22.092895567417145,6.38312554359436,4.60446,101.52999877929688,,,,,,,715.8,5.819512195,715.8,5.819512195,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Corbin Carroll","ARI",137.868,601.349,523.133,136.041,74.5758,29.0634,6.93155,25.4703,96.0942,76.6807,62.8895,2.58654,124.99,7.91121,3.93418,3.48101,7.62692,34.0099,6.60569,0.260051,0.104581,0.20785,0.503156,0.345966,0.488171,0.356941,0.834137,0.228121,7.74671,0.293598,,3.15419,92.4807,21.4266,129.117,3.15419,7.11,23.906383514404297,0.9163417816162109,4.58664,14.850000381469727,,,,,,,855.6,6.2,855.6,6.2,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Ronald Acuña Jr.","ATL",143.728,629.471,534.491,148.749,91.488,24.7108,3.24198,29.308,101.805,82.784,82.1265,3.41513,135.799,8.47286,3.82938,0.55096,12.0281,26.2581,9.01983,0.2783,0.130469,0.215735,0.604767,0.38057,0.501163,0.378994,0.881733,0.222864,5.93241,0.320033,,0.378306,108.076,33.6993,144.737,0.378306,-2.8,33.754542112350464,-10.217264890670776,4.55085,5.809999942779541,,,,,,,956.8,6.644444444,956.8,6.644444444,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",139.946,617.509,543.945,139.507,86.0808,26.9704,1.56484,24.8909,84.792,76.3466,53.416,1.05919,115.202,9.47949,4.49918,0.680139,9.23499,21.4953,6.65729,0.256473,0.0865024,0.186559,0.463674,0.33108,0.449089,0.337494,0.780169,0.192617,5.18385,0.28068,,0.596277,85.2163,12.2528,120.081,0.596277,1.02,15.292824387550354,7.019056797027588,4.38476,26.31999969482422,,,,,,,771,5.507142857,771,5.507142857,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"José Ramírez","CLE",150.737,649.396,576.085,155.716,94.427,30.99,4.09988,26.1991,91.2489,83.851,62.166,14.9387,72.1356,4.48283,5.95098,0.711547,6.96499,33.9971,9.50671,0.2703,0.0957289,0.111081,0.861793,0.342793,0.474762,0.343811,0.817555,0.204461,6.2741,0.267762,,1.9415,92.9472,16.2161,122.567,1.9415,0.6,19.214064121246338,1.1995329856872559,4.37537,5.71999979019165,,,,,,,889.3,5.889403973,889.3,5.889403973,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Kyle Tucker","LAD",142.723,619.856,528.292,142.249,82.8119,28.3868,2.44674,28.6031,95.4779,86.3364,80.9559,5.82528,88.5972,3.54399,5.10238,0.823765,8.79387,17.3832,6.35985,0.269261,0.130604,0.142932,0.913752,0.366969,0.494685,0.368057,0.861654,0.225423,5.189,0.273059,,-0.193905,100.921,27.6804,138.225,-0.193905,0.35,27.888429060578346,-6.257546812295914,4.32308,13.289999961853027,,,,,,,902.9,6.313986013,902.9,6.313986013,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Alejandro Kirk","TOR",122.239,483.834,429.197,115.255,77.5924,19.642,0,18.0205,59.2742,62.3789,44.9574,1.62156,59.3033,4.54241,4.57107,0.565865,12.2187,0.298513,0.149845,0.268536,0.092919,0.12257,0.758092,0.340918,0.44026,0.338465,0.781178,0.171724,1.63445,0.27279,,-0.829978,67.1503,9.98158,118.303,-0.829978,7.31,9.607466757297516,15.860065937042236,4.30944,156.10000610351562,,,,,,,592.2,4.85409836,592.2,4.85409836,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Junior Caminero","TBR",149.183,636.744,584.849,156.83,92.8679,27.2674,0.614584,36.0798,81.7683,104.985,41.5079,2.20232,123.844,4.64157,5.1635,0.58159,13.2816,4.84393,1.80058,0.268154,0.0651878,0.194495,0.335164,0.319068,0.501951,0.348758,0.821019,0.233797,3.03115,0.280755,,-0.671791,93.6935,18.4573,123.908,-0.671791,-0.39,17.270328521728516,1.3305965662002563,4.14536,16.739999771118164,,,,,,,861.5,5.781879194,861.5,5.781879194,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Wyatt Langford","TEX",142.436,612.86,532.617,133.35,78.0679,27.315,3.05281,24.9139,86.5509,73.9633,69.7041,2.63281,143.749,6.28416,3.70729,0.547805,7.89095,19.6576,5.38089,0.250367,0.113736,0.234554,0.484902,0.341881,0.453444,0.343785,0.795326,0.203077,5.78713,0.294934,,0.728296,87.7048,15.2907,122.77,0.728296,5.46,17.175517737865448,2.2106547355651855,4.14159,41.5099983215332,,,,,,,794.2,5.592957746,794.2,5.592957746,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Mookie Betts","LAD",142.461,621.35,545.229,145.358,92.2574,31.35,1.54195,20.2082,83.464,77.3104,63.0015,1.26115,71.0869,5.80143,5.96367,0.709538,9.08616,8.36749,3.19525,0.266599,0.101395,0.114407,0.88626,0.345423,0.440945,0.341268,0.786368,0.174346,4.00061,0.272124,,-0.689957,87.6503,14.233,119.874,-0.689957,-1.65,13.945960819721222,4.945416569709778,4.04788,57,,,,,,,770.1,5.423239436,770.1,5.423239436,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Willy Adames","SFG",151.8,649.348,568.637,133.438,75.1513,27.7965,1.46029,29.0304,84.9143,84.1579,68.7887,1.63512,172.556,3.79696,5.05104,0.497449,7.69688,10.7721,3.49617,0.234664,0.105935,0.265737,0.398646,0.318788,0.44184,0.328481,0.760627,0.207176,4.47493,0.28059,,-0.241837,84.8582,8.13271,112.999,-0.241837,0.76,9.762036696076393,7.787777662277222,4.00592,129.3300018310547,,,,,,,766.8,5.044736842,766.8,5.044736842,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Trea Turner","PHI",143.424,627.811,572.184,162.181,110.848,29.277,4.73913,17.3166,85.645,74.0079,39.6466,0.322563,113.262,5.31406,4.19405,0.776724,11.5131,25.435,5.56718,0.283441,0.0631505,0.180407,0.350044,0.333379,0.441965,0.335394,0.775344,0.158524,6.5382,0.324953,,1.78068,85.5675,11.3867,113.73,1.78068,-0.43,11.99731981754303,6.209999859333038,3.99988,26.219999313354492,,,,,,,773.3,5.407692307,773.3,5.407692307,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Matt Chapman","SFG",145.437,612.822,532.115,127.51,70.8252,27.9858,1.68499,27.0144,83.069,77.7956,68.8779,1.05956,151.761,6.63973,4.6584,0.531128,8.79956,8.57091,2.54032,0.239629,0.112395,0.247643,0.453857,0.331588,0.45086,0.338551,0.782447,0.211231,4.38645,0.280717,,-0.285237,85.0952,12.6855,119.897,-0.285237,1.2,14.166206061840057,3.4443979263305664,3.88781,164.75,,,,,,,767.9,5.295862068,767.9,5.295862068,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Adley Rutschman","BAL",137.625,559.338,489.125,122.628,79.576,24.4076,1.2033,17.4411,66.2024,64.1805,60.782,1.83944,89.3339,3.82489,4.98157,0.624543,10.9005,1.05419,0.373832,0.250709,0.108668,0.159714,0.680392,0.335118,0.412503,0.326352,0.747621,0.161794,2.49231,0.271568,,-0.881958,72.1284,6.03832,110.8,-0.881958,5.56,6.237600743770599,11.492112159729004,3.78364,149.5,,,,,,,631.8,4.578260869,631.8,4.578260869,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Jackson Merrill","SDP",142.719,606.35,554.035,150.553,92.4331,33.7643,1.85421,22.5019,76.9264,78.8443,41.0439,1.95482,120.278,3.16129,5.14296,2.96676,9.61278,9.23741,2.40495,0.27174,0.0676901,0.198364,0.341241,0.322778,0.46122,0.33575,0.783998,0.18948,4.46902,0.307522,,-0.0265226,82.8178,11.1729,119.324,-0.0265226,0.13,13.860384978353977,2.136679768562317,3.70069,70.95999908447266,,,,,,,761.3,5.323776223,761.3,5.323776223,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Austin Riley","ATL",145.919,625.979,563.62,145.94,85.2239,28.3676,2.78586,29.5628,82.3596,89.8099,48.4807,0.897485,161.843,8.427,4.93447,0.516606,9.85802,2.46955,0.852178,0.258934,0.0774478,0.258543,0.299554,0.324317,0.476505,0.343201,0.800822,0.217571,3.5746,0.308571,,-0.787454,89.2854,15.3211,120.218,-0.787454,-0.75,14.21244877576828,1.1265302896499634,3.70018,64.13999938964844,,,,,,,802.9,5.499315068,802.9,5.499315068,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Zach Neto","LAA",148.078,634.181,567.522,141.098,83.7295,28.8482,2.13804,26.3828,85.2148,75.6597,43.4349,2.82869,158.325,16.1198,3.87729,3.22667,8.4254,26.9141,8.14835,0.248622,0.0684898,0.249652,0.274341,0.318015,0.446451,0.32933,0.764467,0.197829,5.86799,0.296659,,1.11869,83.3132,8.37986,110.229,1.11869,-1.66,8.764243245124817,5.195463061332703,3.66148,27.290000915527344,,,,,,,767.4,5.185135135,767.4,5.185135135,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Elly De La Cruz","CIN",148.623,640.148,573.759,146.625,91.1764,30.1893,3.72246,21.5368,91.5268,69.5712,57.5806,4.96488,176.657,3.29223,3.97433,1.54203,9.18273,40.5581,9.66938,0.255552,0.0899489,0.275962,0.325946,0.324923,0.433753,0.326348,0.758676,0.178201,6.88717,0.329579,,3.18085,82.5472,6.90875,104.264,3.18085,0.56,6.415824890136719,7.201781332492828,3.57229,8.5600004196167,,,,,,,798.7,5.360402684,798.7,5.360402684,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Jeremy Peña","HOU",142.635,616.888,562.713,153.316,105.134,28.9452,2.07104,17.1659,79.3471,68.0563,35.7993,0.784392,110.636,10.5083,4.10047,2.30223,13.4216,17.2983,4.1538,0.272458,0.0580321,0.179345,0.323578,0.325585,0.422774,0.325091,0.74836,0.150316,5.33585,0.310128,,0.764013,78.9183,6.02819,109.062,0.764013,-0.37,7.352826297283173,6.233471751213074,3.56238,94.94000244140625,,,,,,,711.2,4.973426573,711.2,4.973426573,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Alex Bregman","CHC",148.672,640.958,563.282,141.982,90.7986,27.7589,0.831921,22.593,76.3824,80.7146,63.4891,1.41577,90.3389,7.85312,5.40783,0.925517,12.0993,2.29631,0.907505,0.252063,0.0990534,0.140944,0.702788,0.333303,0.424626,0.330116,0.757929,0.172563,2.55296,0.261958,,-0.973431,84.6125,8.87839,113.517,-0.973431,0.48,9.295314013957977,2.774320811033249,3.41667,118.93000030517578,,,,,,,749.3,5.02885906,749.3,5.02885906,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Shea Langeliers","ATH",128.378,525.915,478.063,122.213,66.7598,25.4553,1.46416,28.534,71.1628,76.6498,39.0448,1.11536,121.443,4.1066,3.96389,0.736646,7.30242,5.9823,1.76799,0.255643,0.0742417,0.230918,0.321507,0.314873,0.494075,0.344283,0.808948,0.238432,4.19993,0.282124,,-0.245797,75.4751,13.3342,118.888,-0.245797,-3.75,11.462136805057526,3.5141873359680176,3.38424,55.16999816894531,,,,,,,690.8,5.396875,690.8,5.396875,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Bryce Harper","PHI",140.151,606.697,522.103,142.507,86.0591,28.3258,2.24569,25.8768,84.4607,85.4704,74.696,7.58791,126.635,4.74326,4.17588,0.97899,11.4425,10.3208,3.82615,0.272949,0.123119,0.208729,0.589853,0.366419,0.484493,0.363652,0.850912,0.211544,4.49409,0.312041,,-0.545181,96.6087,24.9228,133.088,-0.545181,0.39,23.246878266334534,-10.515186667442322,3.36779,47.38999938964844,,,,,,,863.6,6.168571428,863.6,6.168571428,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Dansby Swanson","CHC",153.178,629.347,564.178,138.482,87.6758,27.0799,1.56245,22.1634,78.9489,76.5925,50.8892,0.981158,163.413,3.65272,4.45172,1.11148,10.1576,15.2985,4.35576,0.245457,0.0808604,0.259655,0.311415,0.309744,0.416848,0.315093,0.726592,0.171391,5.00884,0.303661,,0.343543,75.4037,1.04146,103.226,0.343543,2.07,2.7501761317253113,9.161573648452759,3.36099,149.85000610351562,,,,,,,687.6,4.494117647,687.6,4.494117647,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Manny Machado","SDP",146.574,628.444,568.129,148.231,92.8682,27.2583,0.018095,28.086,79.1946,86.2773,51.4794,3.64814,120.922,2.29587,5.69418,0.623756,11.2052,8.25886,3.54576,0.26091,0.0819157,0.192415,0.425724,0.321871,0.45726,0.333451,0.779132,0.19635,3.23642,0.282816,,-0.744289,84.662,10.4065,117.748,-0.744289,-0.27,12.475187063217163,-0.5650363266468048,3.35776,38.58000183105469,,,,,,,765.3,5.206122448,765.3,5.206122448,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Pete Crow-Armstrong","CHC",146.764,617.259,560.772,136.56,81.9331,26.6396,5.95878,22.0287,86.9085,66.6326,36.0954,2.34537,153.67,8.05638,4.97766,7.35724,5.42092,35.3007,6.312,0.243522,0.0584769,0.248956,0.234888,0.296297,0.430127,0.311293,0.726424,0.186606,7.86965,0.293632,,3.65838,72.051,-0.882942,100.623,3.65838,5.81,4.114387035369873,8.074876546859741,3.34824,32.189998626708984,,,,,,,707.2,4.810884353,707.2,4.810884353,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Xander Bogaerts","SDP",136.416,569.483,506.867,134.144,92.3575,24.981,1.78202,15.0232,72.1339,61.5238,44.9202,1.41557,101.898,4.92759,5.39045,0.90085,11.5248,16.224,5.34999,0.264653,0.0788788,0.178931,0.440834,0.327325,0.409887,0.320756,0.737212,0.145234,5.09606,0.301314,,0.124447,70.8496,3.56075,109.052,0.124447,0.12,6.234236218035221,6.435555569827557,3.23478,240.69000244140625,,,,,,,634.7,4.666911764,634.7,4.666911764,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jazz Chisholm Jr.","NYY",139.777,584.323,518.538,121.085,71.285,20.5328,2.66561,26.6012,84.5586,67.8077,55.7245,1.97059,158.052,4.8237,3.99272,1.24439,7.89057,31.1851,8.17871,0.233512,0.0953659,0.270487,0.352571,0.311507,0.437291,0.322974,0.748798,0.20378,6.46753,0.279638,,2.03038,73.748,4.70571,108.157,2.03038,1.82,7.647902965545654,3.7763962745666504,3.2265,20.420000076293945,,,,,,,709.9,5.070714285,709.9,5.070714285,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Byron Buxton","MIN",121.161,522.107,468.331,116.891,60.1974,27.7705,2.03792,26.8848,74.711,74.0558,41.414,1.93627,143.948,8.49938,3.33073,0.531772,5.35521,14.4398,3.30203,0.24959,0.079321,0.275705,0.287702,0.319808,0.489806,0.345098,0.809615,0.240217,5.71887,0.299192,,0.821585,75.274,13.5831,121.511,0.821585,-0.26,14.058712422847748,-0.6339537799358368,3.21208,71.54000091552734,,,,,,,698.8,5.775206611,698.8,5.775206611,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Geraldo Perdomo","ARI",150.35,647.924,551.404,140.618,100.31,25.472,3.65916,11.1772,80.9108,55.1441,71.5579,1.23279,88.5714,6.91729,5.45934,12.5855,12.607,18.133,5.65941,0.255018,0.110442,0.1367,0.807912,0.344845,0.375297,0.319503,0.720142,0.120278,5.5307,0.283169,,0.136823,79.949,3.3918,103.471,0.136823,-0.26,2.8019520938396454,6.700648546218872,3.17774,76.47000122070312,,,,,,,691.7,4.611333333,691.7,4.611333333,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Pete Alonso","BAL",152.65,654.539,573.977,144.053,80.6618,26.2867,0,37.1044,87.1917,99.1696,62.4248,4.09054,153.392,12.5301,5.01392,0.593306,11.4459,2.6008,1.08856,0.250973,0.0953721,0.234351,0.406962,0.334902,0.490704,0.352493,0.825606,0.239731,2.38974,0.27529,,-0.925952,98.2972,20.9584,128.808,-0.925952,-0.43,21.29772686958313,-12.79140442609787,3.17522,24.260000228881836,,,,,,,883.5,5.774509803,883.5,5.774509803,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Roman Anthony","BOS",140.544,609.569,529.411,140.535,88.2785,30.5996,2.3286,19.3281,80.1928,73.1107,71.2973,1.41988,147.12,4.67925,3.51008,0.670978,12.8897,9.77328,2.85234,0.265455,0.116963,0.241351,0.484619,0.355579,0.441577,0.347294,0.797156,0.176122,4.60362,0.330738,,-0.288409,88.9705,16.9453,119.586,-0.288409,4.08,13.78280982375145,-3.8725929260253906,3.16049,52.790000915527344,,,,,,,779.1,5.525531914,779.1,5.525531914,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Gabriel Moreno","ARI",112.965,440.442,393.561,108.341,75.8814,20.3102,1.68497,10.464,53.2366,51.9968,38.6482,1.85248,75.079,3.92002,3.64621,0.666668,10.0587,3.97516,1.5102,0.275283,0.0877488,0.170463,0.514767,0.34315,0.415216,0.330308,0.758366,0.139933,3.77201,0.314045,,-0.593158,58.2111,6.16944,110.872,-0.593158,3.31,5.082310795783997,11.142514705657959,3.15925,178.5399932861328,,,,,,,505.2,4.47079646,505.2,4.47079646,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Kyle Schwarber","PHI",150.087,657.065,548.339,126.508,63.3929,21.7168,0.654926,40.7437,94.3973,106.787,97.8646,3.82549,183.116,7.12569,3.18831,0.547786,9.51487,5.77286,2.22742,0.230712,0.148942,0.278688,0.53444,0.352616,0.495617,0.363646,0.848234,0.264905,3.13767,0.261743,,-0.843949,104.626,26.9891,133.084,-0.843949,0,24.92057168483734,-16.024028778076172,3.14685,24.5,,,,,,,938.9,6.259333333,938.9,6.259333333,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Patrick Bailey","SFG",126.868,473.99,429.296,91.9373,63.0751,18.7505,0.721508,9.39012,44.4135,43.3213,34.8888,0.419273,125.94,3.42528,3.51832,2.86185,7.54271,1.7499,0.701538,0.214158,0.0736066,0.265701,0.277028,0.276467,0.326817,0.267078,0.603284,0.112659,2.88485,0.277484,,-0.603883,38.312,-17.6936,70.9355,-0.603883,21.91,-16.931613206863403,31.699196815490723,3.12435,745.3900146484375,,,,,,,346.6,2.729133858,346.6,2.729133858,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Rafael Devers","SFG",149.876,649.476,557.597,140.247,81.0592,26.6498,0.856206,31.682,85.3008,92.803,81.0542,9.28164,155.064,6.43103,3.84632,0.54739,11.7783,2.04078,0.866379,0.251521,0.124799,0.238753,0.522714,0.350936,0.472842,0.351868,0.823778,0.221322,2.6425,0.289741,,-0.998043,97.207,20.4664,129.019,-0.998043,0.02,21.339895725250244,-12.582952003926039,3.10674,57.25,,,,,,,872.8,5.818666666,872.8,5.818666666,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Oneil Cruz","PIT",126.517,532.698,472.039,115.053,64.3414,24.3292,1.87349,24.5088,78.0967,69.45,53.381,2.79725,161.259,3.70309,3.12167,0.452972,7.1482,25.1582,5.70899,0.243736,0.100209,0.302722,0.331026,0.323417,0.458978,0.335801,0.782394,0.215242,6.28223,0.312876,,1.91057,72.7798,9.83742,113.736,1.91057,0.25,10.5827876329422,1.9995735883712769,3.10062,96.51000213623047,,,,,,,689.7,5.430708661,689.7,5.430708661,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
